wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_ zaszczepionych;%_zaszczepionych_pe�n�_dawk�
10;łódzkie;1008;pabianicki;1008042;gm.w Dobroń;Sieradzki;7802;3468;3257;44,4501;41,7457
24;śląskie;2403;cieszyński;2403103;gm.m-w. Skoczów;Bielski;26788;11798;11182;44,0421;41,7426
10;łódzkie;1018;wieruszowski;1018012;gm.w Bolesławiec;Kaliski;4075;1801;1701;44,1963;41,7423
8;lubuskie;801;gorzowski;801062;gm.w Santok;Gorzowski;8854;3901;3695;44,0592;41,7326
14;mazowieckie;1403;garwoliński;1403103;gm.m-w. Pilawa;Siedlecki;10959;4863;4573;44,3745;41,7283
16;opolskie;1609;opolski;1609123;gm.m-w. Tułowice;Opolski;5195;2288;2167;44,0423;41,7132
4;kujawsko-pomorskie;412;rypiński;412022;gm.w Brzuze;Włocławski;5284;2401;2204;45,4391;41,7108
32;zachodniopomorskie;3212;pyrzycki;3212062;gm.w Warnice;Szczeciński;3443;1508;1436;43,799;41,7078
2;dolnośląskie;219;świdnicki;219072;gm.w Świdnica;Wałbrzyski;17400;7654;7256;43,9885;41,7011
2;dolnośląskie;204;górowski;204013;gm.m-w. Góra;Leszczyński;19720;8641;8223;43,8185;41,6988
6;lubelskie;606;krasnostawski;606032;gm.w Gorzków;Zamojski;3379;1475;1409;43,652;41,6987
10;łódzkie;1010;piotrkowski;1010062;gm.w Moszczenica;Piotrkowski;12917;5755;5386;44,5537;41,697
6;lubelskie;608;lubartowski;608011;Lubartów;Lubelski;21636;9538;9021;44,0839;41,6944
10;łódzkie;1004;łęczycki;1004063;gm.m-w. Piątek;Płocki;5892;2677;2456;45,4345;41,6836
12;małopolskie;1214;proszowicki;1214012;gm.w Koniusza;Krakowski;8987;4057;3746;45,143;41,6824
24;śląskie;2417;żywiecki;2417132;gm.w Świnna;Bielski;8054;3566;3357;44,2761;41,6812
16;opolskie;1604;kluczborski;1604013;gm.m-w. Byczyna;Opolski;9170;4017;3822;43,8059;41,6794
24;śląskie;2407;lubliniecki;2407062;gm.w Koszęcin;Częstochowski;11810;5176;4922;43,8273;41,6765
4;kujawsko-pomorskie;402;brodnicki;402032;gm.w Brodnica;Toruński;8662;3810;3608;43,9852;41,6532
30;wielkopolskie;3028;wągrowiecki;3028072;gm.w Wągrowiec;Pilski;12338;5595;5139;45,3477;41,6518
2;dolnośląskie;224;ząbkowicki;224033;gm.m-w. Kamieniec Ząbkowicki;Wałbrzyski;8003;3519;3333;43,971;41,6469
24;śląskie;2417;żywiecki;2417112;gm.w Rajcza;Bielski;8709;3922;3627;45,0339;41,6466
16;opolskie;1610;prudnicki;1610043;gm.m-w. Prudnik;Opolski;26800;11663;11161;43,5187;41,6455
32;zachodniopomorskie;3204;goleniowski;3204062;gm.w Przybiernów;Szczeciński;5007;2211;2085;44,1582;41,6417
12;małopolskie;1217;tatrzański;1217011;Zakopane;Nowosądecki;26846;11712;11178;43,6266;41,6375
10;łódzkie;1014;sieradzki;1014042;gm.w Brzeźnio;Sieradzki;6379;2843;2656;44,5681;41,6366
20;podlaskie;2002;białostocki;2002093;gm.m-w. Supraśl;Białostocki;16003;7022;6663;43,8793;41,6359
14;mazowieckie;1424;pułtuski;1424072;gm.w Zatory;Ostrołęcki;4828;2135;2010;44,2212;41,6321
26;świętokrzyskie;2606;opatowski;2606062;gm.w Sadowie;Tarnobrzeski;3889;1715;1619;44,0987;41,6302
4;kujawsko-pomorskie;414;świecki;414052;gm.w Lniano;Bydgoski;4312;1896;1795;43,9703;41,628
30;wielkopolskie;3009;kolski;3009063;gm.m-w. Kłodawa;Koniński;12706;5601;5286;44,0815;41,6024
10;łódzkie;1012;radomszczański;1012062;gm.w Kobiele Wielkie;Piotrkowski;4388;1962;1825;44,7129;41,5907
26;świętokrzyskie;2604;kielecki;2604192;gm.w Zagnańsk;Kielecki;12917;5704;5372;44,1589;41,5886
30;wielkopolskie;3012;krotoszyński;3012063;gm.m-w. Zduny;Kaliski;7558;3384;3143;44,7737;41,5851
2;dolnośląskie;221;wałbrzyski;221082;gm.w Walim;Wałbrzyski;5392;2351;2242;43,6016;41,5801
14;mazowieckie;1419;płocki;1419012;gm.w Bielsk;Płocki;9053;3977;3763;43,9302;41,5663
10;łódzkie;1011;poddębicki;1011022;gm.w Pęczniew;Sieradzki;3484;1511;1448;43,3697;41,5614
2;dolnośląskie;206;karkonoski;206062;gm.w Jeżów Sudecki;Jeleniogórski;7548;3294;3137;43,6407;41,5607
10;łódzkie;1014;sieradzki;1014082;gm.w Sieradz;Sieradzki;10801;4750;4488;43,9774;41,5517
30;wielkopolskie;3008;kępiński;3008042;gm.w Łęka Opatowska;Kaliski;5329;2312;2214;43,3853;41,5463
4;kujawsko-pomorskie;402;brodnicki;402053;gm.m-w. Górzno;Toruński;3931;1753;1633;44,5943;41,5416
10;łódzkie;1011;poddębicki;1011062;gm.w Zadzim;Sieradzki;4936;2183;2050;44,2261;41,5316
22;pomorskie;2204;gdański;2204072;gm.w Suchy Dąb;Gdański;4248;1837;1764;43,2439;41,5254
2;dolnośląskie;224;ząbkowicki;224063;gm.m-w. Ziębice;Wałbrzyski;16768;7358;6960;43,8812;41,5076
30;wielkopolskie;3026;śremski;3026023;gm.m-w. Dolsk;Poznański;5908;2655;2452;44,9391;41,503
2;dolnośląskie;221;wałbrzyski;221053;gm.m-w. Głuszyca;Wałbrzyski;8505;3713;3529;43,6567;41,4932
2;dolnośląskie;212;lwówecki;212013;gm.m-w. Gryfów Śląski;Jeleniogórski;9561;4168;3967;43,5938;41,4915
14;mazowieckie;1419;płocki;1419082;gm.w Mała Wieś;Płocki;5913;2647;2453;44,7658;41,4849
8;lubuskie;801;gorzowski;801022;gm.w Bogdaniec;Gorzowski;7122;3162;2953;44,3976;41,4631
2;dolnośląskie;220;trzebnicki;220023;gm.m-w. Prusice;Wrocławski;9352;4100;3877;43,8409;41,4564
22;pomorskie;2216;sztumski;2216022;gm.w Mikołajki Pomorskie;Elbląski;3613;1595;1497;44,1461;41,4337
2;dolnośląskie;217;strzeliński;217053;gm.m-w. Wiązów;Wrocławski;7041;3103;2917;44,0704;41,4288
4;kujawsko-pomorskie;406;grudziądzki;406012;gm.w Grudziądz;Toruński;13136;5732;5440;43,6358;41,4129
4;kujawsko-pomorskie;416;tucholski;416032;gm.w Kęsowo;Bydgoski;4468;1935;1850;43,308;41,4056
30;wielkopolskie;3007;kaliski;3007083;gm.m-w. Opatówek;Kaliski;10787;4752;4465;44,053;41,3924
14;mazowieckie;1437;żuromiński;1437033;gm.m-w. Lubowidz;Ciechanowski;6796;3041;2813;44,7469;41,392
2;dolnośląskie;219;świdnicki;219043;gm.m-w. Jaworzyna Śląska;Wałbrzyski;10222;4487;4231;43,8955;41,3911
18;podkarpackie;1801;bieszczadzki;1801052;gm.w Lutowiska;Krośnieński;2037;883;843;43,3481;41,3844
14;mazowieckie;1434;wołomiński;1434072;gm.w Klembów;Ostrołęcki;10108;4446;4182;43,985;41,3732
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002043;gm.m-w. Krzyż Wielkopolski;Pilski;8644;3830;3576;44,3082;41,3697
30;wielkopolskie;3007;kaliski;3007032;gm.w Ceków-Kolonia;Kaliski;4767;2075;1972;43,5284;41,3677
2;dolnośląskie;222;wołowski;222022;gm.w Wińsko;Wrocławski;8212;3521;3397;42,8763;41,3663
14;mazowieckie;1434;wołomiński;1434113;gm.m-w. Tłuszcz;Ostrołęcki;20104;8920;8315;44,3693;41,3599
6;lubelskie;613;parczewski;613072;gm.w Sosnowica;Chełmski;2568;1119;1062;43,5748;41,3551
6;lubelskie;613;parczewski;613043;gm.m-w. Parczew;Bialskopodlaski;14329;6212;5925;43,3526;41,3497
2;dolnośląskie;202;dzierżoniowski;202011;Bielawa;Wałbrzyski;29523;12812;12207;43,3967;41,3474
20;podlaskie;2009;sejneński;2009011;Sejny;Suwalski;5159;2227;2133;43,1673;41,3452
22;pomorskie;2214;tczewski;2214043;gm.m-w. Pelplin;Gdański;16021;7103;6623;44,3356;41,3395
2;dolnośląskie;208;kłodzki;208112;gm.w Nowa Ruda;Wałbrzyski;11440;4976;4728;43,4965;41,3287
30;wielkopolskie;3028;wągrowiecki;3028022;gm.w Damasławek;Pilski;5304;2366;2192;44,6078;41,3273
10;łódzkie;1017;wieluński;1017072;gm.w Pątnów;Sieradzki;6512;2811;2691;43,1665;41,3237
4;kujawsko-pomorskie;416;tucholski;416012;gm.w Cekcyn;Bydgoski;6901;2976;2851;43,1242;41,3129
30;wielkopolskie;3018;ostrzeszowski;3018042;gm.w Kobyla Góra;Kaliski;6135;2708;2533;44,1402;41,2877
24;śląskie;2417;żywiecki;2417032;gm.w Gilowice;Bielski;6327;2784;2612;44,0019;41,2834
4;kujawsko-pomorskie;418;włocławski;418102;gm.w Lubanie;Włocławski;4550;1988;1878;43,6923;41,2747
8;lubuskie;804;nowosolski;804052;gm.w Nowa Sól;Zielonogórski;6992;3072;2885;43,9359;41,2614
2;dolnośląskie;208;kłodzki;208063;gm.m-w. Bystrzyca Kłodzka;Wałbrzyski;18607;8042;7677;43,2203;41,2587
14;mazowieckie;1412;miński;1412142;gm.w Stanisławów;Siedlecki;6797;3024;2804;44,4902;41,2535
30;wielkopolskie;3018;ostrzeszowski;3018063;gm.m-w. Mikstat;Kaliski;5990;2639;2471;44,0568;41,2521
14;mazowieckie;1416;ostrowski;1416062;gm.w Nur;Łomżyński;2623;1149;1082;43,8048;41,2505
32;zachodniopomorskie;3202;choszczeński;3202063;gm.m-w. Recz;Gorzowski;5450;2488;2248;45,6514;41,2477
14;mazowieckie;1419;płocki;1419032;gm.w Brudzeń Duży;Płocki;8236;3704;3397;44,9733;41,2458
30;wielkopolskie;3018;ostrzeszowski;3018012;gm.w Czajków;Kaliski;2505;1072;1033;42,7944;41,2375
10;łódzkie;1011;poddębicki;1011012;gm.w Dalików;Sieradzki;3920;1743;1616;44,4643;41,2245
4;kujawsko-pomorskie;417;wąbrzeski;417032;gm.w Książki;Toruński;4141;1857;1707;44,8442;41,2219
30;wielkopolskie;3007;kaliski;3007112;gm.w Żelazków;Kaliski;9517;4266;3922;44,825;41,2105
6;lubelskie;604;hrubieszowski;604052;gm.w Mircze;Zamojski;6916;2987;2850;43,1897;41,2088
8;lubuskie;801;gorzowski;801052;gm.w Lubiszyn;Gorzowski;6924;3024;2853;43,6742;41,2045
14;mazowieckie;1413;mławski;1413042;gm.w Radzanów;Ciechanowski;3262;1484;1344;45,4936;41,2017
10;łódzkie;1014;sieradzki;1014113;gm.m-w. Złoczew;Sieradzki;7131;3090;2938;43,3319;41,2004
26;świętokrzyskie;2609;sandomierski;2609062;gm.w Obrazów;Tarnobrzeski;6381;2786;2629;43,6609;41,2004
14;mazowieckie;1433;węgrowski;1433062;gm.w Miedzna;Siedlecki;3801;1686;1566;44,3567;41,1997
30;wielkopolskie;3017;ostrowski;3017023;gm.m-w. Nowe Skalmierzyce;Kaliski;15625;6813;6437;43,6032;41,1968
32;zachodniopomorskie;3204;goleniowski;3204073;gm.m-w. Stepnica;Szczeciński;4857;2144;2000;44,1425;41,1777
14;mazowieckie;1423;przysuski;1423082;gm.w Wieniawa;Radomski;5256;2300;2164;43,7595;41,172
20;podlaskie;2013;wysokomazowiecki;2013033;gm.m-w. Czyżew;Łomżyński;6318;2792;2601;44,1912;41,1681
2;dolnośląskie;213;milicki;213012;gm.w Cieszków;Wrocławski;4657;2072;1917;44,4922;41,1638
4;kujawsko-pomorskie;416;tucholski;416022;gm.w Gostycyn;Bydgoski;5199;2237;2140;43,0275;41,1618
10;łódzkie;1004;łęczycki;1004052;gm.w Łęczyca;Płocki;8535;3801;3513;44,5343;41,1599
18;podkarpackie;1804;jarosławski;1804011;Jarosław;;37073;16108;15257;43,4494;41,1539
2;dolnośląskie;215;oławski;215042;gm.w Oława;Wrocławski;15218;6598;6262;43,3566;41,1486
30;wielkopolskie;3027;turecki;3027092;gm.w Władysławów;Koniński;8088;3601;3327;44,5227;41,135
24;śląskie;2417;żywiecki;2417102;gm.w Radziechowy-Wieprz;Bielski;13068;5730;5375;43,8476;41,131
14;mazowieckie;1416;ostrowski;1416011;Ostrów Mazowiecka;Ostrołęcki;22216;9921;9137;44,657;41,128
16;opolskie;1609;opolski;1609103;gm.m-w. Prószków;Opolski;9079;3896;3733;42,9122;41,1169
12;małopolskie;1207;limanowski;1207011;Limanowa;Nowosądecki;15067;6536;6194;43,3796;41,1097
22;pomorskie;2202;chojnicki;2202052;gm.w Konarzyny;Słupski;2285;998;939;43,6761;41,0941
10;łódzkie;1005;łowicki;1005052;gm.w Kiernozia;Płocki;3339;1459;1372;43,6957;41,0901
12;małopolskie;1207;limanowski;1207021;Mszana Dolna;Nowosądecki;7899;3402;3244;43,0687;41,0685
32;zachodniopomorskie;3206;gryfiński;3206092;gm.w Widuchowa;Szczeciński;5391;2347;2214;43,5355;41,0684
24;śląskie;2410;pszczyński;2410042;gm.w Pawłowice;Katowicki;18156;7775;7455;42,8233;41,0608
26;świętokrzyskie;2604;kielecki;2604102;gm.w Miedziana Góra;Kielecki;11722;5127;4813;43,7383;41,0595
28;warmińsko-mazurskie;2801;bartoszycki;2801052;gm.w Górowo Iławeckie;Olsztyński;6783;3031;2785;44,6852;41,0585
22;pomorskie;2214;tczewski;2214023;gm.m-w. Gniew;Gdański;15286;6673;6276;43,6543;41,0572
6;lubelskie;609;lubelski;609013;gm.m-w. Bełżyce;Lubelski;13167;5693;5406;43,2369;41,0572
4;kujawsko-pomorskie;412;rypiński;412052;gm.w Skrwilno;Włocławski;5851;2628;2402;44,9154;41,0528
10;łódzkie;1021;brzeziński;1021042;gm.w Jeżów;Skierniewicki;3328;1469;1366;44,1406;41,0457
2;dolnośląskie;205;jaworski;205032;gm.w Męcinka;Legnicki;5007;2185;2055;43,6389;41,0425
14;mazowieckie;1411;makowski;1411073;gm.m-w. Różan;Ostrołęcki;4400;1968;1805;44,7273;41,0227
14;mazowieckie;1406;grójecki;1406022;gm.w Błędów;Radomski;7357;3224;3018;43,8222;41,0222
18;podkarpackie;1814;przeworski;1814011;Przeworsk;Przemyski;15105;6527;6194;43,2109;41,0063
30;wielkopolskie;3003;gnieźnieński;3003082;gm.w Niechanowo;Poznański;6036;2665;2475;44,1518;41,004
4;kujawsko-pomorskie;408;lipnowski;408022;gm.w Bobrowniki;Włocławski;3093;1334;1268;43,1296;40,9958
26;świętokrzyskie;2607;ostrowiecki;2607053;gm.m-w. Kunów;Kielecki;9731;4202;3989;43,1816;40,9927
10;łódzkie;1016;tomaszowski;1016072;gm.w Rokiciny;Piotrkowski;6153;2676;2522;43,491;40,9881
22;pomorskie;2201;bytowski;2201092;gm.w Trzebielino;Słupski;3706;1583;1519;42,7145;40,9876
24;śląskie;2404;częstochowski;2404082;gm.w Kruszyna;Częstochowski;4802;2063;1968;42,9613;40,9829
4;kujawsko-pomorskie;413;sępoleński;413032;gm.w Sośno;Bydgoski;4922;2149;2017;43,6611;40,9793
30;wielkopolskie;3017;ostrowski;3017042;gm.w Ostrów Wielkopolski;Kaliski;19162;8358;7850;43,6176;40,9665
24;śląskie;2404;częstochowski;2404022;gm.w Dąbrowa Zielona;Częstochowski;3848;1708;1576;44,3867;40,9563
22;pomorskie;2202;chojnicki;2202043;gm.m-w. Czersk;Bydgoski;21604;9402;8846;43,5197;40,9461
4;kujawsko-pomorskie;414;świecki;414022;gm.w Dragacz;Bydgoski;7190;3148;2944;43,783;40,9458
14;mazowieckie;1402;ciechanowski;1402033;gm.m-w. Glinojeck;Ciechanowski;7764;3343;3178;43,0577;40,9325
6;lubelskie;603;chełmski;603011;Rejowiec Fabryczny;Chełmski;4328;1872;1771;43,2532;40,9196
12;małopolskie;1211;nowotarski;1211062;gm.w Krościenko nad Dunajcem;Nowosądecki;6749;2917;2761;43,2212;40,9098
28;warmińsko-mazurskie;2810;mrągowski;2810023;gm.m-w. Mikołajki;Suwalski;8079;3538;3305;43,7925;40,9085
30;wielkopolskie;3018;ostrzeszowski;3018073;gm.m-w. Ostrzeszów;Kaliski;23845;10557;9754;44,2734;40,9059
14;mazowieckie;1412;miński;1412132;gm.w Siennica;Siedlecki;7520;3267;3076;43,4441;40,9043
2;dolnośląskie;209;legnicki;209032;gm.w Krotoszyce;Legnicki;3301;1471;1350;44,5623;40,8967
26;świętokrzyskie;2601;buski;2601072;gm.w Tuczępy;Kielecki;3690;1670;1509;45,2575;40,8943
20;podlaskie;2002;białostocki;2002013;gm.m-w. Choroszcz;Białostocki;15781;6791;6453;43,0328;40,8909
20;podlaskie;2011;sokólski;2011043;gm.m-w. Krynki;Białostocki;2958;1262;1209;42,664;40,8722
22;pomorskie;2206;kościerski;2206032;gm.w Karsin;Gdański;6260;2770;2558;44,2492;40,8626
16;opolskie;1606;namysłowski;1606012;gm.w Domaszowice;Opolski;3573;1534;1460;42,9331;40,862
26;świętokrzyskie;2605;konecki;2605052;gm.w Ruda Maleniecka;Kielecki;3052;1392;1247;45,6094;40,8585
14;mazowieckie;1464;Siedlce;1464011;Siedlce;;77813;33417;31785;42,9453;40,8479
8;lubuskie;807;sulęciński;807012;gm.w Krzeszyce;Gorzowski;4711;2011;1924;42,6873;40,8406
6;lubelskie;609;lubelski;609092;gm.w Krzczonów;Lubelski;4293;1869;1753;43,536;40,8339
22;pomorskie;2206;kościerski;2206022;gm.w Dziemiany;Gdański;4425;1933;1806;43,6836;40,8136
2;dolnośląskie;203;głogowski;203042;gm.w Kotla;Legnicki;4456;1921;1818;43,1104;40,7989
22;pomorskie;2203;człuchowski;2203043;gm.m-w. Debrzno;Słupski;8959;3864;3655;43,1298;40,797
14;mazowieckie;1423;przysuski;1423012;gm.w Borkowice;Radomski;4234;1833;1727;43,2924;40,7889
32;zachodniopomorskie;3218;łobeski;3218032;gm.w Radowo Małe;Szczeciński;3577;1543;1459;43,1367;40,7884
32;zachodniopomorskie;3212;pyrzycki;3212033;gm.m-w. Lipiany;Szczeciński;5794;2490;2363;42,9755;40,7836
14;mazowieckie;1428;sochaczewski;1428072;gm.w Sochaczew;Skierniewicki;11148;4826;4545;43,2903;40,7696
12;małopolskie;1211;nowotarski;1211023;gm.m-w. Szczawnica;Nowosądecki;7145;3114;2912;43,5829;40,7558
6;lubelskie;604;hrubieszowski;604032;gm.w Horodło;Zamojski;5045;2222;2056;44,0436;40,7532
26;świętokrzyskie;2613;włoszczowski;2613022;gm.w Krasocin;Kielecki;10610;4566;4322;43,0349;40,7352
30;wielkopolskie;3010;koniński;3010052;gm.w Kramsk;Koniński;11337;5075;4618;44,7649;40,7339
30;wielkopolskie;3013;leszczyński;3013012;gm.w Krzemieniewo;Leszczyński;8272;3564;3367;43,0851;40,7036
14;mazowieckie;1409;lipski;1409033;gm.m-w. Lipsko;Radomski;10881;4664;4428;42,8637;40,6948
22;pomorskie;2215;wejherowski;2215042;gm.w Choczewo;Gdański;5446;2376;2216;43,6284;40,6904
2;dolnośląskie;208;kłodzki;208072;gm.w Kłodzko;Wałbrzyski;16986;7288;6911;42,9059;40,6864
14;mazowieckie;1426;siedlecki;1426022;gm.w Korczew;Siedlecki;2554;1079;1039;42,2475;40,6813
32;zachodniopomorskie;3215;szczecinecki;3215062;gm.w Szczecinek;Koszaliński;9221;3964;3751;42,9888;40,6789
6;lubelskie;614;puławski;614043;gm.m-w. Kazimierz Dolny;Lubelski;6630;2904;2697;43,8009;40,6787
22;pomorskie;2212;słupski;2212032;gm.w Dębnica Kaszubska;Słupski;9495;4124;3862;43,4334;40,674
16;opolskie;1606;namysłowski;1606052;gm.w Wilków;Opolski;4357;1832;1772;42,0473;40,6702
14;mazowieckie;1424;pułtuski;1424052;gm.w Świercze;Ciechanowski;4643;2120;1888;45,6601;40,6634
12;małopolskie;1218;wadowicki;1218062;gm.w Spytkowice;Bielski;10312;4474;4193;43,3863;40,6614
8;lubuskie;808;świebodziński;808042;gm.w Szczaniec;Zielonogórski;3845;1658;1563;43,1209;40,6502
30;wielkopolskie;3008;kępiński;3008062;gm.w Rychtal;Kaliski;3791;1627;1541;42,9174;40,6489
6;lubelskie;612;opolski;612063;gm.m-w. Poniatowa;Lubelski;14008;5975;5694;42,6542;40,6482
18;podkarpackie;1814;przeworski;1814042;gm.w Jawornik Polski;Przemyski;4406;1865;1790;42,3286;40,6264
10;łódzkie;1017;wieluński;1017082;gm.w Skomlin;Sieradzki;3267;1377;1327;42,1488;40,6183
6;lubelskie;601;bialski;601062;gm.w Kodeń;Bialskopodlaski;3432;1473;1394;42,9196;40,6177
22;pomorskie;2206;kościerski;2206052;gm.w Liniewo;Gdański;4609;1983;1871;43,0245;40,5945
26;świętokrzyskie;2606;opatowski;2606053;gm.m-w. Ożarów;Tarnobrzeski;10559;4586;4286;43,4321;40,591
24;śląskie;2417;żywiecki;2417052;gm.w Koszarawa;Bielski;2346;1024;952;43,6488;40,5797
6;lubelskie;616;rycki;616062;gm.w Ułęż;Lubelski;3145;1363;1276;43,3386;40,5723
28;warmińsko-mazurskie;2804;elbląski;2804082;gm.w Rychliki;Elbląski;3727;1741;1512;46,7132;40,5688
20;podlaskie;2011;sokólski;2011052;gm.w Kuźnica;Białostocki;3890;1643;1578;42,2365;40,5656
14;mazowieckie;1412;miński;1412093;gm.m-w. Kałuszyn;Siedlecki;5749;2552;2332;44,3903;40,5636
28;warmińsko-mazurskie;2818;gołdapski;2818033;gm.m-w. Gołdap;Suwalski;20018;8558;8120;42,7515;40,5635
10;łódzkie;1012;radomszczański;1012032;gm.w Gidle;Częstochowski;5964;2581;2419;43,2763;40,56
14;mazowieckie;1407;kozienicki;1407072;gm.w Sieciechów;Radomski;3859;1699;1565;44,0269;40,5545
30;wielkopolskie;3019;pilski;3019043;gm.m-w. Łobżenica;Pilski;9468;4043;3839;42,7017;40,5471
22;pomorskie;2209;malborski;2209073;gm.m-w. Nowy Staw;Elbląski;7580;3247;3073;42,8364;40,5409
28;warmińsko-mazurskie;2817;szczycieński;2817072;gm.w Świętajno;Olsztyński;5723;2475;2320;43,2465;40,5382
30;wielkopolskie;3004;gostyński;3004013;gm.m-w. Borek Wielkopolski;Leszczyński;7441;3144;3015;42,2524;40,5187
6;lubelskie;614;puławski;614102;gm.w Wąwolnica;Lubelski;4569;1945;1851;42,5695;40,5121
2;dolnośląskie;205;jaworski;205023;gm.m-w. Bolków;Jeleniogórski;10311;4384;4176;42,5177;40,5004
14;mazowieckie;1429;sokołowski;1429022;gm.w Bielany;Siedlecki;3558;1518;1441;42,6644;40,5003
14;mazowieckie;1403;garwoliński;1403082;gm.w Miastków Kościelny;Siedlecki;4835;2148;1958;44,4261;40,4964
28;warmińsko-mazurskie;2804;elbląski;2804032;gm.w Gronowo Elbląskie;Elbląski;5115;2143;2071;41,8964;40,4888
8;lubuskie;811;żarski;811032;gm.w Brody;Zielonogórski;3364;1434;1362;42,6278;40,4875
4;kujawsko-pomorskie;414;świecki;414063;gm.m-w. Nowe;Bydgoski;10103;4316;4090;42,72;40,483
16;opolskie;1607;nyski;1607092;gm.w Skoroszyce;Opolski;6164;2611;2495;42,3589;40,477
4;kujawsko-pomorskie;418;włocławski;418063;gm.m-w. Chodecz;Włocławski;5972;2532;2417;42,3979;40,4722
4;kujawsko-pomorskie;404;chełmiński;404052;gm.w Papowo Biskupie;Toruński;4300;1831;1740;42,5814;40,4651
10;łódzkie;1014;sieradzki;1014023;gm.m-w. Błaszki;Sieradzki;14373;6301;5815;43,8391;40,4578
14;mazowieckie;1424;pułtuski;1424062;gm.w Winnica;Ciechanowski;4101;1795;1659;43,7698;40,4535
30;wielkopolskie;3004;gostyński;3004052;gm.w Piaski;Leszczyński;8613;3655;3483;42,4359;40,4389
24;śląskie;2410;pszczyński;2410032;gm.w Miedźna;Katowicki;16660;7142;6736;42,8691;40,4322
14;mazowieckie;1403;garwoliński;1403032;gm.w Borowie;Siedlecki;5231;2306;2115;44,0833;40,432
14;mazowieckie;1406;grójecki;1406073;gm.m-w. Mogielnica;Radomski;8579;3666;3468;42,7323;40,4243
6;lubelskie;609;lubelski;609132;gm.w Wojciechów;Lubelski;5957;2532;2408;42,5046;40,423
32;zachodniopomorskie;3205;gryficki;3205043;gm.m-w. Płoty;Szczeciński;8721;3806;3525;43,6418;40,4197
10;łódzkie;1015;skierniewicki;1015062;gm.w Maków;Skierniewicki;6005;2560;2427;42,6311;40,4163
10;łódzkie;1009;pajęczański;1009022;gm.w Kiełczygłów;Sieradzki;3950;1694;1596;42,8861;40,4051
14;mazowieckie;1429;sokołowski;1429032;gm.w Ceranów;Siedlecki;2126;894;859;42,0508;40,4045
14;mazowieckie;1427;sierpecki;1427062;gm.w Szczutowo;Płocki;4245;1878;1715;44,2403;40,4005
6;lubelskie;606;krasnostawski;606092;gm.w Rudnik;Zamojski;2973;1243;1201;41,8096;40,3969
18;podkarpackie;1811;mielecki;1811011;Mielec;;60075;25685;24261;42,7549;40,3845
32;zachodniopomorskie;3217;wałecki;3217043;gm.m-w. Tuczno;Pilski;4871;2113;1967;43,3792;40,3819
30;wielkopolskie;3020;pleszewski;3020013;gm.m-w. Chocz;Kaliski;4741;2055;1914;43,3453;40,3712
6;lubelskie;612;opolski;612072;gm.w Wilków;Lubelski;4367;1880;1763;43,0501;40,371
26;świętokrzyskie;2607;ostrowiecki;2607022;gm.w Bałtów;Kielecki;3349;1433;1352;42,7889;40,3703
6;lubelskie;611;łukowski;611011;Łuków;Siedlecki;29441;12527;11883;42,5495;40,3621
14;mazowieckie;1416;ostrowski;1416032;gm.w Boguty-Pianki;Łomżyński;2558;1101;1032;43,0414;40,344
14;mazowieckie;1435;wyszkowski;1435062;gm.w Zabrodzie;Ostrołęcki;6011;2599;2425;43,2374;40,3427
10;łódzkie;1014;sieradzki;1014052;gm.w Burzenin;Sieradzki;5498;2352;2218;42,7792;40,3419
28;warmińsko-mazurskie;2803;działdowski;2803022;gm.w Działdowo;Ciechanowski;9831;4202;3966;42,7423;40,3418
30;wielkopolskie;3010;koniński;3010132;gm.w Wierzbinek;Koniński;7216;3115;2911;43,168;40,3409
10;łódzkie;1018;wieruszowski;1018032;gm.w Galewice;Kaliski;6096;2566;2459;42,0932;40,3379
10;łódzkie;1004;łęczycki;1004032;gm.w Góra Świętej Małgorzaty;Płocki;4336;1880;1749;43,3579;40,3367
24;śląskie;2407;lubliniecki;2407083;gm.m-w. Woźniki;Częstochowski;9568;4063;3859;42,4645;40,3324
8;lubuskie;802;krośnieński;802072;gm.w Maszewo;Zielonogórski;2787;1208;1124;43,3441;40,3301
22;pomorskie;2203;człuchowski;2203072;gm.w Rzeczenica;Słupski;3633;1539;1465;42,3617;40,3248
28;warmińsko-mazurskie;2817;szczycieński;2817032;gm.w Jedwabno;Olsztyński;3611;1571;1456;43,506;40,3212
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002032;gm.w Drawsko;Pilski;5765;2538;2324;44,0243;40,3122
12;małopolskie;1209;myślenicki;1209013;gm.m-w. Dobczyce;Krakowski;15346;6526;6186;42,5257;40,3102
10;łódzkie;1017;wieluński;1017012;gm.w Biała;Sieradzki;5396;2275;2175;42,1609;40,3076
30;wielkopolskie;3031;złotowski;3031033;gm.m-w. Krajenka;Pilski;7524;3278;3032;43,5673;40,2977
14;mazowieckie;1411;makowski;1411032;gm.w Karniewo;Ciechanowski;5117;2271;2062;44,3815;40,297
8;lubuskie;812;wschowski;812033;gm.m-w. Wschowa;Leszczyński;20955;9005;8443;42,973;40,2911
