wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_ zaszczepionych;%_zaszczepionych_pe�n�_dawk�
6;lubelskie;609;lubelski;609052;gm.w Głusk;Lubelski;11981;5058;4827;42,2168;40,2888
10;łódzkie;1016;tomaszowski;1016092;gm.w Tomaszów Mazowiecki;Piotrkowski;11251;4842;4532;43,0362;40,2809
10;łódzkie;1014;sieradzki;1014102;gm.w Wróblew;Sieradzki;6063;2627;2442;43,3284;40,2771
16;opolskie;1602;głubczycki;1602033;gm.m-w. Głubczyce;Opolski;22029;9310;8872;42,2625;40,2742
6;lubelskie;606;krasnostawski;606072;gm.w Łopiennik Górny;Chełmski;3837;1616;1545;42,1162;40,2658
2;dolnośląskie;210;lubański;210053;gm.m-w. Olszyna;Jeleniogórski;6472;2728;2606;42,1508;40,2658
28;warmińsko-mazurskie;2806;giżycki;2806062;gm.w Miłki;Suwalski;3703;1537;1491;41,5069;40,2647
28;warmińsko-mazurskie;2814;olsztyński;2814102;gm.w Purda;Olsztyński;8743;3696;3520;42,2738;40,2608
18;podkarpackie;1861;Krosno;1861011;Krosno;;45944;19394;18496;42,2123;40,2577
16;opolskie;1607;nyski;1607042;gm.w Łambinowice;Opolski;7388;3136;2973;42,4472;40,2409
4;kujawsko-pomorskie;405;golubsko-dobrzyński;405062;gm.w Zbójno;Włocławski;4382;1952;1763;44,5459;40,2328
8;lubuskie;812;wschowski;812013;gm.m-w. Sława;Zielonogórski;12639;5494;5085;43,4686;40,2326
16;opolskie;1606;namysłowski;1606042;gm.w Świerczów;Opolski;3259;1370;1311;42,0374;40,2271
10;łódzkie;1015;skierniewicki;1015082;gm.w Skierniewice;Skierniewicki;7635;3249;3071;42,554;40,2227
14;mazowieckie;1438;żyrardowski;1438053;gm.m-w. Wiskitki;Skierniewicki;9853;4288;3963;43,5197;40,2213
20;podlaskie;2011;sokólski;2011083;gm.m-w. Sokółka;Białostocki;25184;10665;10127;42,3483;40,212
6;lubelskie;609;lubelski;609112;gm.w Niemce;Lubelski;20042;8495;8054;42,386;40,1856
28;warmińsko-mazurskie;2801;bartoszycki;2801063;gm.m-w. Sępopol;Olsztyński;6080;2651;2443;43,602;40,1809
28;warmińsko-mazurskie;2818;gołdapski;2818012;gm.w Banie Mazurskie;Suwalski;3614;1533;1452;42,4184;40,1771
20;podlaskie;2011;sokólski;2011072;gm.w Sidra;Białostocki;3358;1426;1349;42,4658;40,1727
2;dolnośląskie;216;polkowicki;216032;gm.w Grębocice;Legnicki;5427;2319;2180;42,7308;40,1695
8;lubuskie;807;sulęciński;807053;gm.m-w. Torzym;Zielonogórski;6734;2926;2705;43,4511;40,1693
24;śląskie;2404;częstochowski;2404032;gm.w Janów;Częstochowski;5958;2533;2393;42,5143;40,1645
28;warmińsko-mazurskie;2814;olsztyński;2814082;gm.w Kolno;Olsztyński;3085;1353;1239;43,8574;40,1621
2;dolnośląskie;206;karkonoski;206052;gm.w Janowice Wielkie;Jeleniogórski;4274;1804;1716;42,2087;40,1497
14;mazowieckie;1420;płoński;1420122;gm.w Załuski;Ciechanowski;5652;2446;2269;43,2767;40,1451
22;pomorskie;2215;wejherowski;2215102;gm.w Wejherowo;Gdański;27177;11571;10910;42,5764;40,1442
8;lubuskie;810;żagański;810073;gm.m-w. Szprotawa;Zielonogórski;20367;8718;8176;42,8045;40,1434
20;podlaskie;2002;białostocki;2002073;gm.m-w. Michałowo;Białostocki;6446;2726;2586;42,2898;40,1179
12;małopolskie;1202;brzeski;1202023;gm.m-w. Brzesko;;36264;15306;14544;42,2071;40,1059
2;dolnośląskie;205;jaworski;205052;gm.w Paszowice;Legnicki;4037;1722;1619;42,6554;40,104
28;warmińsko-mazurskie;2816;piski;2816023;gm.m-w. Orzysz;Suwalski;8830;3756;3541;42,5368;40,1019
30;wielkopolskie;3019;pilski;3019093;gm.m-w. Wysoka;Pilski;6521;2752;2615;42,2021;40,1012
10;łódzkie;1017;wieluński;1017042;gm.w Mokrsko;Sieradzki;5359;2276;2149;42,4706;40,1008
32;zachodniopomorskie;3213;sławieński;3213042;gm.w Malechowo;Koszaliński;6201;2632;2486;42,4448;40,0903
6;lubelskie;618;tomaszowski;618123;gm.m-w. Tyszowce;Zamojski;5437;2285;2179;42,0269;40,0772
14;mazowieckie;1409;lipski;1409042;gm.w Rzeczniów;Radomski;4332;1796;1735;41,4589;40,0508
14;mazowieckie;1402;ciechanowski;1402022;gm.w Ciechanów;Ciechanowski;7159;3130;2867;43,7212;40,0475
30;wielkopolskie;3007;kaliski;3007072;gm.w Mycielin;Kaliski;4862;2042;1946;41,9992;40,0247
30;wielkopolskie;3020;pleszewski;3020022;gm.w Czermin;Kaliski;4935;2072;1975;41,9858;40,0203
4;kujawsko-pomorskie;406;grudziądzki;406043;gm.m-w. Radzyń Chełmiński;Toruński;4608;1991;1844;43,2075;40,0174
26;świętokrzyskie;2610;skarżyski;2610032;gm.w Łączna;Kielecki;4921;2085;1969;42,3694;40,0122
24;śląskie;2404;częstochowski;2404092;gm.w Lelów;Częstochowski;4794;2060;1918;42,9704;40,0083
26;świętokrzyskie;2609;sandomierski;2609043;gm.m-w. Koprzywnica;Tarnobrzeski;6537;2824;2615;43,2002;40,0031
12;małopolskie;1201;bocheński;1201052;gm.w Łapanów;Tarnowski;8197;3480;3279;42,4546;40,0024
2;dolnośląskie;219;świdnicki;219032;gm.w Dobromierz;Wałbrzyski;5173;2163;2069;41,8133;39,9961
32;zachodniopomorskie;3207;kamieński;3207052;gm.w Świerzno;Szczeciński;4213;1849;1685;43,888;39,9953
6;lubelskie;614;puławski;614062;gm.w Kurów;Lubelski;7608;3219;3042;42,3107;39,9842
10;łódzkie;1009;pajęczański;1009032;gm.w Nowa Brzeźnica;Częstochowski;4535;1891;1813;41,6979;39,9779
30;wielkopolskie;3011;kościański;3011043;gm.m-w. Krzywiń;Leszczyński;9926;4171;3968;42,021;39,9758
30;wielkopolskie;3029;wolsztyński;3029022;gm.w Siedlec;Zielonogórski;12767;5528;5103;43,2991;39,9702
30;wielkopolskie;3015;nowotomyski;3015063;gm.m-w. Zbąszyń;Zielonogórski;13804;5941;5517;43,0382;39,9667
10;łódzkie;1020;zgierski;1020062;gm.w Ozorków;Łódzki;7051;3020;2818;42,8308;39,966
14;mazowieckie;1401;białobrzeski;1401022;gm.w Promna;Radomski;5540;2370;2214;42,7798;39,9639
4;kujawsko-pomorskie;402;brodnicki;402022;gm.w Bobrowo;Toruński;6337;2681;2532;42,3071;39,9558
12;małopolskie;1215;suski;1215032;gm.w Budzów;Bielski;8902;3776;3556;42,4174;39,9461
8;lubuskie;811;żarski;811052;gm.w Lipinki Łużyckie;Zielonogórski;3345;1399;1336;41,8236;39,9402
28;warmińsko-mazurskie;2801;bartoszycki;2801043;gm.m-w. Bisztynek;Olsztyński;6198;2652;2475;42,788;39,9322
14;mazowieckie;1403;garwoliński;1403062;gm.w Łaskarzew;Siedlecki;5447;2340;2175;42,9594;39,9302
30;wielkopolskie;3027;turecki;3027073;gm.m-w. Tuliszków;Koniński;10526;4484;4203;42,5993;39,9297
32;zachodniopomorskie;3216;świdwiński;3216052;gm.w Sławoborze;Koszaliński;3977;1682;1588;42,2932;39,9296
6;lubelskie;619;włodawski;619032;gm.w Hańsk;Chełmski;3680;1559;1469;42,3641;39,9185
24;śląskie;2415;wodzisławski;2415062;gm.w Gorzyce;Katowicki;21370;8954;8529;41,8999;39,9111
22;pomorskie;2208;lęborski;2208042;gm.w Nowa Wieś Lęborska;Słupski;13786;5781;5502;41,9338;39,9101
2;dolnośląskie;216;polkowicki;216053;gm.m-w. Przemków;Legnicki;8282;3502;3305;42,2845;39,9058
6;lubelskie;619;włodawski;619082;gm.w Wyryki;Chełmski;2529;1043;1009;41,2416;39,8972
4;kujawsko-pomorskie;416;tucholski;416042;gm.w Lubiewo;Bydgoski;6008;2610;2397;43,4421;39,8968
6;lubelskie;604;hrubieszowski;604022;gm.w Dołhobyczów;Zamojski;5265;2210;2100;41,9753;39,886
22;pomorskie;2209;malborski;2209042;gm.w Malbork;Elbląski;4858;2047;1937;42,1367;39,8724
2;dolnośląskie;203;głogowski;203022;gm.w Głogów;Legnicki;6845;2916;2729;42,6004;39,8685
16;opolskie;1601;brzeski;1601062;gm.w Olszanka;Opolski;4874;2062;1942;42,3061;39,8441
26;świętokrzyskie;2601;buski;2601052;gm.w Solec-Zdrój;Kielecki;5033;2243;2005;44,5659;39,8371
32;zachodniopomorskie;3202;choszczeński;3202053;gm.m-w. Pełczyce;Gorzowski;7710;3286;3071;42,62;39,8314
22;pomorskie;2201;bytowski;2201072;gm.w Parchowo;Słupski;3842;1602;1530;41,697;39,823
22;pomorskie;2206;kościerski;2206042;gm.w Kościerzyna;Gdański;16196;6787;6444;41,9054;39,7876
2;dolnośląskie;210;lubański;210033;gm.m-w. Leśna;Jeleniogórski;9948;4129;3958;41,5058;39,7869
18;podkarpackie;1805;jasielski;1805011;Jasło;;34542;14325;13738;41,4713;39,7719
24;śląskie;2415;wodzisławski;2415082;gm.w Marklowice;Katowicki;5417;2228;2154;41,1298;39,7637
10;łódzkie;1012;radomszczański;1012022;gm.w Dobryszyce;Piotrkowski;4463;1895;1774;42,4602;39,749
32;zachodniopomorskie;3212;pyrzycki;3212022;gm.w Kozielice;Szczeciński;2481;1050;986;42,3216;39,742
28;warmińsko-mazurskie;2804;elbląski;2804042;gm.w Markusy;Elbląski;4021;1738;1598;43,2231;39,7414
26;świętokrzyskie;2601;buski;2601022;gm.w Gnojno;Kielecki;4344;1892;1726;43,5543;39,733
30;wielkopolskie;3019;pilski;3019052;gm.w Miasteczko Krajeńskie;Pilski;3147;1333;1250;42,3578;39,7204
32;zachodniopomorskie;3209;koszaliński;3209073;gm.m-w. Sianów;Koszaliński;13852;5814;5502;41,9723;39,7199
4;kujawsko-pomorskie;402;brodnicki;402082;gm.w Osiek;Toruński;4022;1688;1597;41,9692;39,7066
2;dolnośląskie;214;oleśnicki;214053;gm.m-w. Międzybórz;Kaliski;5100;2139;2025;41,9412;39,7059
32;zachodniopomorskie;3214;stargardzki;3214042;gm.w Dolice;Szczeciński;7700;3274;3057;42,5195;39,7013
6;lubelskie;607;kraśnicki;607011;Kraśnik;;33917;14192;13465;41,8433;39,6999
4;kujawsko-pomorskie;402;brodnicki;402092;gm.w Świedziebnia;Toruński;5116;2214;2031;43,276;39,699
24;śląskie;2405;gliwicki;2405073;gm.m-w. Toszek;Katowicki;9361;3874;3716;41,3845;39,6966
30;wielkopolskie;3027;turecki;3027033;gm.m-w. Dobra;Koniński;6067;2590;2408;42,69;39,6901
16;opolskie;1605;krapkowicki;1605013;gm.m-w. Gogolin;Opolski;12628;5194;5011;41,1308;39,6817
18;podkarpackie;1817;sanocki;1817011;Sanok;;36999;15384;14680;41,5795;39,6767
20;podlaskie;2013;wysokomazowiecki;2013093;gm.m-w. Szepietowo;Łomżyński;6840;2835;2713;41,4474;39,6637
10;łódzkie;1001;bełchatowski;1001062;gm.w Rusiec;Sieradzki;5045;2107;2001;41,7641;39,663
10;łódzkie;1012;radomszczański;1012113;gm.m-w. Przedbórz;Piotrkowski;7052;2953;2797;41,8746;39,6625
14;mazowieckie;1402;ciechanowski;1402042;gm.w Gołymin-Ośrodek;Ciechanowski;3709;1562;1471;42,1138;39,6603
28;warmińsko-mazurskie;2804;elbląski;2804012;gm.w Elbląg;Elbląski;7593;3222;3011;42,4338;39,6549
6;lubelskie;603;chełmski;603052;gm.w Dubienka;Chełmski;2310;959;916;41,5152;39,6537
2;dolnośląskie;211;lubiński;211032;gm.w Rudna;Legnicki;7793;3290;3089;42,2174;39,6381
6;lubelskie;619;włodawski;619072;gm.w Wola Uhruska;Chełmski;3817;1586;1512;41,551;39,6123
2;dolnośląskie;203;głogowski;203052;gm.w Pęcław;Legnicki;2210;932;875;42,1719;39,5928
14;mazowieckie;1422;przasnyski;1422072;gm.w Przasnysz;Ostrołęcki;7204;3030;2852;42,06;39,5891
30;wielkopolskie;3012;krotoszyński;3012023;gm.m-w. Kobylin;Leszczyński;8049;3438;3186;42,7134;39,5826
6;lubelskie;612;opolski;612053;gm.m-w. Opole Lubelskie;Lubelski;16980;6978;6720;41,0954;39,576
6;lubelskie;609;lubelski;609033;gm.m-w. Bychawa;Lubelski;11532;4831;4561;41,8921;39,5508
14;mazowieckie;1429;sokołowski;1429062;gm.w Repki;Siedlecki;5091;2110;2013;41,4457;39,5404
2;dolnośląskie;211;lubiński;211043;gm.m-w. Ścinawa;Legnicki;9872;4101;3901;41,5417;39,5158
26;świętokrzyskie;2601;buski;2601083;gm.m-w. Wiślica;Kielecki;5420;2430;2141;44,8339;39,5018
6;lubelskie;617;świdnicki;617033;gm.m-w. Piaski;Lubelski;10467;4484;4134;42,8394;39,4956
20;podlaskie;2062;Łomża;2062011;Łomża;;62573;25852;24710;41,3149;39,4899
30;wielkopolskie;3022;rawicki;3022023;gm.m-w. Jutrosin;Leszczyński;7044;2942;2781;41,766;39,4804
4;kujawsko-pomorskie;417;wąbrzeski;417042;gm.w Płużnica;Toruński;4771;1996;1883;41,8361;39,4676
24;śląskie;2417;żywiecki;2417092;gm.w Milówka;Bielski;10040;4249;3961;42,3207;39,4522
10;łódzkie;1010;piotrkowski;1010032;gm.w Gorzkowice;Piotrkowski;8462;3546;3338;41,905;39,4469
2;dolnośląskie;208;kłodzki;208143;gm.m-w. Szczytna;Wałbrzyski;7185;3043;2834;42,3521;39,4433
18;podkarpackie;1803;dębicki;1803011;Dębica;;45189;18742;17823;41,4747;39,441
14;mazowieckie;1434;wołomiński;1434052;gm.w Dąbrówka;Ostrołęcki;8188;3497;3228;42,7088;39,4235
14;mazowieckie;1415;ostrołęcki;1415102;gm.w Rzekuń;Ostrołęcki;10963;4543;4321;41,4394;39,4144
6;lubelskie;609;lubelski;609102;gm.w Niedrzwica Duża;Lubelski;11893;4952;4687;41,6379;39,4097
4;kujawsko-pomorskie;408;lipnowski;408043;gm.m-w. Dobrzyń nad Wisłą;Włocławski;7505;3191;2957;42,5183;39,4004
8;lubuskie;804;nowosolski;804063;gm.m-w. Nowe Miasteczko;Zielonogórski;5333;2241;2101;42,0214;39,3962
32;zachodniopomorskie;3217;wałecki;3217052;gm.w Wałcz;Pilski;12664;5359;4989;42,3168;39,3951
14;mazowieckie;1427;sierpecki;1427042;gm.w Rościszewo;Płocki;4098;1718;1614;41,9229;39,3851
14;mazowieckie;1402;ciechanowski;1402082;gm.w Regimin;Ciechanowski;4954;2118;1951;42,7533;39,3823
26;świętokrzyskie;2612;staszowski;2612083;gm.m-w. Szydłów;Kielecki;4590;1973;1807;42,9847;39,3682
10;łódzkie;1012;radomszczański;1012092;gm.w Ładzice;Piotrkowski;4766;2000;1876;41,9639;39,3621
14;mazowieckie;1411;makowski;1411022;gm.w Czerwonka;Ostrołęcki;2632;1124;1036;42,7052;39,3617
30;wielkopolskie;3027;turecki;3027022;gm.w Brudzew;Koniński;5958;2512;2345;42,1618;39,3588
26;świętokrzyskie;2605;konecki;2605083;gm.m-w. Stąporków;Kielecki;16475;6899;6483;41,8756;39,3505
30;wielkopolskie;3017;ostrowski;3017033;gm.m-w. Odolanów;Kaliski;14674;6071;5774;41,3725;39,3485
26;świętokrzyskie;2604;kielecki;2604043;gm.m-w. Chmielnik;Kielecki;11170;4757;4395;42,5873;39,3465
28;warmińsko-mazurskie;2815;ostródzki;2815073;gm.m-w. Miłomłyn;Olsztyński;4886;2061;1922;42,1817;39,3369
6;lubelskie;601;bialski;601011;Międzyrzec Podlaski;Bialskopodlaski;16667;6886;6556;41,3152;39,3352
26;świętokrzyskie;2609;sandomierski;2609033;gm.m-w. Klimontów;Tarnobrzeski;7987;3409;3141;42,6819;39,3264
14;mazowieckie;1415;ostrołęcki;1415042;gm.w Goworowo;Ostrołęcki;8211;3450;3229;42,0168;39,3253
14;mazowieckie;1406;grójecki;1406062;gm.w Jasieniec;Radomski;5356;2237;2106;41,7662;39,3204
8;lubuskie;802;krośnieński;802052;gm.w Gubin;Zielonogórski;7116;2947;2798;41,4137;39,3198
26;świętokrzyskie;2604;kielecki;2604053;gm.m-w. Daleszyce;Kielecki;15828;6678;6223;42,1911;39,3164
10;łódzkie;1016;tomaszowski;1016082;gm.w Rzeczyca;Piotrkowski;4609;1933;1812;41,9397;39,3144
28;warmińsko-mazurskie;2802;braniewski;2802062;gm.w Płoskinia;Elbląski;2465;1045;969;42,3935;39,3103
26;świętokrzyskie;2604;kielecki;2604012;gm.w Bieliny;Kielecki;10260;4310;4031;42,0078;39,2885
10;łódzkie;1010;piotrkowski;1010102;gm.w Wola Krzysztoporska;Piotrkowski;11981;5121;4705;42,7427;39,2705
30;wielkopolskie;3029;wolsztyński;3029012;gm.w Przemęt;Leszczyński;14147;6032;5555;42,638;39,2663
20;podlaskie;2063;Suwałki;2063011;Suwałki;;69639;28770;27331;41,3131;39,2467
12;małopolskie;1211;nowotarski;1211011;Nowy Targ;;33257;13639;13050;41,0109;39,2399
10;łódzkie;1012;radomszczański;1012102;gm.w Masłowice;Piotrkowski;4139;1725;1624;41,6767;39,2365
14;mazowieckie;1429;sokołowski;1429042;gm.w Jabłonna Lacka;Siedlecki;4375;1821;1716;41,6229;39,2229
30;wielkopolskie;3026;śremski;3026033;gm.m-w. Książ Wielkopolski;Poznański;8471;3494;3320;41,2466;39,1925
18;podkarpackie;1816;rzeszowski;1816092;gm.w Krasne;Rzeszowski;11809;4894;4628;41,443;39,1904
22;pomorskie;2212;słupski;2212053;gm.m-w. Kępice;Słupski;8941;3710;3504;41,4942;39,1902
20;podlaskie;2001;augustowski;2001062;gm.w Płaska;Suwalski;2590;1057;1015;40,8108;39,1892
6;lubelskie;609;lubelski;609142;gm.w Wólka;Lubelski;12746;5216;4995;40,9226;39,1888
4;kujawsko-pomorskie;417;wąbrzeski;417052;gm.w Ryńsk;Toruński;8574;3611;3360;42,1157;39,1882
12;małopolskie;1201;bocheński;1201082;gm.w Trzciana;Tarnowski;5646;2381;2212;42,1714;39,1782
16;opolskie;1610;prudnicki;1610032;gm.w Lubrza;Opolski;4283;1743;1678;40,6958;39,1781
10;łódzkie;1003;łaski;1003032;gm.w Sędziejowice;Sieradzki;6343;2637;2485;41,5734;39,177
6;lubelskie;615;radzyński;615011;Radzyń Podlaski;Bialskopodlaski;15428;6304;6043;40,8608;39,169
2;dolnośląskie;201;bolesławiecki;201062;gm.w Warta Bolesławiecka;Legnicki;8579;3584;3360;41,7764;39,1654
4;kujawsko-pomorskie;401;aleksandrowski;401082;gm.w Waganiec;Włocławski;4564;1986;1787;43,5145;39,1543
24;śląskie;2407;lubliniecki;2407022;gm.w Boronów;Częstochowski;3449;1443;1350;41,8382;39,1418
24;śląskie;2411;raciborski;2411033;gm.m-w. Krzanowice;Katowicki;5676;2309;2221;40,6801;39,1297
16;opolskie;1601;brzeski;1601043;gm.m-w. Lewin Brzeski;Opolski;12844;5305;5024;41,3033;39,1155
14;mazowieckie;1416;ostrowski;1416052;gm.w Małkinia Górna;Ostrołęcki;11546;4845;4515;41,9626;39,1045
6;lubelskie;618;tomaszowski;618063;gm.m-w. Łaszczów;Zamojski;5915;2456;2313;41,5216;39,104
26;świętokrzyskie;2611;starachowicki;2611032;gm.w Mirzec;Kielecki;8225;3472;3216;42,2128;39,1003
24;śląskie;2413;tarnogórski;2413082;gm.w Tworóg;Katowicki;8282;3379;3238;40,7993;39,0968
16;opolskie;1609;opolski;1609032;gm.w Dobrzeń Wielki;Opolski;9523;3877;3722;40,712;39,0843
28;warmińsko-mazurskie;2814;olsztyński;2814063;gm.m-w. Jeziorany;Olsztyński;7601;3202;2970;42,126;39,0738
26;świętokrzyskie;2601;buski;2601063;gm.m-w. Stopnica;Kielecki;7576;3277;2959;43,255;39,0576
12;małopolskie;1216;tarnowski;1216092;gm.w Tarnów;Tarnowski;26224;10814;10242;41,237;39,0558
22;pomorskie;2201;bytowski;2201082;gm.w Studzienice;Słupski;3788;1529;1479;40,3643;39,0444
24;śląskie;2409;myszkowski;2409032;gm.w Niegowa;Częstochowski;5604;2323;2188;41,4525;39,0435
20;podlaskie;2002;białostocki;2002032;gm.w Dobrzyniewo Duże;Białostocki;9619;3938;3755;40,9398;39,0373
2;dolnośląskie;209;legnicki;209022;gm.w Chojnów;Legnicki;9517;3890;3714;40,8742;39,0249
22;pomorskie;2212;słupski;2212022;gm.w Damnica;Słupski;6080;2516;2372;41,3816;39,0132
2;dolnośląskie;202;dzierżoniowski;202073;gm.m-w. Niemcza;Wałbrzyski;5411;2228;2111;41,1754;39,0131
26;świętokrzyskie;2604;kielecki;2604133;gm.m-w. Nowa Słupia;Kielecki;9361;3953;3652;42,2284;39,0129
6;lubelskie;604;hrubieszowski;604082;gm.w Werbkowice;Zamojski;9121;3795;3558;41,6073;39,0089
32;zachodniopomorskie;3203;drawski;3203013;gm.m-w. Czaplinek;Koszaliński;11740;4790;4579;40,8007;39,0034
26;świętokrzyskie;2604;kielecki;2604142;gm.w Piekoszów;Kielecki;16433;6775;6409;41,228;39,0008
24;śląskie;2411;raciborski;2411042;gm.w Krzyżanowice;Katowicki;11185;4552;4361;40,6974;38,9897
26;świętokrzyskie;2610;skarżyski;2610042;gm.w Skarżysko Kościelne;Kielecki;5951;2446;2320;41,1023;38,985
4;kujawsko-pomorskie;408;lipnowski;408073;gm.m-w. Skępe;Włocławski;7470;3131;2912;41,9143;38,9826
10;łódzkie;1018;wieruszowski;1018052;gm.w Łubnice;Kaliski;4015;1635;1565;40,7223;38,9788
32;zachodniopomorskie;3208;kołobrzeski;3208052;gm.w Rymań;Koszaliński;3904;1623;1521;41,5727;38,96
30;wielkopolskie;3004;gostyński;3004073;gm.m-w. Poniec;Leszczyński;7715;3211;3005;41,6202;38,9501
10;łódzkie;1009;pajęczański;1009062;gm.w Siemkowice;Sieradzki;4745;1947;1848;41,0327;38,9463
4;kujawsko-pomorskie;412;rypiński;412042;gm.w Rypin;Włocławski;7533;3161;2933;41,962;38,9354
28;warmińsko-mazurskie;2812;nowomiejski;2812032;gm.w Grodziczno;Toruński;6247;2682;2431;42,9326;38,9147
14;mazowieckie;1420;płoński;1420032;gm.w Baboszewo;Ciechanowski;7913;3247;3079;41,0337;38,9107
10;łódzkie;1015;skierniewicki;1015032;gm.w Godzianów;Skierniewicki;2665;1115;1036;41,8386;38,8743
14;mazowieckie;1437;żuromiński;1437013;gm.m-w. Bieżuń;Ciechanowski;4903;2076;1906;42,3414;38,8742
8;lubuskie;801;gorzowski;801073;gm.m-w. Witnica;Gorzowski;12778;5223;4967;40,8749;38,8715
22;pomorskie;2206;kościerski;2206082;gm.w Stara Kiszewa;Gdański;6826;2803;2653;41,0636;38,8661
2;dolnośląskie;210;lubański;210062;gm.w Platerówka;Jeleniogórski;1629;675;633;41,4365;38,8582
16;opolskie;1603;kędzierzyńsko-kozielski;1603052;gm.w Polska Cerekiew;Opolski;3956;1605;1537;40,5713;38,8524
26;świętokrzyskie;2610;skarżyski;2610022;gm.w Bliżyn;Kielecki;7995;3269;3106;40,8881;38,8493
2;dolnośląskie;216;polkowicki;216013;gm.m-w. Chocianów;Legnicki;12721;5165;4942;40,6022;38,8491
14;mazowieckie;1407;kozienicki;1407042;gm.w Grabów nad Pilicą;Radomski;3919;1612;1522;41,1329;38,8364
10;łódzkie;1015;skierniewicki;1015092;gm.w Słupia;Skierniewicki;2609;1090;1013;41,7785;38,8271
16;opolskie;1609;opolski;1609092;gm.w Popielów;Opolski;7969;3273;3094;41,0717;38,8254
6;lubelskie;602;biłgorajski;602011;Biłgoraj;Zamojski;26114;10625;10136;40,687;38,8144
4;kujawsko-pomorskie;414;świecki;414042;gm.w Jeżewo;Bydgoski;8055;3352;3126;41,6139;38,8082
28;warmińsko-mazurskie;2809;lidzbarski;2809053;gm.m-w. Orneta;Elbląski;11816;4877;4584;41,2745;38,7949
28;warmińsko-mazurskie;2815;ostródzki;2815063;gm.m-w. Miłakowo;Olsztyński;5372;2239;2084;41,6791;38,7937
6;lubelskie;617;świdnicki;617022;gm.w Mełgiew;Lubelski;10022;4131;3885;41,2193;38,7647
10;łódzkie;1014;sieradzki;1014093;gm.m-w. Warta;Sieradzki;12510;5197;4849;41,5428;38,761
28;warmińsko-mazurskie;2818;gołdapski;2818022;gm.w Dubeninki;Suwalski;2857;1205;1107;42,1771;38,7469
28;warmińsko-mazurskie;2812;nowomiejski;2812052;gm.w Nowe Miasto Lubawskie;Toruński;8311;3459;3219;41,6195;38,7318
32;zachodniopomorskie;3218;łobeski;3218053;gm.m-w. Węgorzyno;Szczeciński;6856;2893;2654;42,1966;38,7106
20;podlaskie;2002;białostocki;2002133;gm.m-w. Wasilków;Białostocki;18067;7357;6992;40,7207;38,7004
10;łódzkie;1004;łęczycki;1004072;gm.w Świnice Warckie;Koniński;3880;1617;1501;41,6753;38,6856
10;łódzkie;1012;radomszczański;1012082;gm.w Lgota Wielka;Piotrkowski;4262;1744;1648;40,9198;38,6673
30;wielkopolskie;3012;krotoszyński;3012011;Sulmierzyce;Kaliski;2831;1225;1094;43,2709;38,6436
14;mazowieckie;1433;węgrowski;1433072;gm.w Sadowne;Siedlecki;5789;2358;2237;40,7324;38,6423
26;świętokrzyskie;2607;ostrowiecki;2607043;gm.m-w. Ćmielów;Tarnobrzeski;7284;2960;2814;40,637;38,6326
20;podlaskie;2002;białostocki;2002052;gm.w Juchnowiec Kościelny;Białostocki;16932;6873;6541;40,5918;38,631
4;kujawsko-pomorskie;408;lipnowski;408052;gm.w Kikół;Włocławski;7050;3026;2723;42,922;38,6241
30;wielkopolskie;3008;kępiński;3008052;gm.w Perzów;Kaliski;3765;1526;1454;40,5312;38,6189
18;podkarpackie;1808;leżajski;1808011;Leżajsk;Rzeszowski;13585;5510;5246;40,5594;38,6161
10;łódzkie;1019;zduńskowolski;1019032;gm.w Zapolice;Sieradzki;5243;2151;2024;41,0261;38,6039
6;lubelskie;620;zamojski;620072;gm.w Nielisz;Zamojski;5387;2174;2078;40,3564;38,5743
14;mazowieckie;1404;gostyniński;1404022;gm.w Gostynin;Płocki;11957;4921;4610;41,1558;38,5548
26;świętokrzyskie;2612;staszowski;2612062;gm.w Rytwiany;Tarnobrzeski;6340;2586;2444;40,7886;38,5489
16;opolskie;1609;opolski;1609112;gm.w Tarnów Opolski;Opolski;9632;3891;3713;40,3966;38,5486
4;kujawsko-pomorskie;406;grudziądzki;406052;gm.w Rogóźno;Toruński;4195;1759;1617;41,9309;38,5459
22;pomorskie;2206;kościerski;2206072;gm.w Nowa Karczma;Gdański;7057;2934;2720;41,5757;38,5433
10;łódzkie;1015;skierniewicki;1015042;gm.w Kowiesy;Skierniewicki;2880;1177;1110;40,8681;38,5417
