wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zsszczepionych;%_zaszczepionych_pe�n�_dawk�
22;pomorskie;2201;bytowski;2201092;gm.w Trzebielino;Słupski;3706;1629;1569;43,9557;42,3368
22;pomorskie;2215;wejherowski;2215102;gm.w Wejherowo;Gdański;27177;12026;11505;44,2507;42,3336
26;świętokrzyskie;2601;buski;2601063;gm.m-w. Stopnica;Kielecki;7576;3420;3207;45,1426;42,331
12;małopolskie;1209;myślenicki;1209013;gm.m-w. Dobczyce;Krakowski;15346;6729;6496;43,8486;42,3302
8;lubuskie;810;żagański;810073;gm.m-w. Szprotawa;Zielonogórski;20367;9030;8620;44,3364;42,3234
14;mazowieckie;1464;Siedlce;1464011;Siedlce;;77813;34244;32933;44,0081;42,3233
8;lubuskie;812;wschowski;812033;gm.m-w. Wschowa;Leszczyński;20955;9347;8868;44,6051;42,3193
20;podlaskie;2011;sokólski;2011072;gm.w Sidra;Białostocki;3358;1488;1421;44,3121;42,3169
10;łódzkie;1014;sieradzki;1014113;gm.m-w. Złoczew;Sieradzki;7131;3167;3017;44,4117;42,3082
10;łódzkie;1015;skierniewicki;1015082;gm.w Skierniewice;Skierniewicki;7635;3363;3230;44,0472;42,3052
10;łódzkie;1017;wieluński;1017042;gm.w Mokrsko;Sieradzki;5359;2373;2267;44,2806;42,3027
2;dolnośląskie;205;jaworski;205023;gm.m-w. Bolków;Jeleniogórski;10311;4512;4361;43,7591;42,2946
14;mazowieckie;1409;lipski;1409033;gm.m-w. Lipsko;Radomski;10881;4827;4602;44,3617;42,2939
10;łódzkie;1016;tomaszowski;1016092;gm.w Tomaszów Mazowiecki;Piotrkowski;11251;4993;4758;44,3783;42,2896
14;mazowieckie;1412;miński;1412132;gm.w Siennica;Siedlecki;7520;3341;3180;44,4282;42,2872
22;pomorskie;2203;człuchowski;2203072;gm.w Rzeczenica;Słupski;3633;1621;1536;44,6188;42,2791
28;warmińsko-mazurskie;2804;elbląski;2804042;gm.w Markusy;Elbląski;4021;1819;1700;45,2375;42,278
30;wielkopolskie;3027;turecki;3027073;gm.m-w. Tuliszków;Koniński;10526;4730;4450;44,9363;42,2763
4;kujawsko-pomorskie;418;włocławski;418063;gm.m-w. Chodecz;Włocławski;5972;2604;2524;43,6035;42,2639
8;lubuskie;808;świebodziński;808042;gm.w Szczaniec;Zielonogórski;3845;1707;1625;44,3953;42,2627
20;podlaskie;2011;sokólski;2011043;gm.m-w. Krynki;Białostocki;2958;1286;1250;43,4753;42,2583
24;śląskie;2417;żywiecki;2417052;gm.w Koszarawa;Bielski;2346;1048;991;44,6718;42,2421
30;wielkopolskie;3026;śremski;3026033;gm.m-w. Książ Wielkopolski;Poznański;8471;3763;3578;44,4221;42,2382
2;dolnośląskie;216;polkowicki;216053;gm.m-w. Przemków;Legnicki;8282;3651;3498;44,0836;42,2362
10;łódzkie;1020;zgierski;1020062;gm.w Ozorków;Łódzki;7051;3111;2978;44,1214;42,2351
28;warmińsko-mazurskie;2802;braniewski;2802062;gm.w Płoskinia;Elbląski;2465;1091;1041;44,2596;42,2312
28;warmińsko-mazurskie;2818;gołdapski;2818012;gm.w Banie Mazurskie;Suwalski;3614;1589;1526;43,9679;42,2247
26;świętokrzyskie;2604;kielecki;2604043;gm.m-w. Chmielnik;Kielecki;11170;4962;4716;44,4226;42,2202
30;wielkopolskie;3012;krotoszyński;3012011;Sulmierzyce;Kaliski;2831;1264;1195;44,6485;42,2112
28;warmińsko-mazurskie;2815;ostródzki;2815073;gm.m-w. Miłomłyn;Olsztyński;4886;2161;2062;44,2284;42,2022
22;pomorskie;2206;kościerski;2206042;gm.w Kościerzyna;Gdański;16196;7156;6835;44,1837;42,2018
22;pomorskie;2201;bytowski;2201072;gm.w Parchowo;Słupski;3842;1681;1621;43,7533;42,1916
14;mazowieckie;1435;wyszkowski;1435062;gm.w Zabrodzie;Ostrołęcki;6011;2694;2536;44,8178;42,1893
32;zachodniopomorskie;3217;wałecki;3217043;gm.m-w. Tuczno;Pilski;4871;2167;2055;44,4878;42,1885
16;opolskie;1606;namysłowski;1606012;gm.w Domaszowice;Opolski;3573;1567;1507;43,8567;42,1774
6;lubelskie;614;puławski;614102;gm.w Wąwolnica;Lubelski;4569;2015;1927;44,1016;42,1755
30;wielkopolskie;3019;pilski;3019093;gm.m-w. Wysoka;Pilski;6521;2870;2749;44,0117;42,1561
8;lubuskie;811;żarski;811052;gm.w Lipinki Łużyckie;Zielonogórski;3345;1473;1410;44,0359;42,1525
22;pomorskie;2208;lęborski;2208042;gm.w Nowa Wieś Lęborska;Słupski;13786;6090;5811;44,1753;42,1515
10;łódzkie;1010;piotrkowski;1010102;gm.w Wola Krzysztoporska;Piotrkowski;11981;5322;5050;44,4203;42,1501
24;śląskie;2404;częstochowski;2404032;gm.w Janów;Częstochowski;5958;2585;2511;43,387;42,145
14;mazowieckie;1411;makowski;1411022;gm.w Czerwonka;Ostrołęcki;2632;1165;1109;44,2629;42,1353
20;podlaskie;2011;sokólski;2011052;gm.w Kuźnica;Białostocki;3890;1681;1639;43,2134;42,1337
10;łódzkie;1017;wieluński;1017082;gm.w Skomlin;Sieradzki;3267;1409;1376;43,1283;42,1182
8;lubuskie;807;sulęciński;807053;gm.m-w. Torzym;Zielonogórski;6734;3022;2835;44,8767;42,0998
4;kujawsko-pomorskie;416;tucholski;416032;gm.w Kęsowo;Bydgoski;4468;1980;1881;44,3151;42,0994
10;łódzkie;1004;łęczycki;1004072;gm.w Świnice Warckie;Koniński;3880;1721;1633;44,3557;42,0876
4;kujawsko-pomorskie;414;świecki;414063;gm.m-w. Nowe;Bydgoski;10103;4526;4252;44,7986;42,0865
14;mazowieckie;1437;żuromiński;1437013;gm.m-w. Bieżuń;Ciechanowski;4903;2153;2063;43,9119;42,0763
30;wielkopolskie;3004;gostyński;3004052;gm.w Piaski;Leszczyński;8613;3768;3624;43,7478;42,0759
6;lubelskie;611;łukowski;611011;Łuków;Siedlecki;29441;12871;12387;43,7179;42,074
12;małopolskie;1215;suski;1215032;gm.w Budzów;Bielski;8902;3877;3745;43,552;42,0692
16;opolskie;1606;namysłowski;1606052;gm.w Wilków;Opolski;4357;1879;1832;43,126;42,0473
10;łódzkie;1015;skierniewicki;1015092;gm.w Słupia;Skierniewicki;2609;1131;1097;43,3499;42,0468
2;dolnośląskie;210;lubański;210053;gm.m-w. Olszyna;Jeleniogórski;6472;2810;2721;43,4178;42,0426
24;śląskie;2407;lubliniecki;2407083;gm.m-w. Woźniki;Częstochowski;9568;4182;4022;43,7082;42,036
10;łódzkie;1014;sieradzki;1014052;gm.w Burzenin;Sieradzki;5498;2422;2311;44,0524;42,0335
26;świętokrzyskie;2611;starachowicki;2611032;gm.w Mirzec;Kielecki;8225;3592;3457;43,6717;42,0304
16;opolskie;1607;nyski;1607042;gm.w Łambinowice;Opolski;7388;3213;3105;43,4894;42,0276
12;małopolskie;1202;brzeski;1202023;gm.m-w. Brzesko;;36264;15785;15237;43,528;42,0169
18;podkarpackie;1814;przeworski;1814042;gm.w Jawornik Polski;Przemyski;4406;1928;1851;43,7585;42,0109
4;kujawsko-pomorskie;416;tucholski;416042;gm.w Lubiewo;Bydgoski;6008;2667;2524;44,3908;42,0107
30;wielkopolskie;3019;pilski;3019052;gm.w Miasteczko Krajeńskie;Pilski;3147;1376;1322;43,7242;42,0083
14;mazowieckie;1427;sierpecki;1427042;gm.w Rościszewo;Płocki;4098;1872;1721;45,6808;41,9961
4;kujawsko-pomorskie;402;brodnicki;402082;gm.w Osiek;Toruński;4022;1740;1689;43,2621;41,994
6;lubelskie;609;lubelski;609132;gm.w Wojciechów;Lubelski;5957;2602;2501;43,6797;41,9842
6;lubelskie;603;chełmski;603011;Rejowiec Fabryczny;Chełmski;4328;1942;1817;44,8706;41,9824
10;łódzkie;1010;piotrkowski;1010052;gm.w Łęki Szlacheckie;Piotrkowski;3405;1500;1429;44,0529;41,9677
12;małopolskie;1201;bocheński;1201052;gm.w Łapanów;Tarnowski;8197;3580;3440;43,6745;41,9666
26;świętokrzyskie;2610;skarżyski;2610032;gm.w Łączna;Kielecki;4921;2135;2065;43,3855;41,963
14;mazowieckie;1406;grójecki;1406073;gm.m-w. Mogielnica;Radomski;8579;3804;3600;44,3408;41,9629
4;kujawsko-pomorskie;401;aleksandrowski;401082;gm.w Waganiec;Włocławski;4564;2102;1915;46,0561;41,9588
6;lubelskie;614;puławski;614062;gm.w Kurów;Lubelski;7608;3326;3192;43,7171;41,9558
18;podkarpackie;1811;mielecki;1811011;Mielec;;60075;26301;25196;43,7803;41,9409
28;warmińsko-mazurskie;2812;nowomiejski;2812042;gm.w Kurzętnik;Toruński;9135;4006;3830;43,8533;41,9267
16;opolskie;1602;głubczycki;1602033;gm.m-w. Głubczyce;Opolski;22029;9599;9236;43,5744;41,9266
14;mazowieckie;1402;ciechanowski;1402082;gm.w Regimin;Ciechanowski;4954;2191;2077;44,2269;41,9257
32;zachodniopomorskie;3214;stargardzki;3214042;gm.w Dolice;Szczeciński;7700;3416;3228;44,3636;41,9221
16;opolskie;1607;nyski;1607092;gm.w Skoroszyce;Opolski;6164;2684;2583;43,5432;41,9046
20;podlaskie;2011;sokólski;2011083;gm.m-w. Sokółka;Białostocki;25184;10975;10552;43,5793;41,8996
28;warmińsko-mazurskie;2818;gołdapski;2818022;gm.w Dubeninki;Suwalski;2857;1250;1197;43,7522;41,8971
24;śląskie;2415;wodzisławski;2415062;gm.w Gorzyce;Katowicki;21370;9187;8953;42,9902;41,8952
28;warmińsko-mazurskie;2804;elbląski;2804012;gm.w Elbląg;Elbląski;7593;3316;3181;43,6718;41,8938
6;lubelskie;619;włodawski;619072;gm.w Wola Uhruska;Chełmski;3817;1656;1599;43,3849;41,8915
14;mazowieckie;1403;garwoliński;1403062;gm.w Łaskarzew;Siedlecki;5447;2439;2281;44,7769;41,8763
14;mazowieckie;1416;ostrowski;1416032;gm.w Boguty-Pianki;Łomżyński;2558;1134;1071;44,3315;41,8686
4;kujawsko-pomorskie;417;wąbrzeski;417042;gm.w Płużnica;Toruński;4771;2231;1997;46,7617;41,8571
24;śląskie;2407;lubliniecki;2407022;gm.w Boronów;Częstochowski;3449;1506;1443;43,6648;41,8382
2;dolnośląskie;208;kłodzki;208143;gm.m-w. Szczytna;Wałbrzyski;7185;3118;3006;43,396;41,8372
30;wielkopolskie;3004;gostyński;3004013;gm.m-w. Borek Wielkopolski;Leszczyński;7441;3263;3113;43,8516;41,8358
4;kujawsko-pomorskie;406;grudziądzki;406052;gm.w Rogóźno;Toruński;4195;1866;1755;44,4815;41,8355
16;opolskie;1601;brzeski;1601062;gm.w Olszanka;Opolski;4874;2142;2039;43,9475;41,8342
4;kujawsko-pomorskie;412;rypiński;412042;gm.w Rypin;Włocławski;7533;3295;3150;43,7409;41,816
30;wielkopolskie;3022;rawicki;3022023;gm.m-w. Jutrosin;Leszczyński;7044;3097;2945;43,9665;41,8086
2;dolnośląskie;210;lubański;210033;gm.m-w. Leśna;Jeleniogórski;9948;4308;4159;43,3052;41,8074
2;dolnośląskie;201;bolesławiecki;201062;gm.w Warta Bolesławiecka;Legnicki;8579;3718;3586;43,3384;41,7997
6;lubelskie;619;włodawski;619082;gm.w Wyryki;Chełmski;2529;1092;1057;43,1791;41,7952
6;lubelskie;609;lubelski;609052;gm.w Głusk;Lubelski;11981;5204;5005;43,4354;41,7745
22;pomorskie;2216;sztumski;2216032;gm.w Stary Dzierzgoń;Elbląski;3895;1716;1627;44,0565;41,7715
30;wielkopolskie;3011;kościański;3011043;gm.m-w. Krzywiń;Leszczyński;9926;4315;4146;43,4717;41,7691
6;lubelskie;601;bialski;601011;Międzyrzec Podlaski;Bialskopodlaski;16667;7199;6961;43,1931;41,7652
10;łódzkie;1018;wieruszowski;1018032;gm.w Galewice;Kaliski;6096;2620;2546;42,979;41,7651
4;kujawsko-pomorskie;408;lipnowski;408043;gm.m-w. Dobrzyń nad Wisłą;Włocławski;7505;3340;3134;44,5037;41,7588
24;śląskie;2409;myszkowski;2409032;gm.w Niegowa;Częstochowski;5604;2427;2340;43,3084;41,7559
30;wielkopolskie;3007;kaliski;3007072;gm.w Mycielin;Kaliski;4862;2106;2030;43,3155;41,7524
32;zachodniopomorskie;3213;sławieński;3213042;gm.w Malechowo;Koszaliński;6201;2694;2589;43,4446;41,7513
28;warmińsko-mazurskie;2814;olsztyński;2814102;gm.w Purda;Olsztyński;8743;3805;3649;43,5205;41,7362
28;warmińsko-mazurskie;2815;ostródzki;2815063;gm.m-w. Miłakowo;Olsztyński;5372;2346;2242;43,6709;41,7349
10;łódzkie;1002;kutnowski;1002072;gm.w Łanięta;Płocki;2425;1056;1012;43,5464;41,732
12;małopolskie;1201;bocheński;1201082;gm.w Trzciana;Tarnowski;5646;2463;2356;43,6238;41,7287
30;wielkopolskie;3020;pleszewski;3020022;gm.w Czermin;Kaliski;4935;2150;2059;43,5664;41,7224
26;świętokrzyskie;2609;sandomierski;2609033;gm.m-w. Klimontów;Tarnobrzeski;7987;3563;3332;44,61;41,7178
20;podlaskie;2002;białostocki;2002073;gm.m-w. Michałowo;Białostocki;6446;2815;2689;43,6705;41,7158
14;mazowieckie;1429;sokołowski;1429042;gm.w Jabłonna Lacka;Siedlecki;4375;1892;1825;43,2457;41,7143
8;lubuskie;804;nowosolski;804063;gm.m-w. Nowe Miasteczko;Zielonogórski;5333;2356;2224;44,1778;41,7026
18;podkarpackie;1861;Krosno;1861011;Krosno;;45944;19891;19158;43,294;41,6986
2;dolnośląskie;203;głogowski;203022;gm.w Głogów;Legnicki;6845;3000;2854;43,8276;41,6947
10;łódzkie;1010;piotrkowski;1010032;gm.w Gorzkowice;Piotrkowski;8462;3762;3528;44,4576;41,6923
10;łódzkie;1017;wieluński;1017012;gm.w Biała;Sieradzki;5396;2329;2249;43,1616;41,679
14;mazowieckie;1415;ostrołęcki;1415042;gm.w Goworowo;Ostrołęcki;8211;3623;3422;44,1237;41,6758
2;dolnośląskie;203;głogowski;203052;gm.w Pęcław;Legnicki;2210;949;921;42,9412;41,6742
26;świętokrzyskie;2604;kielecki;2604053;gm.m-w. Daleszyce;Kielecki;15828;6955;6594;43,9411;41,6603
14;mazowieckie;1426;siedlecki;1426022;gm.w Korczew;Siedlecki;2554;1118;1064;43,7745;41,6601
10;łódzkie;1012;radomszczański;1012092;gm.w Ładzice;Piotrkowski;4766;2082;1985;43,6844;41,6492
28;warmińsko-mazurskie;2812;nowomiejski;2812032;gm.w Grodziczno;Toruński;6247;2779;2601;44,4854;41,636
14;mazowieckie;1422;przasnyski;1422072;gm.w Przasnysz;Ostrołęcki;7204;3135;2999;43,5175;41,6297
10;łódzkie;1003;łaski;1003032;gm.w Sędziejowice;Sieradzki;6343;2792;2640;44,017;41,6207
28;warmińsko-mazurskie;2802;braniewski;2802042;gm.w Lelkowo;Elbląski;2763;1218;1149;44,0825;41,5852
32;zachodniopomorskie;3217;wałecki;3217052;gm.w Wałcz;Pilski;12664;5522;5266;43,6039;41,5824
14;mazowieckie;1429;sokołowski;1429032;gm.w Ceranów;Siedlecki;2126;926;884;43,556;41,5804
4;kujawsko-pomorskie;417;wąbrzeski;417052;gm.w Ryńsk;Toruński;8574;3726;3565;43,457;41,5792
14;mazowieckie;1402;ciechanowski;1402042;gm.w Gołymin-Ośrodek;Ciechanowski;3709;1603;1541;43,2192;41,5476
6;lubelskie;618;tomaszowski;618123;gm.m-w. Tyszowce;Zamojski;5437;2366;2258;43,5166;41,5303
2;dolnośląskie;214;oleśnicki;214053;gm.m-w. Międzybórz;Kaliski;5100;2198;2118;43,098;41,5294
10;łódzkie;1012;radomszczański;1012022;gm.w Dobryszyce;Piotrkowski;4463;1957;1853;43,8494;41,5192
16;opolskie;1606;namysłowski;1606042;gm.w Świerczów;Opolski;3259;1404;1353;43,0807;41,5158
6;lubelskie;609;lubelski;609112;gm.w Niemce;Lubelski;20042;8721;8319;43,5136;41,5078
20;podlaskie;2013;wysokomazowiecki;2013093;gm.m-w. Szepietowo;Łomżyński;6840;2956;2839;43,2164;41,5058
30;wielkopolskie;3027;turecki;3027022;gm.w Brudzew;Koniński;5958;2621;2472;43,9913;41,4904
4;kujawsko-pomorskie;408;lipnowski;408052;gm.w Kikół;Włocławski;7050;3168;2924;44,9362;41,4752
32;zachodniopomorskie;3209;koszaliński;3209073;gm.m-w. Sianów;Koszaliński;13852;5970;5745;43,0985;41,4742
28;warmińsko-mazurskie;2804;elbląski;2804032;gm.w Gronowo Elbląskie;Elbląski;5115;2207;2121;43,1476;41,4663
16;opolskie;1601;brzeski;1601043;gm.m-w. Lewin Brzeski;Opolski;12844;5521;5325;42,9851;41,459
14;mazowieckie;1434;wołomiński;1434052;gm.w Dąbrówka;Ostrołęcki;8188;3623;3394;44,2477;41,4509
22;pomorskie;2206;kościerski;2206072;gm.w Nowa Karczma;Gdański;7057;3090;2925;43,7863;41,4482
2;dolnośląskie;206;karkonoski;206052;gm.w Janowice Wielkie;Jeleniogórski;4274;1849;1771;43,2616;41,4366
14;mazowieckie;1409;lipski;1409042;gm.w Rzeczniów;Radomski;4332;1912;1795;44,1367;41,4358
28;warmińsko-mazurskie;2812;nowomiejski;2812052;gm.w Nowe Miasto Lubawskie;Toruński;8311;3654;3443;43,9658;41,427
10;łódzkie;1014;sieradzki;1014093;gm.m-w. Warta;Sieradzki;12510;5399;5181;43,1575;41,4149
10;łódzkie;1009;pajęczański;1009032;gm.w Nowa Brzeźnica;Częstochowski;4535;1937;1877;42,7122;41,3892
6;lubelskie;617;świdnicki;617033;gm.m-w. Piaski;Lubelski;10467;4610;4331;44,0432;41,3777
28;warmińsko-mazurskie;2814;olsztyński;2814063;gm.m-w. Jeziorany;Olsztyński;7601;3321;3145;43,6916;41,3761
6;lubelskie;609;lubelski;609033;gm.m-w. Bychawa;Lubelski;11532;4959;4770;43,0021;41,3632
10;łódzkie;1015;skierniewicki;1015022;gm.w Głuchów;Skierniewicki;5701;2458;2358;43,1152;41,3612
14;mazowieckie;1406;grójecki;1406062;gm.w Jasieniec;Radomski;5356;2373;2215;44,3055;41,3555
10;łódzkie;1016;tomaszowski;1016082;gm.w Rzeczyca;Piotrkowski;4609;1983;1905;43,0245;41,3322
2;dolnośląskie;211;lubiński;211032;gm.w Rudna;Legnicki;7793;3399;3221;43,6161;41,332
30;wielkopolskie;3017;ostrowski;3017033;gm.m-w. Odolanów;Kaliski;14674;6311;6063;43,008;41,318
28;warmińsko-mazurskie;2806;giżycki;2806062;gm.w Miłki;Suwalski;3703;1579;1530;42,6411;41,3179
26;świętokrzyskie;2612;staszowski;2612083;gm.m-w. Szydłów;Kielecki;4590;2021;1896;44,0305;41,3072
14;mazowieckie;1407;kozienicki;1407032;gm.w Gniewoszów;Radomski;3842;1699;1587;44,2218;41,3066
18;podkarpackie;1805;jasielski;1805011;Jasło;;34542;14700;14262;42,5569;41,2889
6;lubelskie;603;chełmski;603052;gm.w Dubienka;Chełmski;2310;1000;953;43,29;41,2554
24;śląskie;2415;wodzisławski;2415082;gm.w Marklowice;Katowicki;5417;2311;2234;42,662;41,2405
4;kujawsko-pomorskie;409;mogileński;409012;gm.w Dąbrowa;Bydgoski;4607;2043;1899;44,3456;41,2199
10;łódzkie;1019;zduńskowolski;1019032;gm.w Zapolice;Sieradzki;5243;2240;2161;42,7236;41,2169
30;wielkopolskie;3009;kolski;3009043;gm.m-w. Dąbie;Koniński;6251;2672;2576;42,7452;41,2094
6;lubelskie;609;lubelski;609102;gm.w Niedrzwica Duża;Lubelski;11893;5110;4901;42,9665;41,2091
28;warmińsko-mazurskie;2807;iławski;2807063;gm.m-w. Susz;Elbląski;12634;5561;5204;44,0161;41,1904
10;łódzkie;1015;skierniewicki;1015042;gm.w Kowiesy;Skierniewicki;2880;1245;1186;43,2292;41,1806
30;wielkopolskie;3031;złotowski;3031062;gm.w Tarnówka;Pilski;2969;1338;1222;45,0657;41,1586
14;mazowieckie;1420;płoński;1420072;gm.w Naruszewo;Ciechanowski;6298;2753;2592;43,7123;41,1559
10;łódzkie;1018;wieruszowski;1018052;gm.w Łubnice;Kaliski;4015;1689;1652;42,0672;41,1457
2;dolnośląskie;219;świdnicki;219032;gm.w Dobromierz;Wałbrzyski;5173;2208;2128;42,6832;41,1367
8;lubuskie;801;gorzowski;801073;gm.m-w. Witnica;Gorzowski;12778;5478;5256;42,8706;41,1332
28;warmińsko-mazurskie;2809;lidzbarski;2809053;gm.m-w. Orneta;Elbląski;11816;5152;4860;43,6019;41,1307
32;zachodniopomorskie;3205;gryficki;3205012;gm.w Brojce;Szczeciński;3664;1599;1507;43,6408;41,1299
30;wielkopolskie;3004;gostyński;3004073;gm.m-w. Poniec;Leszczyński;7715;3343;3172;43,3312;41,1147
2;dolnośląskie;226;złotoryjski;226043;gm.m-w. Świerzawa;Jeleniogórski;7484;3227;3077;43,1187;41,1144
26;świętokrzyskie;2604;kielecki;2604012;gm.w Bieliny;Kielecki;10260;4439;4217;43,2651;41,1014
6;lubelskie;606;krasnostawski;606072;gm.w Łopiennik Górny;Chełmski;3837;1656;1577;43,1587;41,0998
22;pomorskie;2206;kościerski;2206062;gm.w Lipusz;Gdański;3772;1648;1550;43,6903;41,0923
18;podkarpackie;1817;sanocki;1817011;Sanok;;36999;15737;15196;42,5336;41,0714
2;dolnośląskie;210;lubański;210062;gm.w Platerówka;Jeleniogórski;1629;700;669;42,9711;41,0681
6;lubelskie;618;tomaszowski;618063;gm.m-w. Łaszczów;Zamojski;5915;2519;2429;42,5866;41,0651
6;lubelskie;607;kraśnicki;607011;Kraśnik;;33917;14613;13928;43,0846;41,065
14;mazowieckie;1420;płoński;1420043;gm.m-w. Czerwińsk nad Wisłą;Płocki;7608;3349;3124;44,0195;41,062
4;kujawsko-pomorskie;408;lipnowski;408073;gm.m-w. Skępe;Włocławski;7470;3233;3067;43,2798;41,0576
10;łódzkie;1012;radomszczański;1012122;gm.w Radomsko;Piotrkowski;5546;2413;2277;43,5088;41,0566
14;mazowieckie;1429;sokołowski;1429062;gm.w Repki;Siedlecki;5091;2180;2090;42,8207;41,0528
14;mazowieckie;1413;mławski;1413052;gm.w Strzegowo;Ciechanowski;7415;3214;3044;43,3446;41,0519
16;opolskie;1605;krapkowicki;1605013;gm.m-w. Gogolin;Opolski;12628;5323;5184;42,1524;41,0516
20;podlaskie;2063;Suwałki;2063011;Suwałki;;69639;29702;28585;42,6514;41,0474
28;warmińsko-mazurskie;2814;olsztyński;2814033;gm.m-w. Dobre Miasto;Olsztyński;15723;6778;6453;43,1088;41,0418
30;wielkopolskie;3013;leszczyński;3013072;gm.w Włoszakowice;Leszczyński;9754;4301;4003;44,0947;41,0396
24;śląskie;2405;gliwicki;2405073;gm.m-w. Toszek;Katowicki;9361;3987;3840;42,5916;41,0213
22;pomorskie;2206;kościerski;2206082;gm.w Stara Kiszewa;Gdański;6826;2924;2799;42,8362;41,005
10;łódzkie;1012;radomszczański;1012102;gm.w Masłowice;Piotrkowski;4139;1860;1697;44,9384;41,0002
22;pomorskie;2212;słupski;2212053;gm.m-w. Kępice;Słupski;8941;3806;3665;42,5679;40,9909
14;mazowieckie;1427;sierpecki;1427072;gm.w Zawidz;Płocki;6513;2832;2669;43,4823;40,9796
20;podlaskie;2062;Łomża;2062011;Łomża;;62573;26662;25642;42,6094;40,9793
14;mazowieckie;1427;sierpecki;1427022;gm.w Gozdowo;Płocki;5933;2544;2431;42,8788;40,9742
24;śląskie;2404;częstochowski;2404142;gm.w Przyrów;Częstochowski;3737;1596;1531;42,7081;40,9687
14;mazowieckie;1416;ostrowski;1416052;gm.w Małkinia Górna;Ostrołęcki;11546;5046;4730;43,7034;40,9666
14;mazowieckie;1415;ostrołęcki;1415102;gm.w Rzekuń;Ostrołęcki;10963;4698;4491;42,8532;40,9651
30;wielkopolskie;3004;gostyński;3004042;gm.w Pępowo;Leszczyński;5938;2522;2430;42,4722;40,9229
10;łódzkie;1003;łaski;1003012;gm.w Buczek;Sieradzki;5095;2216;2085;43,4936;40,9225
32;zachodniopomorskie;3218;łobeski;3218053;gm.m-w. Węgorzyno;Szczeciński;6856;2995;2805;43,6844;40,9131
18;podkarpackie;1816;rzeszowski;1816092;gm.w Krasne;Rzeszowski;11809;5014;4828;42,4591;40,8841
12;małopolskie;1216;tarnowski;1216092;gm.w Tarnów;Tarnowski;26224;11150;10712;42,5183;40,8481
2;dolnośląskie;211;lubiński;211043;gm.m-w. Ścinawa;Legnicki;9872;4247;4032;43,0207;40,8428
6;lubelskie;615;radzyński;615011;Radzyń Podlaski;Bialskopodlaski;15428;6531;6301;42,3321;40,8413
18;podkarpackie;1803;dębicki;1803011;Dębica;;45189;19181;18455;42,4462;40,8396
24;śląskie;2413;tarnogórski;2413082;gm.w Tworóg;Katowicki;8282;3544;3382;42,7916;40,8355
30;wielkopolskie;3009;kolski;3009113;gm.m-w. Przedecz;Koniński;4071;1783;1662;43,7976;40,8254
22;pomorskie;2213;starogardzki;2213093;gm.m-w. Skarszewy;Gdański;14958;6359;6106;42,5124;40,821
6;lubelskie;604;hrubieszowski;604082;gm.w Werbkowice;Zamojski;9121;3905;3721;42,8133;40,796
32;zachodniopomorskie;3210;myśliborski;3210052;gm.w Nowogródek Pomorski;Gorzowski;3354;1450;1368;43,232;40,7871
32;zachodniopomorskie;3208;kołobrzeski;3208052;gm.w Rymań;Koszaliński;3904;1685;1592;43,1609;40,7787
26;świętokrzyskie;2605;konecki;2605083;gm.m-w. Stąporków;Kielecki;16475;7148;6718;43,3869;40,7769
20;podlaskie;2001;augustowski;2001062;gm.w Płaska;Suwalski;2590;1097;1056;42,3552;40,7722
16;opolskie;1610;prudnicki;1610032;gm.w Lubrza;Opolski;4283;1789;1746;41,7698;40,7658
26;świętokrzyskie;2604;kielecki;2604142;gm.w Piekoszów;Kielecki;16433;7013;6699;42,6763;40,7655
28;warmińsko-mazurskie;2802;braniewski;2802072;gm.w Wilczęta;Elbląski;2935;1240;1196;42,2487;40,7496
28;warmińsko-mazurskie;2815;ostródzki;2815092;gm.w Ostróda;Olsztyński;16094;6923;6558;43,016;40,7481
6;lubelskie;612;opolski;612053;gm.m-w. Opole Lubelskie;Lubelski;16980;7218;6916;42,5088;40,7303
4;kujawsko-pomorskie;402;brodnicki;402042;gm.w Brzozie;Toruński;3828;1651;1559;43,1296;40,7262
10;łódzkie;1016;tomaszowski;1016102;gm.w Ujazd;Piotrkowski;7706;3288;3138;42,6681;40,7215
26;świętokrzyskie;2610;skarżyski;2610042;gm.w Skarżysko Kościelne;Kielecki;5951;2527;2423;42,4635;40,7158
