wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zsszczepionych;%_zaszczepionych_pe�n�_dawk�
22;pomorskie;2214;tczewski;2214043;gm.m-w. Pelplin;Gdański;16021;7472;7039;46,6388;43,9361
30;wielkopolskie;3026;śremski;3026023;gm.m-w. Dolsk;Poznański;5908;2723;2595;46,09;43,9235
24;śląskie;2417;żywiecki;2417132;gm.w Świnna;Bielski;8054;3671;3537;45,5798;43,9161
26;świętokrzyskie;2612;staszowski;2612022;gm.w Łubnice;Tarnobrzeski;4067;1875;1786;46,1028;43,9144
24;śląskie;2409;myszkowski;2409053;gm.m-w. Żarki;Częstochowski;8451;3832;3711;45,3437;43,912
22;pomorskie;2214;tczewski;2214023;gm.m-w. Gniew;Gdański;15286;7017;6712;45,9047;43,9095
14;mazowieckie;1438;żyrardowski;1438032;gm.w Puszcza Mariańska;Skierniewicki;8673;3977;3808;45,855;43,9064
14;mazowieckie;1419;płocki;1419102;gm.w Radzanowo;Płocki;8532;3907;3746;45,7923;43,9053
4;kujawsko-pomorskie;405;golubsko-dobrzyński;405032;gm.w Golub-Dobrzyń;Toruński;8841;4058;3881;45,8998;43,8977
24;śląskie;2406;kłobucki;2406092;gm.w Wręczyca Wielka;Częstochowski;17861;8161;7840;45,6917;43,8945
30;wielkopolskie;3008;kępiński;3008042;gm.w Łęka Opatowska;Kaliski;5329;2402;2339;45,0741;43,8919
16;opolskie;1609;opolski;1609073;gm.m-w. Niemodlin;Opolski;13117;5961;5757;45,4448;43,8896
10;łódzkie;1008;pabianicki;1008042;gm.w Dobroń;Sieradzki;7802;3574;3424;45,8088;43,8862
4;kujawsko-pomorskie;405;golubsko-dobrzyński;405062;gm.w Zbójno;Włocławski;4382;2045;1923;46,6682;43,8841
26;świętokrzyskie;2603;kazimierski;2603033;gm.m-w. Kazimierza Wielka;Kielecki;16019;7362;7029;45,9579;43,8791
10;łódzkie;1018;wieruszowski;1018012;gm.w Bolesławiec;Kaliski;4075;1859;1788;45,6196;43,8773
2;dolnośląskie;209;legnicki;209082;gm.w Ruja;Legnicki;2558;1170;1122;45,7389;43,8624
8;lubuskie;801;gorzowski;801052;gm.w Lubiszyn;Gorzowski;6924;3197;3037;46,1727;43,8619
30;wielkopolskie;3027;turecki;3027092;gm.w Władysławów;Koniński;8088;3732;3547;46,1424;43,8551
2;dolnośląskie;213;milicki;213012;gm.w Cieszków;Wrocławski;4657;2121;2042;45,5443;43,848
14;mazowieckie;1404;gostyniński;1404032;gm.w Pacyna;Płocki;3458;1566;1516;45,2863;43,8404
2;dolnośląskie;213;milicki;213022;gm.w Krośnice;Wrocławski;8093;3723;3548;46,0027;43,8404
14;mazowieckie;1433;węgrowski;1433062;gm.w Miedzna;Siedlecki;3801;1737;1666;45,6985;43,8306
26;świętokrzyskie;2605;konecki;2605062;gm.w Słupia Konecka;Kielecki;3274;1492;1435;45,5712;43,8302
12;małopolskie;1218;wadowicki;1218052;gm.w Mucharz;Bielski;4137;1879;1813;45,4194;43,824
10;łódzkie;1008;pabianicki;1008072;gm.w Pabianice;Łódzki;7770;3531;3405;45,444;43,8224
10;łódzkie;1004;łęczycki;1004052;gm.w Łęczyca;Płocki;8535;3923;3740;45,9637;43,8196
14;mazowieckie;1428;sochaczewski;1428062;gm.w Rybno;Skierniewicki;3469;1580;1520;45,5463;43,8167
28;warmińsko-mazurskie;2801;bartoszycki;2801052;gm.w Górowo Iławeckie;Olsztyński;6783;3126;2972;46,0858;43,8154
10;łódzkie;1010;piotrkowski;1010093;gm.m-w. Sulejów;Piotrkowski;16308;7550;7143;46,2963;43,8006
2;dolnośląskie;204;górowski;204013;gm.m-w. Góra;Leszczyński;19720;8963;8634;45,4513;43,783
14;mazowieckie;1413;mławski;1413032;gm.w Lipowiec Kościelny;Ciechanowski;4805;2227;2103;46,3476;43,7669
14;mazowieckie;1423;przysuski;1423012;gm.w Borkowice;Radomski;4234;1952;1853;46,103;43,7648
2;dolnośląskie;206;karkonoski;206021;Kowary;Jeleniogórski;10650;4850;4659;45,5399;43,7465
4;kujawsko-pomorskie;413;sępoleński;413032;gm.w Sośno;Bydgoski;4922;2221;2153;45,1239;43,7424
10;łódzkie;1010;piotrkowski;1010062;gm.w Moszczenica;Piotrkowski;12917;5906;5650;45,7227;43,7408
6;lubelskie;616;rycki;616043;gm.m-w. Ryki;Lubelski;20214;9289;8840;45,9533;43,7321
6;lubelskie;604;hrubieszowski;604032;gm.w Horodło;Zamojski;5045;2338;2206;46,3429;43,7265
30;wielkopolskie;3007;kaliski;3007112;gm.w Żelazków;Kaliski;9517;4382;4161;46,0439;43,7218
12;małopolskie;1262;Nowy Sącz;1262011;Nowy Sącz;;83558;37721;36527;45,1435;43,7145
6;lubelskie;604;hrubieszowski;604052;gm.w Mircze;Zamojski;6916;3134;3022;45,3152;43,6958
14;mazowieckie;1423;przysuski;1423042;gm.w Odrzywół;Radomski;3695;1693;1614;45,8187;43,6806
4;kujawsko-pomorskie;406;grudziądzki;406012;gm.w Grudziądz;Toruński;13136;5990;5737;45,5999;43,6739
30;wielkopolskie;3019;pilski;3019062;gm.w Szydłowo;Pilski;9341;4245;4079;45,4448;43,6677
2;dolnośląskie;224;ząbkowicki;224033;gm.m-w. Kamieniec Ząbkowicki;Wałbrzyski;8003;3628;3494;45,333;43,6586
4;kujawsko-pomorskie;402;brodnicki;402032;gm.w Brodnica;Toruński;8662;3926;3781;45,3244;43,6504
24;śląskie;2417;żywiecki;2417112;gm.w Rajcza;Bielski;8709;4071;3801;46,7447;43,6445
14;mazowieckie;1407;kozienicki;1407012;gm.w Garbatka-Letnisko;Radomski;5019;2291;2190;45,6465;43,6342
22;pomorskie;2202;chojnicki;2202052;gm.w Konarzyny;Słupski;2285;1066;997;46,6521;43,6324
14;mazowieckie;1427;sierpecki;1427062;gm.w Szczutowo;Płocki;4245;1920;1852;45,2297;43,6278
2;dolnośląskie;212;lwówecki;212013;gm.m-w. Gryfów Śląski;Jeleniogórski;9561;4347;4170;45,466;43,6147
14;mazowieckie;1419;płocki;1419032;gm.w Brudzeń Duży;Płocki;8236;3823;3592;46,4182;43,6134
16;opolskie;1607;nyski;1607013;gm.m-w. Głuchołazy;Opolski;23413;10656;10211;45,5132;43,6125
24;śląskie;2404;częstochowski;2404022;gm.w Dąbrowa Zielona;Częstochowski;3848;1788;1678;46,4657;43,6071
24;śląskie;2409;myszkowski;2409023;gm.m-w. Koziegłowy;Częstochowski;14348;6481;6255;45,1701;43,5949
26;świętokrzyskie;2606;opatowski;2606062;gm.w Sadowie;Tarnobrzeski;3889;1773;1695;45,5901;43,5845
2;dolnośląskie;205;jaworski;205042;gm.w Mściwojów;Legnicki;4029;1801;1756;44,7009;43,584
4;kujawsko-pomorskie;418;włocławski;418083;gm.m-w. Izbica Kujawska;Włocławski;7650;3488;3334;45,5948;43,5817
2;dolnośląskie;219;świdnicki;219072;gm.w Świdnica;Wałbrzyski;17400;7865;7583;45,2011;43,5805
14;mazowieckie;1434;wołomiński;1434113;gm.m-w. Tłuszcz;Ostrołęcki;20104;9242;8760;45,971;43,5734
8;lubuskie;812;wschowski;812013;gm.m-w. Sława;Zielonogórski;12639;5782;5506;45,7473;43,5636
24;śląskie;2403;cieszyński;2403103;gm.m-w. Skoczów;Bielski;26788;12119;11667;45,2404;43,5531
30;wielkopolskie;3028;wągrowiecki;3028022;gm.w Damasławek;Pilski;5304;2442;2310;46,0407;43,552
14;mazowieckie;1424;pułtuski;1424072;gm.w Zatory;Ostrołęcki;4828;2195;2102;45,464;43,5377
12;małopolskie;1217;tatrzański;1217011;Zakopane;Nowosądecki;26846;12077;11681;44,9862;43,5111
22;pomorskie;2206;kościerski;2206022;gm.w Dziemiany;Gdański;4425;2027;1925;45,8079;43,5028
14;mazowieckie;1416;ostrowski;1416062;gm.w Nur;Łomżyński;2623;1183;1141;45,101;43,4998
14;mazowieckie;1412;miński;1412142;gm.w Stanisławów;Siedlecki;6797;3096;2956;45,5495;43,4898
22;pomorskie;2206;kościerski;2206052;gm.w Liniewo;Gdański;4609;2078;2004;45,0857;43,4801
14;mazowieckie;1403;garwoliński;1403032;gm.w Borowie;Siedlecki;5231;2402;2274;45,9186;43,4716
8;lubuskie;808;świebodziński;808022;gm.w Łagów;Zielonogórski;4907;2208;2133;44,9969;43,4685
28;warmińsko-mazurskie;2814;olsztyński;2814082;gm.w Kolno;Olsztyński;3085;1427;1341;46,2561;43,4684
20;podlaskie;2009;sejneński;2009011;Sejny;Suwalski;5159;2305;2242;44,6792;43,458
10;łódzkie;1014;sieradzki;1014082;gm.w Sieradz;Sieradzki;10801;4885;4692;45,2273;43,4404
30;wielkopolskie;3003;gnieźnieński;3003082;gm.w Niechanowo;Poznański;6036;2750;2622;45,56;43,4394
22;pomorskie;2212;słupski;2212092;gm.w Smołdzino;Słupski;3382;1538;1469;45,476;43,4358
2;dolnośląskie;217;strzeliński;217053;gm.m-w. Wiązów;Wrocławski;7041;3177;3058;45,1214;43,4313
8;lubuskie;804;nowosolski;804052;gm.w Nowa Sól;Zielonogórski;6992;3182;3036;45,5092;43,4211
10;łódzkie;1021;brzeziński;1021042;gm.w Jeżów;Skierniewicki;3328;1503;1445;45,1623;43,4195
30;wielkopolskie;3007;kaliski;3007083;gm.m-w. Opatówek;Kaliski;10787;4919;4683;45,6012;43,4134
16;opolskie;1601;brzeski;1601011;Brzeg;;35226;15988;15292;45,3869;43,4111
16;opolskie;1604;kluczborski;1604013;gm.m-w. Byczyna;Opolski;9170;4105;3980;44,7655;43,4024
32;zachodniopomorskie;3205;gryficki;3205043;gm.m-w. Płoty;Szczeciński;8721;3994;3784;45,7975;43,3895
4;kujawsko-pomorskie;406;grudziądzki;406043;gm.m-w. Radzyń Chełmiński;Toruński;4608;2072;1999;44,9653;43,3811
2;dolnośląskie;216;polkowicki;216062;gm.w Radwanice;Legnicki;4904;2209;2127;45,0449;43,3728
16;opolskie;1609;opolski;1609022;gm.w Dąbrowa;Opolski;8252;3702;3579;44,8619;43,3713
26;świętokrzyskie;2604;kielecki;2604192;gm.w Zagnańsk;Kielecki;12917;5859;5602;45,3588;43,3692
28;warmińsko-mazurskie;2803;działdowski;2803032;gm.w Iłowo-Osada;Ciechanowski;7169;3292;3109;45,9199;43,3673
24;śląskie;2417;żywiecki;2417102;gm.w Radziechowy-Wieprz;Bielski;13068;5967;5667;45,6612;43,3655
24;śląskie;2407;lubliniecki;2407062;gm.w Koszęcin;Częstochowski;11810;5308;5121;44,945;43,3616
10;łódzkie;1011;poddębicki;1011062;gm.w Zadzim;Sieradzki;4936;2256;2140;45,705;43,3549
22;pomorskie;2215;wejherowski;2215042;gm.w Choczewo;Gdański;5446;2445;2361;44,8953;43,3529
10;łódzkie;1014;sieradzki;1014023;gm.m-w. Błaszki;Sieradzki;14373;6550;6230;45,5716;43,3452
4;kujawsko-pomorskie;414;świecki;414032;gm.w Drzycim;Bydgoski;4889;2214;2119;45,2853;43,3422
22;pomorskie;2202;chojnicki;2202043;gm.m-w. Czersk;Bydgoski;21604;9730;9360;45,038;43,3253
6;lubelskie;604;hrubieszowski;604022;gm.w Dołhobyczów;Zamojski;5265;2370;2281;45,0142;43,3238
16;opolskie;1609;opolski;1609123;gm.m-w. Tułowice;Opolski;5195;2325;2250;44,7546;43,3109
6;lubelskie;608;lubartowski;608011;Lubartów;Lubelski;21636;9792;9370;45,2579;43,3075
4;kujawsko-pomorskie;414;świecki;414042;gm.w Jeżewo;Bydgoski;8055;3605;3488;44,7548;43,3023
8;lubuskie;801;gorzowski;801062;gm.w Santok;Gorzowski;8854;4034;3833;45,5613;43,2912
30;wielkopolskie;3017;ostrowski;3017023;gm.m-w. Nowe Skalmierzyce;Kaliski;15625;7021;6764;44,9344;43,2896
14;mazowieckie;1406;grójecki;1406022;gm.w Błędów;Radomski;7357;3311;3184;45,0048;43,2785
30;wielkopolskie;3007;kaliski;3007032;gm.w Ceków-Kolonia;Kaliski;4767;2165;2063;45,4164;43,2767
4;kujawsko-pomorskie;418;włocławski;418102;gm.w Lubanie;Włocławski;4550;2049;1969;45,033;43,2747
26;świętokrzyskie;2601;buski;2601083;gm.m-w. Wiślica;Kielecki;5420;2569;2345;47,3985;43,2657
30;wielkopolskie;3010;koniński;3010132;gm.w Wierzbinek;Koniński;7216;3283;3122;45,4961;43,265
8;lubuskie;801;gorzowski;801022;gm.w Bogdaniec;Gorzowski;7122;3273;3080;45,9562;43,2463
2;dolnośląskie;220;trzebnicki;220023;gm.m-w. Prusice;Wrocławski;9352;4226;4044;45,1882;43,2421
20;podlaskie;2002;białostocki;2002093;gm.m-w. Supraśl;Białostocki;16003;7198;6920;44,9791;43,2419
2;dolnośląskie;219;świdnicki;219043;gm.m-w. Jaworzyna Śląska;Wałbrzyski;10222;4592;4420;44,9227;43,2401
14;mazowieckie;1423;przysuski;1423082;gm.w Wieniawa;Radomski;5256;2383;2272;45,3387;43,2268
26;świętokrzyskie;2604;kielecki;2604102;gm.w Miedziana Góra;Kielecki;11722;5295;5064;45,1715;43,2008
30;wielkopolskie;3009;kolski;3009063;gm.m-w. Kłodawa;Koniński;12706;5776;5487;45,4588;43,1843
24;śląskie;2417;żywiecki;2417032;gm.w Gilowice;Bielski;6327;2855;2732;45,1241;43,18
16;opolskie;1610;prudnicki;1610043;gm.m-w. Prudnik;Opolski;26800;11934;11569;44,5299;43,1679
2;dolnośląskie;206;karkonoski;206062;gm.w Jeżów Sudecki;Jeleniogórski;7548;3373;3257;44,6873;43,1505
6;lubelskie;609;lubelski;609092;gm.w Krzczonów;Lubelski;4293;1935;1852;45,0734;43,14
2;dolnośląskie;202;dzierżoniowski;202062;gm.w Łagiewniki;Wrocławski;7437;3318;3208;44,6148;43,1357
8;lubuskie;811;żarski;811032;gm.w Brody;Zielonogórski;3364;1503;1451;44,679;43,1332
30;wielkopolskie;3031;złotowski;3031033;gm.m-w. Krajenka;Pilski;7524;3418;3245;45,428;43,1287
2;dolnośląskie;224;ząbkowicki;224063;gm.m-w. Ziębice;Wałbrzyski;16768;7592;7231;45,2767;43,1238
30;wielkopolskie;3020;pleszewski;3020013;gm.m-w. Chocz;Kaliski;4741;2125;2044;44,8218;43,1133
32;zachodniopomorskie;3218;łobeski;3218032;gm.w Radowo Małe;Szczeciński;3577;1670;1542;46,6872;43,1088
32;zachodniopomorskie;3207;kamieński;3207052;gm.w Świerzno;Szczeciński;4213;1910;1816;45,3359;43,1047
30;wielkopolskie;3017;ostrowski;3017042;gm.w Ostrów Wielkopolski;Kaliski;19162;8615;8259;44,9588;43,1009
14;mazowieckie;1434;wołomiński;1434072;gm.w Klembów;Ostrołęcki;10108;4639;4356;45,8943;43,0946
2;dolnośląskie;208;kłodzki;208112;gm.w Nowa Ruda;Wałbrzyski;11440;5129;4930;44,8339;43,0944
32;zachodniopomorskie;3212;pyrzycki;3212033;gm.m-w. Lipiany;Szczeciński;5794;2637;2496;45,5126;43,079
2;dolnośląskie;208;kłodzki;208063;gm.m-w. Bystrzyca Kłodzka;Wałbrzyski;18607;8284;8015;44,5209;43,0752
12;małopolskie;1205;gorlicki;1205011;Gorlice;Nowosądecki;26973;11979;11618;44,4111;43,0727
10;łódzkie;1005;łowicki;1005052;gm.w Kiernozia;Płocki;3339;1510;1438;45,2231;43,0668
14;mazowieckie;1416;ostrowski;1416011;Ostrów Mazowiecka;Ostrołęcki;22216;10252;9566;46,1469;43,0591
12;małopolskie;1218;wadowicki;1218062;gm.w Spytkowice;Bielski;10312;4688;4440;45,4616;43,0566
30;wielkopolskie;3012;krotoszyński;3012023;gm.m-w. Kobylin;Leszczyński;8049;3614;3465;44,9;43,0488
6;lubelskie;614;puławski;614043;gm.m-w. Kazimierz Dolny;Lubelski;6630;2987;2854;45,0528;43,0468
32;zachodniopomorskie;3212;pyrzycki;3212062;gm.w Warnice;Szczeciński;3443;1554;1482;45,1351;43,0439
10;łódzkie;1004;łęczycki;1004032;gm.w Góra Świętej Małgorzaty;Płocki;4336;1959;1866;45,1799;43,0351
14;mazowieckie;1438;żyrardowski;1438053;gm.m-w. Wiskitki;Skierniewicki;9853;4434;4240;45,0015;43,0326
10;łódzkie;1014;sieradzki;1014102;gm.w Wróblew;Sieradzki;6063;2722;2609;44,8953;43,0315
20;podlaskie;2013;wysokomazowiecki;2013033;gm.m-w. Czyżew;Łomżyński;6318;2914;2718;46,1222;43,0199
14;mazowieckie;1424;pułtuski;1424062;gm.w Winnica;Ciechanowski;4101;1872;1764;45,6474;43,0139
6;lubelskie;613;parczewski;613043;gm.m-w. Parczew;Bialskopodlaski;14329;6407;6163;44,7135;43,0107
30;wielkopolskie;3018;ostrzeszowski;3018073;gm.m-w. Ostrzeszów;Kaliski;23845;10880;10254;45,628;43,0027
12;małopolskie;1211;nowotarski;1211062;gm.w Krościenko nad Dunajcem;Nowosądecki;6749;2973;2902;44,051;42,999
12;małopolskie;1211;nowotarski;1211023;gm.m-w. Szczawnica;Nowosądecki;7145;3204;3072;44,8425;42,9951
14;mazowieckie;1411;makowski;1411032;gm.w Karniewo;Ciechanowski;5117;2439;2200;47,6646;42,9939
30;wielkopolskie;3015;nowotomyski;3015063;gm.m-w. Zbąszyń;Zielonogórski;13804;6315;5932;45,7476;42,9731
26;świętokrzyskie;2601;buski;2601022;gm.w Gnojno;Kielecki;4344;2003;1866;46,1096;42,9558
30;wielkopolskie;3008;kępiński;3008062;gm.w Rychtal;Kaliski;3791;1697;1628;44,7639;42,9438
22;pomorskie;2204;gdański;2204072;gm.w Suchy Dąb;Gdański;4248;1907;1824;44,8917;42,9379
4;kujawsko-pomorskie;408;lipnowski;408022;gm.w Bobrowniki;Włocławski;3093;1367;1328;44,1966;42,9357
2;dolnośląskie;203;głogowski;203042;gm.w Kotla;Legnicki;4456;1990;1913;44,6589;42,9309
30;wielkopolskie;3018;ostrzeszowski;3018012;gm.w Czajków;Kaliski;2505;1123;1075;44,8303;42,9142
10;łódzkie;1009;pajęczański;1009022;gm.w Kiełczygłów;Sieradzki;3950;1742;1695;44,1013;42,9114
26;świętokrzyskie;2606;opatowski;2606053;gm.m-w. Ożarów;Tarnobrzeski;10559;4751;4531;44,9948;42,9113
6;lubelskie;612;opolski;612072;gm.w Wilków;Lubelski;4367;1946;1873;44,5615;42,8899
18;podkarpackie;1801;bieszczadzki;1801052;gm.w Lutowiska;Krośnieński;2037;909;873;44,6244;42,8571
4;kujawsko-pomorskie;414;świecki;414022;gm.w Dragacz;Bydgoski;7190;3239;3081;45,0487;42,8512
26;świętokrzyskie;2607;ostrowiecki;2607022;gm.w Bałtów;Kielecki;3349;1501;1435;44,8193;42,8486
28;warmińsko-mazurskie;2817;szczycieński;2817072;gm.w Świętajno;Olsztyński;5723;2587;2452;45,2036;42,8447
2;dolnośląskie;221;wałbrzyski;221082;gm.w Walim;Wałbrzyski;5392;2402;2310;44,5475;42,8412
2;dolnośląskie;208;kłodzki;208072;gm.w Kłodzko;Wałbrzyski;16986;7562;7276;44,519;42,8353
14;mazowieckie;1402;ciechanowski;1402022;gm.w Ciechanów;Ciechanowski;7159;3242;3066;45,2857;42,8272
24;śląskie;2410;pszczyński;2410032;gm.w Miedźna;Katowicki;16660;7367;7135;44,2197;42,8271
10;łódzkie;1011;poddębicki;1011022;gm.w Pęczniew;Sieradzki;3484;1581;1492;45,3789;42,8243
10;łódzkie;1012;radomszczański;1012032;gm.w Gidle;Częstochowski;5964;2664;2554;44,668;42,8236
4;kujawsko-pomorskie;416;tucholski;416012;gm.w Cekcyn;Bydgoski;6901;3069;2955;44,4718;42,8199
2;dolnośląskie;202;dzierżoniowski;202011;Bielawa;Wałbrzyski;29523;13157;12641;44,5653;42,8175
10;łódzkie;1001;bełchatowski;1001062;gm.w Rusiec;Sieradzki;5045;2258;2160;44,7572;42,8147
32;zachodniopomorskie;3202;choszczeński;3202053;gm.m-w. Pełczyce;Gorzowski;7710;3480;3301;45,1362;42,8145
22;pomorskie;2209;malborski;2209073;gm.m-w. Nowy Staw;Elbląski;7580;3411;3245;45;42,81
18;podkarpackie;1804;jarosławski;1804011;Jarosław;;37073;16570;15868;44,6956;42,802
14;mazowieckie;1420;płoński;1420122;gm.w Załuski;Ciechanowski;5652;2531;2418;44,7806;42,7813
14;mazowieckie;1429;sokołowski;1429022;gm.w Bielany;Siedlecki;3558;1609;1522;45,222;42,7768
30;wielkopolskie;3002;czarnkowsko-trzcianecki;3002032;gm.w Drawsko;Pilski;5765;2642;2466;45,8283;42,7754
6;lubelskie;619;włodawski;619032;gm.w Hańsk;Chełmski;3680;1637;1574;44,4837;42,7717
6;lubelskie;609;lubelski;609013;gm.m-w. Bełżyce;Lubelski;13167;5854;5629;44,4596;42,7508
28;warmińsko-mazurskie;2801;bartoszycki;2801063;gm.m-w. Sępopol;Olsztyński;6080;2815;2599;46,2993;42,7467
10;łódzkie;1016;tomaszowski;1016072;gm.w Rokiciny;Piotrkowski;6153;2770;2630;45,0187;42,7434
32;zachodniopomorskie;3204;goleniowski;3204062;gm.w Przybiernów;Szczeciński;5007;2295;2140;45,8358;42,7402
22;pomorskie;2212;słupski;2212032;gm.w Dębnica Kaszubska;Słupski;9495;4236;4058;44,613;42,7383
28;warmińsko-mazurskie;2818;gołdapski;2818033;gm.m-w. Gołdap;Suwalski;20018;8944;8551;44,6798;42,7166
12;małopolskie;1207;limanowski;1207011;Limanowa;Nowosądecki;15067;6722;6436;44,6141;42,7159
16;opolskie;1609;opolski;1609103;gm.m-w. Prószków;Opolski;9079;3989;3878;43,9366;42,714
8;lubuskie;802;krośnieński;802052;gm.w Gubin;Zielonogórski;7116;3146;3039;44,2102;42,7066
10;łódzkie;1017;wieluński;1017072;gm.w Pątnów;Sieradzki;6512;2880;2781;44,226;42,7058
26;świętokrzyskie;2613;włoszczowski;2613022;gm.w Krasocin;Kielecki;10610;4747;4531;44,7408;42,705
2;dolnośląskie;221;wałbrzyski;221053;gm.m-w. Głuszyca;Wałbrzyski;8505;3779;3631;44,4327;42,6925
26;świętokrzyskie;2609;sandomierski;2609062;gm.w Obrazów;Tarnobrzeski;6381;2871;2724;44,9929;42,6892
6;lubelskie;606;krasnostawski;606092;gm.w Rudnik;Zamojski;2973;1300;1269;43,7269;42,6842
10;łódzkie;1015;skierniewicki;1015062;gm.w Maków;Skierniewicki;6005;2700;2563;44,9625;42,6811
18;podkarpackie;1814;przeworski;1814011;Przeworsk;Przemyski;15105;6729;6446;44,5482;42,6746
30;wielkopolskie;3027;turecki;3027033;gm.m-w. Dobra;Koniński;6067;2690;2589;44,3382;42,6735
30;wielkopolskie;3029;wolsztyński;3029022;gm.w Siedlec;Zielonogórski;12767;5708;5448;44,709;42,6725
30;wielkopolskie;3013;leszczyński;3013012;gm.w Krzemieniewo;Leszczyński;8272;3675;3529;44,427;42,662
2;dolnośląskie;205;jaworski;205032;gm.w Męcinka;Legnicki;5007;2238;2136;44,6974;42,6603
6;lubelskie;601;bialski;601062;gm.w Kodeń;Bialskopodlaski;3432;1521;1464;44,3182;42,6573
24;śląskie;2404;częstochowski;2404082;gm.w Kruszyna;Częstochowski;4802;2133;2048;44,419;42,6489
28;warmińsko-mazurskie;2817;szczycieński;2817032;gm.w Jedwabno;Olsztyński;3611;1611;1540;44,6137;42,6475
20;podlaskie;2002;białostocki;2002013;gm.m-w. Choroszcz;Białostocki;15781;6995;6730;44,3255;42,6462
24;śląskie;2417;żywiecki;2417092;gm.w Milówka;Bielski;10040;4466;4281;44,4821;42,6394
4;kujawsko-pomorskie;402;brodnicki;402022;gm.w Bobrowo;Toruński;6337;2812;2702;44,3743;42,6385
26;świętokrzyskie;2607;ostrowiecki;2607053;gm.m-w. Kunów;Kielecki;9731;4316;4149;44,3531;42,6369
14;mazowieckie;1428;sochaczewski;1428072;gm.w Sochaczew;Skierniewicki;11148;4965;4753;44,5371;42,6355
2;dolnośląskie;205;jaworski;205052;gm.w Paszowice;Legnicki;4037;1797;1721;44,5133;42,6307
24;śląskie;2404;częstochowski;2404092;gm.w Lelów;Częstochowski;4794;2104;2043;43,8882;42,6158
12;małopolskie;1207;limanowski;1207021;Mszana Dolna;Nowosądecki;7899;3481;3366;44,0689;42,613
4;kujawsko-pomorskie;416;tucholski;416022;gm.w Gostycyn;Bydgoski;5199;2288;2215;44,0085;42,6043
32;zachodniopomorskie;3212;pyrzycki;3212022;gm.w Kozielice;Szczeciński;2481;1120;1057;45,1431;42,6038
6;lubelskie;613;parczewski;613072;gm.w Sosnowica;Chełmski;2568;1138;1094;44,3146;42,6012
30;wielkopolskie;3019;pilski;3019043;gm.m-w. Łobżenica;Pilski;9468;4218;4033;44,5501;42,5961
14;mazowieckie;1407;kozienicki;1407072;gm.w Sieciechów;Radomski;3859;1766;1643;45,7632;42,5758
24;śląskie;2410;pszczyński;2410042;gm.w Pawłowice;Katowicki;18156;8027;7728;44,2113;42,5644
14;mazowieckie;1401;białobrzeski;1401022;gm.w Promna;Radomski;5540;2478;2358;44,7292;42,5632
14;mazowieckie;1402;ciechanowski;1402033;gm.m-w. Glinojeck;Ciechanowski;7764;3464;3304;44,6162;42,5554
2;dolnośląskie;215;oławski;215042;gm.w Oława;Wrocławski;15218;6748;6476;44,3422;42,5549
4;kujawsko-pomorskie;402;brodnicki;402092;gm.w Świedziebnia;Toruński;5116;2294;2177;44,8397;42,5528
2;dolnośląskie;216;polkowicki;216032;gm.w Grębocice;Legnicki;5427;2396;2309;44,1496;42,5465
26;świętokrzyskie;2609;sandomierski;2609043;gm.m-w. Koprzywnica;Tarnobrzeski;6537;2949;2779;45,1124;42,5119
22;pomorskie;2209;malborski;2209042;gm.w Malbork;Elbląski;4858;2151;2065;44,2775;42,5072
30;wielkopolskie;3029;wolsztyński;3029012;gm.w Przemęt;Leszczyński;14147;6284;6013;44,4193;42,5037
8;lubuskie;807;sulęciński;807012;gm.w Krzeszyce;Gorzowski;4711;2114;2002;44,8737;42,4963
26;świętokrzyskie;2604;kielecki;2604133;gm.m-w. Nowa Słupia;Kielecki;9361;4174;3978;44,5893;42,4955
26;świętokrzyskie;2601;buski;2601052;gm.w Solec-Zdrój;Kielecki;5033;2319;2138;46,0759;42,4796
14;mazowieckie;1412;miński;1412093;gm.m-w. Kałuszyn;Siedlecki;5749;2614;2441;45,4688;42,4596
28;warmińsko-mazurskie;2816;piski;2816023;gm.m-w. Orzysz;Suwalski;8830;3901;3749;44,1789;42,4575
28;warmińsko-mazurskie;2801;bartoszycki;2801043;gm.m-w. Bisztynek;Olsztyński;6198;2739;2631;44,1917;42,4492
10;łódzkie;1012;radomszczański;1012113;gm.m-w. Przedbórz;Piotrkowski;7052;3204;2993;45,4339;42,4419
14;mazowieckie;1403;garwoliński;1403082;gm.w Miastków Kościelny;Siedlecki;4835;2211;2052;45,7291;42,4405
6;lubelskie;612;opolski;612063;gm.m-w. Poniatowa;Lubelski;14008;6167;5941;44,0248;42,4115
8;lubuskie;802;krośnieński;802072;gm.w Maszewo;Zielonogórski;2787;1242;1182;44,564;42,4112
2;dolnośląskie;222;wołowski;222022;gm.w Wińsko;Wrocławski;8212;3596;3482;43,7896;42,4014
32;zachodniopomorskie;3216;świdwiński;3216052;gm.w Sławoborze;Koszaliński;3977;1767;1686;44,4305;42,3938
28;warmińsko-mazurskie;2803;działdowski;2803022;gm.w Działdowo;Ciechanowski;9831;4383;4167;44,5835;42,3863
6;lubelskie;616;rycki;616062;gm.w Ułęż;Lubelski;3145;1391;1332;44,2289;42,3529
32;zachodniopomorskie;3215;szczecinecki;3215062;gm.w Szczecinek;Koszaliński;9221;4064;3905;44,0733;42,349
