wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;&_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
10;łódzkie;1007;opoczyński;1007082;gm.w Żarnów;Piotrkowski;5817;2394;2310;41,1552;39,7112
14;mazowieckie;1406;grójecki;1406042;gm.w Goszczyn;Radomski;2942;1211;1168;41,1625;39,7009
14;mazowieckie;1425;radomski;1425112;gm.w Wierzbica;Radomski;9608;3931;3814;40,9138;39,6961
32;zachodniopomorskie;3204;goleniowski;3204033;gm.m-w. Maszewo;Szczeciński;8768;3663;3479;41,7769;39,6784
18;podkarpackie;1809;lubaczowski;1809023;gm.m-w. Cieszanów;Przemyski;7073;2922;2805;41,312;39,6579
18;podkarpackie;1818;stalowowolski;1818011;Stalowa Wola;;59623;24431;23627;40,9758;39,6273
18;podkarpackie;1809;lubaczowski;1809053;gm.m-w. Narol;Przemyski;7871;3234;3119;41,0875;39,6265
14;mazowieckie;1413;mławski;1413062;gm.w Stupsk;Ciechanowski;4820;2002;1909;41,5353;39,6058
18;podkarpackie;1816;rzeszowski;1816132;gm.w Trzebownisko;Rzeszowski;22633;9254;8961;40,8872;39,5926
18;podkarpackie;1816;rzeszowski;1816122;gm.w Świlcza;Rzeszowski;16299;6657;6451;40,843;39,5791
2;dolnośląskie;225;zgorzelecki;225063;gm.m-w. Węgliniec;Jeleniogórski;8205;3339;3246;40,6947;39,5612
6;lubelskie;620;zamojski;620022;gm.w Grabowiec;Zamojski;3835;1589;1517;41,4342;39,5567
6;lubelskie;602;biłgorajski;602123;gm.m-w. Tarnogród;Zamojski;6616;2695;2617;40,7346;39,5556
26;świętokrzyskie;2604;kielecki;2604073;gm.m-w. Łagów;Kielecki;6812;2813;2694;41,2948;39,5479
18;podkarpackie;1816;rzeszowski;1816033;gm.m-w. Boguchwała;Rzeszowski;20916;8526;8271;40,7631;39,5439
6;lubelskie;601;bialski;601112;gm.w Piszczac;Bialskopodlaski;7141;2882;2818;40,3585;39,4623
30;wielkopolskie;3007;kaliski;3007062;gm.w Lisków;Kaliski;5161;2122;2036;41,1161;39,4497
30;wielkopolskie;3027;turecki;3027052;gm.w Malanów;Koniński;6547;2671;2582;40,7973;39,4379
16;opolskie;1611;strzelecki;1611063;gm.m-w. Ujazd;Opolski;6426;2589;2534;40,2894;39,4336
6;lubelskie;601;bialski;601132;gm.w Rossosz;Bialskopodlaski;2192;887;863;40,4653;39,3704
18;podkarpackie;1816;rzeszowski;1816011;Dynów;Przemyski;6063;2445;2387;40,3266;39,3699
6;lubelskie;616;rycki;616032;gm.w Nowodwór;Lubelski;4054;1647;1596;40,6265;39,3685
2;dolnośląskie;202;dzierżoniowski;202033;gm.m-w. Pieszyce;Wałbrzyski;9318;3839;3668;41,1998;39,3647
12;małopolskie;1209;myślenicki;1209092;gm.w Wiśniowa;Krakowski;7418;3011;2920;40,5905;39,3637
10;łódzkie;1016;tomaszowski;1016042;gm.w Czerniewice;Piotrkowski;5020;2084;1976;41,5139;39,3625
16;opolskie;1609;opolski;1609012;gm.w Chrząstowice;Opolski;6961;2825;2740;40,5832;39,3622
10;łódzkie;1021;brzeziński;1021022;gm.w Brzeziny;Skierniewicki;5853;2364;2303;40,3895;39,3473
14;mazowieckie;1410;łosicki;1410023;gm.m-w. Łosice;Bialskopodlaski;10739;4388;4224;40,8604;39,3333
10;łódzkie;1012;radomszczański;1012142;gm.w Żytno;Częstochowski;5080;2056;1998;40,4724;39,3307
12;małopolskie;1216;tarnowski;1216042;gm.w Pleśna;Tarnowski;11930;4863;4692;40,7628;39,3294
16;opolskie;1609;opolski;1609062;gm.w Murów;Opolski;5277;2142;2075;40,5912;39,3216
6;lubelskie;613;parczewski;613052;gm.w Podedwórze;Bialskopodlaski;1593;643;626;40,3641;39,2969
6;lubelskie;611;łukowski;611112;gm.w Wola Mysłowska;Siedlecki;4584;1853;1801;40,4232;39,2888
26;świętokrzyskie;2604;kielecki;2604023;gm.m-w. Bodzentyn;Kielecki;11426;4666;4489;40,8367;39,2876
24;śląskie;2403;cieszyński;2403031;Wisła;Bielski;11007;4433;4323;40,2744;39,275
24;śląskie;2415;wodzisławski;2415072;gm.w Lubomia;Katowicki;7903;3167;3103;40,0734;39,2636
30;wielkopolskie;3009;kolski;3009022;gm.w Babiak;Koniński;7832;3218;3075;41,0878;39,262
14;mazowieckie;1426;siedlecki;1426072;gm.w Przesmyki;Siedlecki;3136;1263;1231;40,2742;39,2538
28;warmińsko-mazurskie;2807;iławski;2807052;gm.w Lubawa;Olsztyński;10717;4342;4198;40,5151;39,1714
16;opolskie;1601;brzeski;1601022;gm.w Skarbimierz;Opolski;8357;3396;3268;40,6366;39,1049
6;lubelskie;612;opolski;612042;gm.w Łaziska;Lubelski;4862;1984;1901;40,8063;39,0991
6;lubelskie;602;biłgorajski;602042;gm.w Biszcza;Zamojski;3717;1487;1453;40,0054;39,0907
14;mazowieckie;1415;ostrołęcki;1415092;gm.w Olszewo-Borki;Ostrołęcki;10789;4341;4217;40,2354;39,0861
6;lubelskie;618;tomaszowski;618102;gm.w Telatyn;Zamojski;3854;1588;1506;41,2039;39,0763
12;małopolskie;1215;suski;1215042;gm.w Bystra-Sidzina;Nowosądecki;6895;2813;2693;40,7977;39,0573
6;lubelskie;609;lubelski;609122;gm.w Strzyżewice;Lubelski;8127;3259;3173;40,1009;39,0427
6;lubelskie;618;tomaszowski;618022;gm.w Bełżec;Zamojski;3300;1323;1288;40,0909;39,0303
10;łódzkie;1001;bełchatowski;1001083;gm.m-w. Zelów;Piotrkowski;14876;6003;5802;40,3536;39,0024
2;dolnośląskie;202;dzierżoniowski;202041;Piława Górna;Wałbrzyski;6364;2578;2482;40,5091;39,0006
12;małopolskie;1216;tarnowski;1216082;gm.w Skrzyszów;Tarnowski;14326;5736;5586;40,0391;38,992
20;podlaskie;2008;moniecki;2008022;gm.w Jasionówka;Białostocki;2711;1095;1057;40,391;38,9893
20;podlaskie;2003;bielski;2003082;gm.w Wyszki;Białostocki;4302;1719;1677;39,9582;38,9819
18;podkarpackie;1804;jarosławski;1804021;Radymno;Przemyski;5214;2116;2032;40,583;38,972
6;lubelskie;620;zamojski;620012;gm.w Adamów;Zamojski;4597;1945;1791;42,3102;38,9602
10;łódzkie;1014;sieradzki;1014072;gm.w Klonowa;Sieradzki;2888;1162;1125;40,2355;38,9543
6;lubelskie;604;hrubieszowski;604072;gm.w Uchanie;Zamojski;4478;1838;1744;41,0451;38,946
6;lubelskie;609;lubelski;609042;gm.w Garbów;Lubelski;9048;3711;3521;41,0146;38,9147
14;mazowieckie;1420;płoński;1420092;gm.w Płońsk;Ciechanowski;8015;3244;3118;40,4741;38,9021
18;podkarpackie;1818;stalowowolski;1818053;gm.m-w. Zaklików;Tarnobrzeski;8497;3401;3305;40,0259;38,8961
10;łódzkie;1016;tomaszowski;1016112;gm.w Żelechlinek;Piotrkowski;3302;1327;1284;40,1878;38,8855
14;mazowieckie;1426;siedlecki;1426053;gm.m-w. Mordy;Siedlecki;5716;2291;2222;40,0805;38,8733
30;wielkopolskie;3017;ostrowski;3017082;gm.w Sośnie;Kaliski;6563;2617;2551;39,8751;38,8694
12;małopolskie;1209;myślenicki;1209052;gm.w Raciechowice;Krakowski;6471;2590;2515;40,0247;38,8657
14;mazowieckie;1403;garwoliński;1403143;gm.m-w. Żelechów;Siedlecki;8193;3292;3183;40,1806;38,8502
20;podlaskie;2010;siemiatycki;2010011;Siemiatycze;Białostocki;14210;5734;5517;40,3519;38,8248
6;lubelskie;620;zamojski;620112;gm.w Stary Zamość;Zamojski;5144;2060;1997;40,0467;38,8219
16;opolskie;1609;opolski;1609132;gm.w Turawa;Opolski;10029;3991;3891;39,7946;38,7975
20;podlaskie;2009;sejneński;2009022;gm.w Giby;Suwalski;2685;1074;1041;40;38,7709
30;wielkopolskie;3009;kolski;3009092;gm.w Olszówka;Koniński;4471;1788;1733;39,9911;38,7609
30;wielkopolskie;3009;kolski;3009102;gm.w Osiek Mały;Koniński;6152;2478;2382;40,2796;38,7191
26;świętokrzyskie;2604;kielecki;2604182;gm.w Strawczyn;Kielecki;10964;4395;4245;40,0857;38,7176
20;podlaskie;2012;suwalski;2012072;gm.w Suwałki;Suwalski;7826;3116;3030;39,816;38,7171
14;mazowieckie;1429;sokołowski;1429053;gm.m-w. Kosów Lacki;Siedlecki;5900;2406;2284;40,7797;38,7119
24;śląskie;2417;żywiecki;2417142;gm.w Ujsoły;Bielski;4406;1761;1705;39,9682;38,6972
28;warmińsko-mazurskie;2816;piski;2816033;gm.m-w. Pisz;Suwalski;27517;11047;10644;40,1461;38,6815
28;warmińsko-mazurskie;2809;lidzbarski;2809042;gm.w Lubomino;Olsztyński;3566;1418;1379;39,7644;38,6708
6;lubelskie;605;janowski;605063;gm.m-w. Modliborzyce;Tarnobrzeski;6914;2749;2673;39,7599;38,6607
22;pomorskie;2205;kartuski;2205032;gm.w Przodkowo;Gdański;9932;4022;3839;40,4954;38,6528
20;podlaskie;2001;augustowski;2001072;gm.w Sztabin;Suwalski;4996;2020;1929;40,4323;38,6109
6;lubelskie;602;biłgorajski;602092;gm.w Łukowa;Zamojski;4191;1667;1618;39,7757;38,6065
6;lubelskie;612;opolski;612023;gm.m-w. Józefów nad Wisłą;Lubelski;6466;2599;2495;40,1949;38,5865
6;lubelskie;613;parczewski;613022;gm.w Jabłoń;Bialskopodlaski;3828;1535;1477;40,0993;38,5841
10;łódzkie;1013;rawski;1013042;gm.w Rawa Mazowiecka;Skierniewicki;8793;3545;3392;40,3162;38,5761
28;warmińsko-mazurskie;2811;nidzicki;2811012;gm.w Janowiec Kościelny;Olsztyński;3193;1290;1231;40,4009;38,5531
6;lubelskie;617;świdnicki;617052;gm.w Trawniki;Lubelski;8833;3566;3404;40,3713;38,5373
10;łódzkie;1001;bełchatowski;1001022;gm.w Bełchatów;Piotrkowski;11838;4703;4562;39,728;38,5369
24;śląskie;2411;raciborski;2411053;gm.m-w. Kuźnia Raciborska;Katowicki;11641;4604;4486;39,5499;38,5362
32;zachodniopomorskie;3201;białogardzki;3201022;gm.w Białogard;Koszaliński;7543;2994;2906;39,6924;38,5258
2;dolnośląskie;224;ząbkowicki;224042;gm.w Stoszowice;Wałbrzyski;5360;2180;2064;40,6716;38,5075
10;łódzkie;1001;bełchatowski;1001032;gm.w Drużbice;Piotrkowski;5220;2072;2010;39,6935;38,5057
14;mazowieckie;1412;miński;1412102;gm.w Latowicz;Siedlecki;5379;2188;2071;40,6767;38,5016
2;dolnośląskie;202;dzierżoniowski;202052;gm.w Dzierżoniów;Wałbrzyski;9013;3590;3470;39,8314;38,4999
32;zachodniopomorskie;3214;stargardzki;3214092;gm.w Stara Dąbrowa;Szczeciński;3717;1477;1431;39,7363;38,4988
18;podkarpackie;1802;brzozowski;1802062;gm.w Nozdrzec;Krośnieński;7912;3140;3044;39,6866;38,4732
20;podlaskie;2011;sokólski;2011093;gm.m-w. Suchowola;Białostocki;6765;2732;2601;40,3843;38,4479
26;świętokrzyskie;2604;kielecki;2604062;gm.w Górno;Kielecki;14649;5842;5632;39,8799;38,4463
14;mazowieckie;1429;sokołowski;1429072;gm.w Sabnie;Siedlecki;3574;1415;1374;39,5915;38,4443
14;mazowieckie;1411;makowski;1411042;gm.w Krasnosielc;Ostrołęcki;6283;2526;2414;40,2037;38,4211
12;małopolskie;1204;dąbrowski;1204042;gm.w Mędrzechów;Tarnowski;3404;1343;1307;39,4536;38,396
12;małopolskie;1202;brzeski;1202033;gm.m-w. Czchów;Tarnowski;9814;3877;3766;39,5048;38,3738
30;wielkopolskie;3007;kaliski;3007053;gm.m-w. Koźminek;Kaliski;7548;2998;2896;39,7191;38,3678
2;dolnośląskie;204;górowski;204032;gm.w Niechlów;Leszczyński;4801;1896;1841;39,4918;38,3462
10;łódzkie;1009;pajęczański;1009052;gm.w Rząśnia;Piotrkowski;4924;1955;1886;39,7035;38,3022
14;mazowieckie;1403;garwoliński;1403112;gm.w Sobolew;Siedlecki;8173;3255;3129;39,8263;38,2846
14;mazowieckie;1428;sochaczewski;1428032;gm.w Iłów;Płocki;6118;2431;2340;39,7352;38,2478
18;podkarpackie;1809;lubaczowski;1809063;gm.m-w. Oleszyce;Przemyski;6296;2513;2407;39,9142;38,2306
14;mazowieckie;1409;lipski;1409022;gm.w Ciepielów;Radomski;5504;2173;2103;39,4804;38,2086
14;mazowieckie;1415;ostrołęcki;1415032;gm.w Czerwin;Ostrołęcki;5054;2005;1931;39,6715;38,2074
10;łódzkie;1013;rawski;1013032;gm.w Cielądz;Skierniewicki;3950;1565;1509;39,6203;38,2025
18;podkarpackie;1810;łańcucki;1810042;gm.w Łańcut;Rzeszowski;22026;8640;8412;39,2264;38,1912
26;świętokrzyskie;2604;kielecki;2604082;gm.w Łopuszno;Kielecki;8924;3586;3408;40,1838;38,1892
6;lubelskie;610;łęczyński;610062;gm.w Spiczyn;Lubelski;5823;2295;2223;39,4127;38,1762
24;śląskie;2411;raciborski;2411082;gm.w Rudnik;Katowicki;5150;1999;1966;38,8155;38,1748
12;małopolskie;1202;brzeski;1202072;gm.w Szczurowa;Tarnowski;9407;3717;3589;39,5131;38,1524
24;śląskie;2407;lubliniecki;2407052;gm.w Kochanowice;Częstochowski;6959;2745;2655;39,4453;38,152
20;podlaskie;2006;kolneński;2006011;Kolno;Łomżyński;10143;4044;3866;39,8699;38,115
20;podlaskie;2001;augustowski;2001043;gm.m-w. Lipsk;Suwalski;4980;1955;1898;39,257;38,1124
14;mazowieckie;1430;szydłowiecki;1430022;gm.w Jastrząb;Radomski;5158;2043;1965;39,6084;38,0962
32;zachodniopomorskie;3213;sławieński;3213062;gm.w Sławno;Słupski;8833;3512;3364;39,76;38,0845
6;lubelskie;608;lubartowski;608082;gm.w Michów;Lubelski;5751;2281;2190;39,6627;38,0803
18;podkarpackie;1816;rzeszowski;1816143;gm.m-w. Tyczyn;Rzeszowski;10662;4190;4058;39,2984;38,0604
6;lubelskie;608;lubartowski;608042;gm.w Jeziorzany;Lubelski;2722;1103;1035;40,5217;38,0235
22;pomorskie;2203;człuchowski;2203052;gm.w Koczała;Słupski;3327;1335;1265;40,1262;38,0222
12;małopolskie;1202;brzeski;1202012;gm.w Borzęcin;Tarnowski;8267;3214;3143;38,8775;38,0186
12;małopolskie;1216;tarnowski;1216133;gm.m-w. Wojnicz;Tarnowski;13340;5234;5068;39,2354;37,991
18;podkarpackie;1814;przeworski;1814053;gm.m-w. Kańczuga;Przemyski;12285;4869;4666;39,6337;37,9813
18;podkarpackie;1804;jarosławski;1804062;gm.w Pawłosiów;Przemyski;8429;3335;3200;39,5658;37,9642
20;podlaskie;2011;sokólski;2011022;gm.w Janów;Białostocki;4002;1583;1519;39,5552;37,956
16;opolskie;1603;kędzierzyńsko-kozielski;1603022;gm.w Bierawa;Opolski;7895;3093;2996;39,1767;37,9481
28;warmińsko-mazurskie;2810;mrągowski;2810032;gm.w Mrągowo;Olsztyński;8023;3156;3044;39,3369;37,9409
6;lubelskie;608;lubartowski;608022;gm.w Abramów;Lubelski;4029;1606;1528;39,861;37,925
2;dolnośląskie;201;bolesławiecki;201043;gm.m-w. Nowogrodziec;Jeleniogórski;15229;5985;5775;39,3;37,9211
14;mazowieckie;1403;garwoliński;1403122;gm.w Trojanów;Siedlecki;7236;2847;2743;39,3449;37,9077
14;mazowieckie;1423;przysuski;1423052;gm.w Potworów;Radomski;4194;1681;1588;40,0811;37,8636
16;opolskie;1610;prudnicki;1610023;gm.m-w. Głogówek;Opolski;13138;5153;4973;39,2221;37,852
26;świętokrzyskie;2611;starachowicki;2611042;gm.w Pawłów;Kielecki;15187;5979;5748;39,3692;37,8482
14;mazowieckie;1422;przasnyski;1422062;gm.w Krzynowłoga Mała;Ostrołęcki;3417;1365;1293;39,9473;37,8402
30;wielkopolskie;3012;krotoszyński;3012052;gm.w Rozdrażew;Kaliski;5151;2019;1947;39,1963;37,7985
26;świętokrzyskie;2606;opatowski;2606012;gm.w Baćkowice;Tarnobrzeski;4837;1906;1828;39,4046;37,792
28;warmińsko-mazurskie;2813;olecki;2813052;gm.w Świętajno;Suwalski;3906;1522;1476;38,9657;37,788
30;wielkopolskie;3017;ostrowski;3017072;gm.w Sieroszewice;Kaliski;9660;3794;3650;39,2754;37,7847
6;lubelskie;618;tomaszowski;618053;gm.m-w. Lubycza Królewska;Zamojski;6102;2367;2305;38,7906;37,7745
6;lubelskie;609;lubelski;609062;gm.w Jabłonna;Lubelski;8107;3170;3062;39,102;37,7698
12;małopolskie;1210;nowosądecki;1210062;gm.w Korzenna;Nowosądecki;14546;5686;5493;39,0898;37,763
20;podlaskie;2002;białostocki;2002063;gm.m-w. Łapy;Białostocki;21653;8534;8176;39,4126;37,7592
6;lubelskie;601;bialski;601192;gm.w Zalesie;Bialskopodlaski;4378;1705;1653;38,9447;37,757
12;małopolskie;1209;myślenicki;1209022;gm.w Lubień;Nowosądecki;10080;3901;3805;38,7004;37,748
22;pomorskie;2215;wejherowski;2215082;gm.w Łęczyce;Gdański;12102;4716;4566;38,9688;37,7293
6;lubelskie;607;kraśnicki;607032;gm.w Dzierzkowice;Lubelski;5236;2070;1975;39,534;37,7196
20;podlaskie;2014;zambrowski;2014032;gm.w Rutki;Łomżyński;5427;2122;2047;39,1008;37,7188
6;lubelskie;602;biłgorajski;602142;gm.w Turobin;Zamojski;5942;2313;2240;38,9263;37,6977
20;podlaskie;2002;białostocki;2002103;gm.m-w. Suraż;Białostocki;1937;753;730;38,8745;37,6871
26;świętokrzyskie;2605;konecki;2605043;gm.m-w. Radoszyce;Kielecki;8760;3470;3301;39,6119;37,6826
18;podkarpackie;1809;lubaczowski;1809032;gm.w Horyniec-Zdrój;Przemyski;4576;1803;1723;39,4012;37,653
6;lubelskie;620;zamojski;620062;gm.w Miączyn;Zamojski;5667;2261;2132;39,8977;37,6213
18;podkarpackie;1810;łańcucki;1810072;gm.w Żołynia;Rzeszowski;7037;2731;2647;38,8092;37,6155
18;podkarpackie;1820;tarnobrzeski;1820013;gm.m-w. Baranów Sandomierski;Tarnobrzeski;11770;4563;4427;38,7681;37,6126
6;lubelskie;618;tomaszowski;618132;gm.w Ulhówek;Zamojski;4455;1744;1675;39,147;37,5982
14;mazowieckie;1426;siedlecki;1426102;gm.w Suchożebry;Siedlecki;4652;1812;1748;38,951;37,5752
16;opolskie;1611;strzelecki;1611033;gm.m-w. Kolonowskie;Opolski;5863;2252;2203;38,4104;37,5746
14;mazowieckie;1437;żuromiński;1437052;gm.w Siemiątkowo;Ciechanowski;3426;1344;1287;39,2294;37,5657
20;podlaskie;2012;suwalski;2012022;gm.w Filipów;Suwalski;4212;1623;1582;38,5328;37,5594
6;lubelskie;618;tomaszowski;618092;gm.w Tarnawatka;Zamojski;3885;1511;1459;38,8932;37,5547
6;lubelskie;601;bialski;601072;gm.w Konstantynów;Bialskopodlaski;4060;1600;1524;39,4089;37,5369
28;warmińsko-mazurskie;2811;nidzicki;2811022;gm.w Janowo;Olsztyński;2633;1026;988;38,967;37,5237
6;lubelskie;602;biłgorajski;602073;gm.m-w. Józefów;Zamojski;6706;2623;2516;39,1142;37,5186
14;mazowieckie;1436;zwoleński;1436042;gm.w Tczów;Radomski;4874;1889;1828;38,7567;37,5051
6;lubelskie;601;bialski;601122;gm.w Rokitno;Bialskopodlaski;2933;1126;1100;38,3907;37,5043
18;podkarpackie;1811;mielecki;1811052;gm.w Mielec;Rzeszowski;13445;5258;5038;39,1075;37,4712
24;śląskie;2411;raciborski;2411072;gm.w Pietrowice Wielkie;Katowicki;6888;2657;2581;38,5743;37,471
6;lubelskie;603;chełmski;603142;gm.w Żmudź;Chełmski;3022;1161;1131;38,4183;37,4255
14;mazowieckie;1426;siedlecki;1426062;gm.w Paprotnia;Siedlecki;2501;958;936;38,3047;37,425
6;lubelskie;606;krasnostawski;606052;gm.w Krasnystaw;Chełmski;8460;3327;3165;39,3262;37,4113
12;małopolskie;1205;gorlicki;1205042;gm.w Gorlice;Nowosądecki;17271;6640;6461;38,4459;37,4095
14;mazowieckie;1410;łosicki;1410032;gm.w Olszanka;Bialskopodlaski;2914;1125;1090;38,6067;37,4056
18;podkarpackie;1813;przemyski;1813102;gm.w Żurawica;Przemyski;12940;4986;4838;38,5317;37,3879
14;mazowieckie;1430;szydłowiecki;1430012;gm.w Chlewiska;Radomski;5865;2298;2192;39,1816;37,3743
6;lubelskie;619;włodawski;619052;gm.w Urszulin;Chełmski;4164;1603;1556;38,4966;37,3679
26;świętokrzyskie;2606;opatowski;2606072;gm.w Tarłów;Tarnobrzeski;5067;2003;1893;39,5303;37,3594
16;opolskie;1611;strzelecki;1611073;gm.m-w. Zawadzkie;Opolski;11206;4257;4181;37,9886;37,3104
14;mazowieckie;1425;radomski;1425122;gm.w Wolanów;Radomski;8894;3463;3318;38,9364;37,306
14;mazowieckie;1419;płocki;1419112;gm.w Słubice;Płocki;4415;1725;1647;39,0713;37,3046
6;lubelskie;603;chełmski;603062;gm.w Kamień;Chełmski;4162;1587;1552;38,1307;37,2898
12;małopolskie;1205;gorlicki;1205033;gm.m-w. Bobowa;Nowosądecki;9805;3777;3656;38,5212;37,2871
6;lubelskie;614;puławski;614072;gm.w Markuszów;Lubelski;2943;1147;1097;38,9738;37,2749
30;wielkopolskie;3031;złotowski;3031082;gm.w Złotów;Pilski;10005;3839;3729;38,3708;37,2714
14;mazowieckie;1425;radomski;1425132;gm.w Zakrzew;Radomski;13308;5155;4960;38,7361;37,2708
12;małopolskie;1210;nowosądecki;1210022;gm.w Chełmiec;Nowosądecki;28959;11114;10781;38,3784;37,2285
20;podlaskie;2012;suwalski;2012062;gm.w Rutka-Tartak;Suwalski;2330;893;867;38,3262;37,2103
16;opolskie;1611;strzelecki;1611022;gm.w Jemielnica;Opolski;7224;2753;2688;38,1091;37,2093
12;małopolskie;1216;tarnowski;1216013;gm.m-w. Ciężkowice;Tarnowski;11237;4307;4181;38,3287;37,2074
14;mazowieckie;1409;lipski;1409012;gm.w Chotcza;Radomski;2333;905;867;38,7913;37,1625
18;podkarpackie;1819;strzyżowski;1819012;gm.w Czudec;Rzeszowski;11777;4525;4376;38,4223;37,1572
6;lubelskie;620;zamojski;620092;gm.w Sitno;Zamojski;6719;2586;2495;38,4879;37,1335
14;mazowieckie;1426;siedlecki;1426042;gm.w Mokobody;Siedlecki;4922;1894;1827;38,4803;37,1191
6;lubelskie;620;zamojski;620052;gm.w Łabunie;Zamojski;6190;2400;2297;38,7722;37,1082
20;podlaskie;2003;bielski;2003042;gm.w Boćki;Białostocki;4099;1570;1521;38,302;37,1066
12;małopolskie;1216;tarnowski;1216153;gm.m-w. Żabno;Tarnowski;18862;7230;6999;38,331;37,1064
6;lubelskie;602;biłgorajski;602053;gm.m-w. Frampol;Zamojski;6059;2316;2246;38,2241;37,0688
6;lubelskie;620;zamojski;620102;gm.w Skierbieszów;Zamojski;5086;1971;1885;38,7534;37,0625
20;podlaskie;2002;białostocki;2002143;gm.m-w. Zabłudów;Białostocki;9386;3583;3478;38,1739;37,0552
14;mazowieckie;1416;ostrowski;1416043;gm.m-w. Brok;Ostrołęcki;2780;1111;1030;39,964;37,0504
20;podlaskie;2011;sokólski;2011062;gm.w Nowy Dwór;Białostocki;2573;990;953;38,4765;37,0385
10;łódzkie;1001;bełchatowski;1001042;gm.w Kleszczów;Piotrkowski;6418;2440;2375;38,0181;37,0053
16;opolskie;1608;oleski;1608033;gm.m-w. Olesno;Częstochowski;17640;6681;6524;37,8741;36,9841
16;opolskie;1603;kędzierzyńsko-kozielski;1603062;gm.w Reńska Wieś;Opolski;8299;3151;3069;37,9684;36,9804
20;podlaskie;2011;sokólski;2011032;gm.w Korycin;Białostocki;3172;1204;1173;37,9571;36,9798
10;łódzkie;1016;tomaszowski;1016032;gm.w Budziszewice;Piotrkowski;2161;843;799;39,0097;36,9736
14;mazowieckie;1425;radomski;1425052;gm.w Jedlińsk;Radomski;14623;5588;5406;38,2138;36,9692
6;lubelskie;618;tomaszowski;618042;gm.w Krynice;Zamojski;3204;1230;1184;38,3895;36,9538
20;podlaskie;2005;hajnowski;2005032;gm.w Czeremcha;Białostocki;3064;1185;1132;38,6749;36,9452
14;mazowieckie;1410;łosicki;1410012;gm.w Huszlew;Bialskopodlaski;2780;1083;1027;38,9568;36,9424
6;lubelskie;603;chełmski;603122;gm.w Wierzbica;Chełmski;5000;1918;1847;38,36;36,94
6;lubelskie;618;tomaszowski;618082;gm.w Susiec;Zamojski;7384;2863;2727;38,773;36,9312
28;warmińsko-mazurskie;2816;piski;2816013;gm.m-w. Biała Piska;Suwalski;11534;4479;4258;38,833;36,9169
6;lubelskie;620;zamojski;620133;gm.m-w. Szczebrzeszyn;Zamojski;11083;4264;4091;38,4733;36,9124
20;podlaskie;2005;hajnowski;2005082;gm.w Narew;Białostocki;3417;1310;1261;38,3377;36,9037
6;lubelskie;603;chełmski;603153;gm.m-w. Rejowiec;Chełmski;6295;2419;2323;38,4273;36,9023
16;opolskie;1608;oleski;1608023;gm.m-w. Gorzów Śląski;Częstochowski;7108;2711;2622;38,1401;36,888
6;lubelskie;607;kraśnicki;607083;gm.m-w. Urzędów;Lubelski;8453;3208;3117;37,951;36,8745
14;mazowieckie;1425;radomski;1425103;gm.m-w. Skaryszew;Radomski;14821;5672;5461;38,27;36,8464
14;mazowieckie;1407;kozienicki;1407022;gm.w Głowaczów;Radomski;7060;2736;2599;38,7535;36,813
26;świętokrzyskie;2605;konecki;2605072;gm.w Smyków;Kielecki;3768;1467;1385;38,9331;36,7569
22;pomorskie;2201;bytowski;2201052;gm.w Lipnica;Słupski;5202;1994;1912;38,3314;36,7551
14;mazowieckie;1430;szydłowiecki;1430042;gm.w Orońsko;Radomski;5953;2288;2188;38,4344;36,7546
18;podkarpackie;1820;tarnobrzeski;1820022;gm.w Gorzyce;Tarnobrzeski;13050;4972;4795;38,0996;36,7433
18;podkarpackie;1807;krośnieński;1807083;gm.m-w. Rymanów;Krośnieński;15877;5970;5832;37,6016;36,7324
18;podkarpackie;1811;mielecki;1811022;gm.w Borowa;Rzeszowski;5490;2100;2016;38,2514;36,7213
30;wielkopolskie;3007;kaliski;3007102;gm.w Szczytniki;Kaliski;7797;2973;2862;38,1301;36,7064
12;małopolskie;1202;brzeski;1202062;gm.w Iwkowa;Tarnowski;6512;2469;2389;37,9146;36,6861
20;podlaskie;2010;siemiatycki;2010023;gm.m-w. Drohiczyn;Białostocki;6146;2324;2252;37,8132;36,6417
16;opolskie;1603;kędzierzyńsko-kozielski;1603042;gm.w Pawłowiczki;Opolski;7277;2731;2665;37,5292;36,6222
6;lubelskie;609;lubelski;609152;gm.w Wysokie;Zamojski;4353;1655;1594;38,0198;36,6184
10;łódzkie;1014;sieradzki;1014032;gm.w Brąszewice;Sieradzki;4466;1681;1633;37,6399;36,5652
2;dolnośląskie;204;górowski;204022;gm.w Jemielno;Leszczyński;2967;1122;1084;37,816;36,5352
6;lubelskie;607;kraśnicki;607042;gm.w Gościeradów;Tarnobrzeski;7153;2747;2611;38,4035;36,5022
12;małopolskie;1210;nowosądecki;1210152;gm.w Rytro;Nowosądecki;3752;1396;1369;37,2068;36,4872
6;lubelskie;615;radzyński;615082;gm.w Wohyń;Bialskopodlaski;6501;2463;2372;37,8865;36,4867
14;mazowieckie;1425;radomski;1425072;gm.w Kowala;Radomski;12273;4636;4478;37,774;36,4866
18;podkarpackie;1813;przemyski;1813082;gm.w Przemyśl;Przemyski;10709;4033;3906;37,6599;36,474
