teryt,powiat_miasto,zarazenia,zgony,data
1465,Warszawa,1153.0,7.0,2021-03-03
1601,brzeski,16.0,0.0,2021-03-03
1602,gubczycki,5.0,0.0,2021-03-03
1603,kdzierzysko-kozielski,39.0,1.0,2021-03-03
1604,kluczborski,22.0,0.0,2021-03-03
1605,krapkowicki,14.0,0.0,2021-03-03
1606,namysowski,15.0,0.0,2021-03-03
1607,nyski,38.0,0.0,2021-03-03
1608,oleski,6.0,0.0,2021-03-03
1609,opolski,43.0,0.0,2021-03-03
1610,prudnicki,2.0,0.0,2021-03-03
1611,strzelecki,9.0,0.0,2021-03-03
1661,Opole,57.0,0.0,2021-03-03
1801,bieszczadzki,9.0,1.0,2021-03-03
1802,brzozowski,14.0,1.0,2021-03-03
1803,dbicki,50.0,2.0,2021-03-03
1804,jarosawski,63.0,0.0,2021-03-03
1805,jasielski,19.0,0.0,2021-03-03
1806,kolbuszowski,18.0,0.0,2021-03-03
1807,kronieski,35.0,0.0,2021-03-03
1808,leajski,27.0,0.0,2021-03-03
1809,lubaczowski,12.0,1.0,2021-03-03
1810,acucki,45.0,0.0,2021-03-03
1811,mielecki,60.0,2.0,2021-03-03
1812,niaski,33.0,0.0,2021-03-03
1813,przemyski,29.0,0.0,2021-03-03
1814,przeworski,40.0,1.0,2021-03-03
1815,ropczycko-sdziszowski,17.0,0.0,2021-03-03
1816,rzeszowski,84.0,1.0,2021-03-03
1817,sanocki,45.0,0.0,2021-03-03
1818,stalowowolski,20.0,0.0,2021-03-03
1819,strzyowski,35.0,0.0,2021-03-03
1820,tarnobrzeski,16.0,0.0,2021-03-03
1821,leski,10.0,0.0,2021-03-03
1861,Krosno,22.0,0.0,2021-03-03
1862,Przemyl,36.0,0.0,2021-03-03
1863,Rzeszw,168.0,2.0,2021-03-03
1864,Tarnobrzeg,34.0,0.0,2021-03-03
2001,augustowski,13.0,1.0,2021-03-03
2002,biaostocki,44.0,1.0,2021-03-03
2003,bielski,21.0,0.0,2021-03-03
2004,grajewski,39.0,0.0,2021-03-03
2005,hajnowski,9.0,2.0,2021-03-03
2006,kolneski,18.0,0.0,2021-03-03
2007,omyski,49.0,1.0,2021-03-03
2008,moniecki,5.0,0.0,2021-03-03
2009,sejneski,7.0,0.0,2021-03-03
2010,siemiatycki,2.0,0.0,2021-03-03
2011,soklski,33.0,1.0,2021-03-03
2012,suwalski,3.0,0.0,2021-03-03
2013,wysokomazowiecki,3.0,2.0,2021-03-03
2014,zambrowski,13.0,0.0,2021-03-03
2061,Biaystok,112.0,0.0,2021-03-03
2062,oma,66.0,1.0,2021-03-03
2063,Suwaki,1.0,0.0,2021-03-03
2201,bytowski,12.0,0.0,2021-03-03
2202,chojnicki,43.0,0.0,2021-03-03
2203,czuchowski,53.0,0.0,2021-03-03
2204,gdaski,103.0,0.0,2021-03-03
2205,kartuski,54.0,2.0,2021-03-03
2206,kocierski,20.0,0.0,2021-03-03
2207,kwidzyski,40.0,0.0,2021-03-03
2208,lborski,71.0,0.0,2021-03-03
2209,malborski,25.0,0.0,2021-03-03
2210,nowodworski,27.0,0.0,2021-03-03
2211,pucki,42.0,0.0,2021-03-03
2212,supski,34.0,0.0,2021-03-03
2213,starogardzki,51.0,0.0,2021-03-03
2214,tczewski,51.0,2.0,2021-03-03
2215,wejherowski,125.0,6.0,2021-03-03
2216,sztumski,9.0,0.0,2021-03-03
2261,Gdask,328.0,8.0,2021-03-03
2262,Gdynia,180.0,4.0,2021-03-03
2263,Supsk,45.0,0.0,2021-03-03
2264,Sopot,17.0,1.0,2021-03-03
2401,bdziski,55.0,0.0,2021-03-03
2402,bielski,115.0,5.0,2021-03-03
2403,cieszyski,86.0,1.0,2021-03-03
2404,czstochowski,29.0,0.0,2021-03-03
2405,gliwicki,34.0,0.0,2021-03-03
2406,kobucki,4.0,0.0,2021-03-03
2407,lubliniecki,15.0,0.0,2021-03-03
2408,mikoowski,34.0,0.0,2021-03-03
2409,myszkowski,14.0,0.0,2021-03-03
2410,pszczyski,12.0,1.0,2021-03-03
2411,raciborski,27.0,3.0,2021-03-03
2412,rybnicki,15.0,0.0,2021-03-03
2413,tarnogrski,57.0,0.0,2021-03-03
2414,bierusko-ldziski,17.0,0.0,2021-03-03
2415,wodzisawski,23.0,1.0,2021-03-03
2416,zawierciaski,33.0,1.0,2021-03-03
2417,ywiecki,123.0,8.0,2021-03-03
2461,Bielsko-Biaa,83.0,14.0,2021-03-03
2462,Bytom,51.0,1.0,2021-03-03
2463,Chorzw,40.0,0.0,2021-03-03
2464,Czstochowa,77.0,1.0,2021-03-03
2465,Dbrowa Grnicza,50.0,1.0,2021-03-03
2466,Gliwice,71.0,0.0,2021-03-03
2467,Jastrzbie-Zdrj,19.0,0.0,2021-03-03
2468,Jaworzno,34.0,0.0,2021-03-03
2469,Katowice,103.0,1.0,2021-03-03
2470,Mysowice,13.0,1.0,2021-03-03
2471,Piekary lskie,23.0,1.0,2021-03-03
2472,Ruda lska,48.0,0.0,2021-03-03
2473,Rybnik,25.0,0.0,2021-03-03
2474,Siemianowice lskie,37.0,0.0,2021-03-03
2475,Sosnowiec,94.0,0.0,2021-03-03
2476,witochowice,18.0,2.0,2021-03-03
2477,Tychy,83.0,0.0,2021-03-03
2478,Zabrze,49.0,3.0,2021-03-03
2479,ory,8.0,0.0,2021-03-03
2601,buski,9.0,0.0,2021-03-03
2602,jdrzejowski,22.0,0.0,2021-03-03
2603,kazimierski,6.0,0.0,2021-03-03
2604,kielecki,65.0,1.0,2021-03-03
2605,konecki,8.0,2.0,2021-03-03
2606,opatowski,14.0,0.0,2021-03-03
2607,ostrowiecki,50.0,0.0,2021-03-03
2608,piczowski,27.0,0.0,2021-03-03
2609,sandomierski,36.0,0.0,2021-03-03
2610,skaryski,18.0,0.0,2021-03-03
2611,starachowicki,19.0,0.0,2021-03-03
2612,staszowski,11.0,0.0,2021-03-03
2613,woszczowski,4.0,1.0,2021-03-03
2661,Kielce,92.0,2.0,2021-03-03
2801,bartoszycki,30.0,0.0,2021-03-03
2802,braniewski,28.0,1.0,2021-03-03
2803,dziadowski,50.0,1.0,2021-03-03
2804,elblski,12.0,1.0,2021-03-03
2805,ecki,7.0,0.0,2021-03-03
2806,giycki,2.0,0.0,2021-03-03
2807,iawski,75.0,1.0,2021-03-03
2808,ktrzyski,14.0,0.0,2021-03-03
2809,lidzbarski,4.0,0.0,2021-03-03
2810,mrgowski,10.0,0.0,2021-03-03
2811,nidzicki,81.0,0.0,2021-03-03
2812,nowomiejski,26.0,0.0,2021-03-03
2813,olecki,12.0,2.0,2021-03-03
2814,olsztyski,126.0,3.0,2021-03-03
2815,ostrdzki,61.0,0.0,2021-03-03
2816,piski,4.0,0.0,2021-03-03
2817,szczycieski,55.0,0.0,2021-03-03
2818,godapski,7.0,0.0,2021-03-03
2819,wgorzewski,5.0,0.0,2021-03-03
2861,Elblg,59.0,8.0,2021-03-03
2862,Olsztyn,163.0,0.0,2021-03-03
3001,chodzieski,19.0,0.0,2021-03-03
3002,czarnkowsko-trzcianecki,13.0,1.0,2021-03-03
3003,gnienieski,72.0,5.0,2021-03-03
3004,gostyski,24.0,1.0,2021-03-03
3005,grodziski,9.0,0.0,2021-03-03
3006,jarociski,26.0,0.0,2021-03-03
3007,kaliski,17.0,0.0,2021-03-03
3008,kpiski,20.0,0.0,2021-03-03
3009,kolski,7.0,0.0,2021-03-03
3010,koniski,24.0,0.0,2021-03-03
3011,kociaski,23.0,1.0,2021-03-03
3012,krotoszyski,28.0,0.0,2021-03-03
3013,leszczyski,14.0,2.0,2021-03-03
3014,midzychodzki,4.0,0.0,2021-03-03
3015,nowotomyski,24.0,0.0,2021-03-03
3016,obornicki,21.0,1.0,2021-03-03
3017,ostrowski,37.0,0.0,2021-03-03
3018,ostrzeszowski,28.0,0.0,2021-03-03
3019,pilski,28.0,0.0,2021-03-03
3020,pleszewski,6.0,0.0,2021-03-03
3021,poznaski,233.0,0.0,2021-03-03
3022,rawicki,13.0,2.0,2021-03-03
3023,supecki,14.0,0.0,2021-03-03
3024,szamotulski,13.0,0.0,2021-03-03
3025,redzki,22.0,0.0,2021-03-03
3026,remski,8.0,0.0,2021-03-03
3027,turecki,33.0,1.0,2021-03-03
3028,wgrowiecki,18.0,2.0,2021-03-03
3029,wolsztyski,3.0,2.0,2021-03-03
3030,wrzesiski,24.0,1.0,2021-03-03
3031,zotowski,11.0,0.0,2021-03-03
3061,Kalisz,35.0,0.0,2021-03-03
3062,Konin,13.0,0.0,2021-03-03
3063,Leszno,25.0,0.0,2021-03-03
3064,Pozna,342.0,9.0,2021-03-03
3201,biaogardzki,16.0,0.0,2021-03-03
3202,choszczeski,14.0,0.0,2021-03-03
3203,drawski,10.0,0.0,2021-03-03
3204,goleniowski,24.0,0.0,2021-03-03
3205,gryficki,9.0,1.0,2021-03-03
3206,gryfiski,13.0,0.0,2021-03-03
3207,kamieski,10.0,0.0,2021-03-03
3208,koobrzeski,18.0,1.0,2021-03-03
3209,koszaliski,15.0,0.0,2021-03-03
3210,myliborski,26.0,0.0,2021-03-03
3211,policki,26.0,2.0,2021-03-03
3212,pyrzycki,4.0,2.0,2021-03-03
3213,sawieski,18.0,1.0,2021-03-03
3214,stargardzki,30.0,0.0,2021-03-03
3215,szczecinecki,43.0,3.0,2021-03-03
3216,widwiski,4.0,0.0,2021-03-03
3217,waecki,8.0,0.0,2021-03-03
3218,obeski,11.0,2.0,2021-03-03
3261,Koszalin,37.0,1.0,2021-03-03
3262,Szczecin,133.0,2.0,2021-03-03
3263,winoujcie,7.0,1.0,2021-03-03
0000,Cay kraj,15829.0,263.0,2021-03-04
0201,bolesawiecki,12.0,2.0,2021-03-04
0202,dzieroniowski,10.0,1.0,2021-03-04
0203,gogowski,17.0,0.0,2021-03-04
0204,growski,4.0,0.0,2021-03-04
0205,jaworski,6.0,0.0,2021-03-04
0206,jeleniogrski,16.0,0.0,2021-03-04
0207,kamiennogrski,31.0,1.0,2021-03-04
0208,kodzki,158.0,2.0,2021-03-04
0209,legnicki,13.0,1.0,2021-03-04
0210,lubaski,11.0,0.0,2021-03-04
0211,lubiski,13.0,0.0,2021-03-04
0212,lwwecki,7.0,0.0,2021-03-04
0213,milicki,8.0,0.0,2021-03-04
0214,olenicki,25.0,0.0,2021-03-04
0215,oawski,19.0,0.0,2021-03-04
0216,polkowicki,18.0,0.0,2021-03-04
0217,strzeliski,44.0,0.0,2021-03-04
0218,redzki,27.0,0.0,2021-03-04
0219,widnicki,61.0,0.0,2021-03-04
0220,trzebnicki,16.0,0.0,2021-03-04
0221,wabrzyski,19.0,3.0,2021-03-04
0222,woowski,12.0,1.0,2021-03-04
0223,wrocawski,82.0,0.0,2021-03-04
0224,zbkowicki,7.0,0.0,2021-03-04
0225,zgorzelecki,4.0,1.0,2021-03-04
0226,zotoryjski,8.0,0.0,2021-03-04
0261,Jelenia Gra,17.0,1.0,2021-03-04
0262,Legnica,37.0,0.0,2021-03-04
0264,Wrocaw,376.0,0.0,2021-03-04
0265,Wabrzych,14.0,3.0,2021-03-04
0401,aleksandrowski,18.0,1.0,2021-03-04
0402,brodnicki,16.0,0.0,2021-03-04
0403,bydgoski,81.0,0.0,2021-03-04
0404,chemiski,43.0,0.0,2021-03-04
0405,golubsko-dobrzyski,42.0,2.0,2021-03-04
0406,grudzidzki,14.0,1.0,2021-03-04
0407,inowrocawski,100.0,0.0,2021-03-04
0408,lipnowski,11.0,0.0,2021-03-04
0409,mogileski,18.0,0.0,2021-03-04
0410,nakielski,26.0,0.0,2021-03-04
0411,radziejowski,3.0,0.0,2021-03-04
0412,rypiski,8.0,0.0,2021-03-04
0413,spoleski,7.0,1.0,2021-03-04
0414,wiecki,48.0,1.0,2021-03-04
0415,toruski,56.0,0.0,2021-03-04
0416,tucholski,23.0,1.0,2021-03-04
0417,wbrzeski,19.0,1.0,2021-03-04
0418,wocawski,26.0,1.0,2021-03-04
0419,niski,22.0,0.0,2021-03-04
0461,Bydgoszcz,198.0,2.0,2021-03-04
0462,Grudzidz,52.0,1.0,2021-03-04
0463,Toru,118.0,1.0,2021-03-04
0464,Wocawek,34.0,2.0,2021-03-04
0601,bialski,21.0,0.0,2021-03-04
0602,bigorajski,40.0,0.0,2021-03-04
0603,chemski,6.0,0.0,2021-03-04
0604,hrubieszowski,15.0,0.0,2021-03-04
0605,janowski,4.0,0.0,2021-03-04
0606,krasnostawski,15.0,1.0,2021-03-04
0607,kranicki,3.0,0.0,2021-03-04
0608,lubartowski,11.0,0.0,2021-03-04
0609,lubelski,32.0,0.0,2021-03-04
0610,czyski,12.0,0.0,2021-03-04
0611,ukowski,11.0,0.0,2021-03-04
0612,opolski,4.0,0.0,2021-03-04
0613,parczewski,11.0,0.0,2021-03-04
0614,puawski,23.0,3.0,2021-03-04
0615,radzyski,15.0,0.0,2021-03-04
0616,rycki,15.0,1.0,2021-03-04
0617,widnicki,27.0,1.0,2021-03-04
0618,tomaszowski,7.0,3.0,2021-03-04
0619,wodawski,11.0,1.0,2021-03-04
0620,zamojski,21.0,0.0,2021-03-04
0661,Biaa Podlaska,19.0,0.0,2021-03-04
0662,Chem,13.0,0.0,2021-03-04
0663,Lublin,94.0,6.0,2021-03-04
0664,Zamo,19.0,0.0,2021-03-04
0801,gorzowski,65.0,0.0,2021-03-04
0802,kronieski,18.0,0.0,2021-03-04
0803,midzyrzecki,41.0,5.0,2021-03-04
0804,nowosolski,32.0,2.0,2021-03-04
0805,subicki,19.0,0.0,2021-03-04
0806,strzelecko-drezdenecki,27.0,0.0,2021-03-04
0807,sulciski,8.0,0.0,2021-03-04
0808,wiebodziski,15.0,1.0,2021-03-04
0809,zielonogrski,50.0,2.0,2021-03-04
0810,agaski,7.0,0.0,2021-03-04
0811,arski,27.0,0.0,2021-03-04
0812,wschowski,5.0,0.0,2021-03-04
0861,Gorzw Wielkopolski,150.0,1.0,2021-03-04
0862,Zielona Gra,121.0,2.0,2021-03-04
1001,bechatowski,30.0,1.0,2021-03-04
1002,kutnowski,8.0,1.0,2021-03-04
1003,aski,10.0,0.0,2021-03-04
1004,czycki,8.0,0.0,2021-03-04
1005,owicki,10.0,1.0,2021-03-04
1006,dzki wschodni,23.0,0.0,2021-03-04
1007,opoczyski,10.0,0.0,2021-03-04
1008,pabianicki,34.0,1.0,2021-03-04
1009,pajczaski,11.0,0.0,2021-03-04
1010,piotrkowski,44.0,0.0,2021-03-04
1011,poddbicki,16.0,0.0,2021-03-04
1012,radomszczaski,68.0,3.0,2021-03-04
1013,rawski,14.0,0.0,2021-03-04
1014,sieradzki,7.0,0.0,2021-03-04
1015,skierniewicki,7.0,0.0,2021-03-04
1016,tomaszowski,48.0,0.0,2021-03-04
1017,wieluski,5.0,0.0,2021-03-04
1018,wieruszowski,10.0,0.0,2021-03-04
1019,zduskowolski,7.0,0.0,2021-03-04
1020,zgierski,46.0,4.0,2021-03-04
1021,brzeziski,2.0,0.0,2021-03-04
1061,d,241.0,4.0,2021-03-04
1062,Piotrkw Trybunalski,34.0,0.0,2021-03-04
1063,Skierniewice,7.0,1.0,2021-03-04
1201,bocheski,51.0,0.0,2021-03-04
1202,brzeski,28.0,0.0,2021-03-04
1203,chrzanowski,57.0,1.0,2021-03-04
1204,dbrowski,15.0,0.0,2021-03-04
1205,gorlicki,6.0,0.0,2021-03-04
1206,krakowski,134.0,2.0,2021-03-04
1207,limanowski,3.0,0.0,2021-03-04
1208,miechowski,7.0,0.0,2021-03-04
1209,mylenicki,23.0,0.0,2021-03-04
1210,nowosdecki,28.0,0.0,2021-03-04
1211,nowotarski,22.0,0.0,2021-03-04
1212,olkuski,29.0,0.0,2021-03-04
1213,owicimski,46.0,2.0,2021-03-04
1214,proszowicki,3.0,0.0,2021-03-04
1215,suski,7.0,1.0,2021-03-04
1216,tarnowski,52.0,0.0,2021-03-04
1217,tatrzaski,14.0,0.0,2021-03-04
1218,wadowicki,82.0,2.0,2021-03-04
1219,wielicki,20.0,1.0,2021-03-04
1261,Krakw,330.0,3.0,2021-03-04
1262,Nowy Scz,21.0,1.0,2021-03-04
1263,Tarnw,36.0,0.0,2021-03-04
1401,biaobrzeski,3.0,0.0,2021-03-04
1402,ciechanowski,67.0,0.0,2021-03-04
1403,garwoliski,15.0,4.0,2021-03-04
1404,gostyniski,9.0,0.0,2021-03-04
1405,grodziski,75.0,1.0,2021-03-04
1406,grjecki,50.0,1.0,2021-03-04
1407,kozienicki,14.0,0.0,2021-03-04
1408,legionowski,107.0,0.0,2021-03-04
1409,lipski,14.0,0.0,2021-03-04
1410,osicki,3.0,2.0,2021-03-04
1411,makowski,5.0,0.0,2021-03-04
1412,miski,50.0,2.0,2021-03-04
1413,mawski,112.0,1.0,2021-03-04
1414,nowodworski,28.0,0.0,2021-03-04
1415,ostrocki,48.0,0.0,2021-03-04
1416,ostrowski,25.0,2.0,2021-03-04
1417,otwocki,88.0,0.0,2021-03-04
1418,piaseczyski,133.0,2.0,2021-03-04
1419,pocki,41.0,1.0,2021-03-04
1420,poski,57.0,1.0,2021-03-04
1421,pruszkowski,92.0,0.0,2021-03-04
1422,przasnyski,23.0,0.0,2021-03-04
1423,przysuski,9.0,0.0,2021-03-04
1424,putuski,38.0,2.0,2021-03-04
1425,radomski,37.0,1.0,2021-03-04
1426,siedlecki,11.0,0.0,2021-03-04
1427,sierpecki,19.0,0.0,2021-03-04
1428,sochaczewski,47.0,0.0,2021-03-04
1429,sokoowski,6.0,0.0,2021-03-04
1430,szydowiecki,3.0,0.0,2021-03-04
1432,warszawski zachodni,90.0,0.0,2021-03-04
1433,wgrowski,4.0,0.0,2021-03-04
1434,woomiski,189.0,1.0,2021-03-04
1435,wyszkowski,35.0,0.0,2021-03-04
1436,zwoleski,4.0,0.0,2021-03-04
1437,uromiski,3.0,1.0,2021-03-04
1438,yrardowski,28.0,0.0,2021-03-04
1461,Ostroka,27.0,1.0,2021-03-04
1462,Pock,50.0,3.0,2021-03-04
1463,Radom,46.0,1.0,2021-03-04
1464,Siedlce,17.0,0.0,2021-03-04
1465,Warszawa,1183.0,14.0,2021-03-04
1601,brzeski,15.0,0.0,2021-03-04
1602,gubczycki,7.0,2.0,2021-03-04
1603,kdzierzysko-kozielski,44.0,0.0,2021-03-04
1604,kluczborski,17.0,0.0,2021-03-04
1605,krapkowicki,2.0,0.0,2021-03-04
1606,namysowski,8.0,0.0,2021-03-04
1607,nyski,25.0,1.0,2021-03-04
1608,oleski,1.0,0.0,2021-03-04
1609,opolski,26.0,1.0,2021-03-04
1610,prudnicki,5.0,0.0,2021-03-04
1611,strzelecki,12.0,0.0,2021-03-04
1661,Opole,63.0,0.0,2021-03-04
1801,bieszczadzki,20.0,0.0,2021-03-04
1802,brzozowski,25.0,0.0,2021-03-04
1803,dbicki,49.0,2.0,2021-03-04
1804,jarosawski,56.0,5.0,2021-03-04
1805,jasielski,20.0,0.0,2021-03-04
1806,kolbuszowski,15.0,0.0,2021-03-04
1807,kronieski,37.0,2.0,2021-03-04
1808,leajski,24.0,0.0,2021-03-04
1809,lubaczowski,16.0,0.0,2021-03-04
1810,acucki,53.0,1.0,2021-03-04
1811,mielecki,50.0,3.0,2021-03-04
1812,niaski,16.0,0.0,2021-03-04
1813,przemyski,15.0,0.0,2021-03-04
1814,przeworski,51.0,1.0,2021-03-04
1815,ropczycko-sdziszowski,27.0,1.0,2021-03-04
1816,rzeszowski,134.0,0.0,2021-03-04
1817,sanocki,46.0,4.0,2021-03-04
1818,stalowowolski,16.0,0.0,2021-03-04
1819,strzyowski,31.0,0.0,2021-03-04
1820,tarnobrzeski,7.0,1.0,2021-03-04
1821,leski,11.0,0.0,2021-03-04
1861,Krosno,29.0,0.0,2021-03-04
1862,Przemyl,14.0,0.0,2021-03-04
1863,Rzeszw,221.0,0.0,2021-03-04
1864,Tarnobrzeg,25.0,2.0,2021-03-04
2001,augustowski,15.0,1.0,2021-03-04
2002,biaostocki,49.0,1.0,2021-03-04
2003,bielski,20.0,0.0,2021-03-04
2004,grajewski,14.0,0.0,2021-03-04
2005,hajnowski,13.0,0.0,2021-03-04
2006,kolneski,19.0,1.0,2021-03-04
2007,omyski,47.0,1.0,2021-03-04
2008,moniecki,5.0,0.0,2021-03-04
2009,sejneski,7.0,1.0,2021-03-04
2010,siemiatycki,3.0,0.0,2021-03-04
2011,soklski,24.0,0.0,2021-03-04
2012,suwalski,3.0,0.0,2021-03-04
2013,wysokomazowiecki,5.0,0.0,2021-03-04
2014,zambrowski,14.0,0.0,2021-03-04
2061,Biaystok,87.0,3.0,2021-03-04
2062,oma,65.0,1.0,2021-03-04
2063,Suwaki,15.0,2.0,2021-03-04
2201,bytowski,14.0,0.0,2021-03-04
2202,chojnicki,22.0,0.0,2021-03-04
2203,czuchowski,22.0,0.0,2021-03-04
2204,gdaski,77.0,1.0,2021-03-04
2205,kartuski,63.0,0.0,2021-03-04
2206,kocierski,31.0,0.0,2021-03-04
2207,kwidzyski,30.0,0.0,2021-03-04
2208,lborski,83.0,0.0,2021-03-04
2209,malborski,21.0,0.0,2021-03-04
2210,nowodworski,24.0,0.0,2021-03-04
2211,pucki,64.0,0.0,2021-03-04
2212,supski,25.0,0.0,2021-03-04
2213,starogardzki,54.0,0.0,2021-03-04
2214,tczewski,61.0,1.0,2021-03-04
2215,wejherowski,126.0,3.0,2021-03-04
2216,sztumski,11.0,0.0,2021-03-04
2261,Gdask,357.0,3.0,2021-03-04
2262,Gdynia,176.0,2.0,2021-03-04
2263,Supsk,31.0,0.0,2021-03-04
2264,Sopot,19.0,0.0,2021-03-04
2401,bdziski,56.0,1.0,2021-03-04
2402,bielski,97.0,0.0,2021-03-04
2403,cieszyski,75.0,5.0,2021-03-04
2404,czstochowski,25.0,1.0,2021-03-04
2405,gliwicki,25.0,1.0,2021-03-04
2406,kobucki,21.0,0.0,2021-03-04
2407,lubliniecki,16.0,0.0,2021-03-04
2408,mikoowski,36.0,0.0,2021-03-04
2409,myszkowski,10.0,0.0,2021-03-04
2410,pszczyski,60.0,0.0,2021-03-04
2411,raciborski,29.0,2.0,2021-03-04
2412,rybnicki,49.0,1.0,2021-03-04
2413,tarnogrski,24.0,1.0,2021-03-04
2414,bierusko-ldziski,33.0,0.0,2021-03-04
2415,wodzisawski,37.0,2.0,2021-03-04
2416,zawierciaski,40.0,1.0,2021-03-04
2417,ywiecki,146.0,0.0,2021-03-04
2461,Bielsko-Biaa,121.0,1.0,2021-03-04
2462,Bytom,51.0,1.0,2021-03-04
2463,Chorzw,43.0,0.0,2021-03-04
2464,Czstochowa,70.0,0.0,2021-03-04
2465,Dbrowa Grnicza,51.0,2.0,2021-03-04
2466,Gliwice,68.0,1.0,2021-03-04
2467,Jastrzbie-Zdrj,15.0,0.0,2021-03-04
2468,Jaworzno,66.0,2.0,2021-03-04
2469,Katowice,112.0,0.0,2021-03-04
2470,Mysowice,58.0,0.0,2021-03-04
2471,Piekary lskie,20.0,0.0,2021-03-04
2472,Ruda lska,51.0,0.0,2021-03-04
2473,Rybnik,37.0,1.0,2021-03-04
2474,Siemianowice lskie,20.0,1.0,2021-03-04
2475,Sosnowiec,98.0,2.0,2021-03-04
2476,witochowice,15.0,1.0,2021-03-04
2477,Tychy,120.0,2.0,2021-03-04
2478,Zabrze,56.0,1.0,2021-03-04
2479,ory,21.0,0.0,2021-03-04
2601,buski,12.0,1.0,2021-03-04
2602,jdrzejowski,16.0,0.0,2021-03-04
2603,kazimierski,9.0,0.0,2021-03-04
2604,kielecki,66.0,0.0,2021-03-04
2605,konecki,12.0,1.0,2021-03-04
2606,opatowski,14.0,0.0,2021-03-04
2607,ostrowiecki,32.0,1.0,2021-03-04
2608,piczowski,3.0,2.0,2021-03-04
2609,sandomierski,16.0,0.0,2021-03-04
2610,skaryski,17.0,2.0,2021-03-04
2611,starachowicki,18.0,0.0,2021-03-04
2612,staszowski,9.0,0.0,2021-03-04
2613,woszczowski,6.0,0.0,2021-03-04
2661,Kielce,88.0,4.0,2021-03-04
2801,bartoszycki,62.0,0.0,2021-03-04
2802,braniewski,17.0,0.0,2021-03-04
2803,dziadowski,53.0,0.0,2021-03-04
2804,elblski,11.0,0.0,2021-03-04
2805,ecki,45.0,0.0,2021-03-04
2806,giycki,13.0,0.0,2021-03-04
2807,iawski,56.0,0.0,2021-03-04
2808,ktrzyski,34.0,0.0,2021-03-04
2809,lidzbarski,23.0,0.0,2021-03-04
2810,mrgowski,13.0,0.0,2021-03-04
2811,nidzicki,37.0,0.0,2021-03-04
2812,nowomiejski,31.0,0.0,2021-03-04
2813,olecki,5.0,0.0,2021-03-04
2814,olsztyski,197.0,5.0,2021-03-04
2815,ostrdzki,73.0,1.0,2021-03-04
2816,piski,33.0,0.0,2021-03-04
2817,szczycieski,60.0,1.0,2021-03-04
2818,godapski,4.0,0.0,2021-03-04
2819,wgorzewski,1.0,0.0,2021-03-04
2861,Elblg,38.0,0.0,2021-03-04
2862,Olsztyn,277.0,3.0,2021-03-04
3001,chodzieski,7.0,0.0,2021-03-04
3002,czarnkowsko-trzcianecki,29.0,0.0,2021-03-04
3003,gnienieski,50.0,1.0,2021-03-04
3004,gostyski,12.0,2.0,2021-03-04
3005,grodziski,5.0,0.0,2021-03-04
3006,jarociski,24.0,0.0,2021-03-04
3007,kaliski,7.0,0.0,2021-03-04
3008,kpiski,11.0,0.0,2021-03-04
3009,kolski,22.0,0.0,2021-03-04
3010,koniski,27.0,7.0,2021-03-04
3011,kociaski,5.0,0.0,2021-03-04
3012,krotoszyski,26.0,0.0,2021-03-04
3013,leszczyski,1.0,0.0,2021-03-04
3014,midzychodzki,8.0,0.0,2021-03-04
3015,nowotomyski,32.0,1.0,2021-03-04
3016,obornicki,12.0,0.0,2021-03-04
3017,ostrowski,44.0,2.0,2021-03-04
3018,ostrzeszowski,0.0,0.0,2021-03-04
3019,pilski,19.0,2.0,2021-03-04
3020,pleszewski,22.0,0.0,2021-03-04
3021,poznaski,236.0,1.0,2021-03-04
3022,rawicki,21.0,1.0,2021-03-04
3023,supecki,7.0,1.0,2021-03-04
3024,szamotulski,15.0,0.0,2021-03-04
3025,redzki,19.0,0.0,2021-03-04
3026,remski,11.0,0.0,2021-03-04
3027,turecki,4.0,0.0,2021-03-04
3028,wgrowiecki,37.0,1.0,2021-03-04
3029,wolsztyski,13.0,0.0,2021-03-04
3030,wrzesiski,11.0,2.0,2021-03-04
3031,zotowski,11.0,0.0,2021-03-04
3061,Kalisz,37.0,0.0,2021-03-04
3062,Konin,27.0,3.0,2021-03-04
3063,Leszno,4.0,0.0,2021-03-04
3064,Pozna,321.0,2.0,2021-03-04
3201,biaogardzki,21.0,0.0,2021-03-04
3202,choszczeski,6.0,0.0,2021-03-04
3203,drawski,32.0,0.0,2021-03-04
3204,goleniowski,25.0,0.0,2021-03-04
3205,gryficki,8.0,0.0,2021-03-04
3206,gryfiski,12.0,1.0,2021-03-04
3207,kamieski,9.0,0.0,2021-03-04
3208,koobrzeski,17.0,0.0,2021-03-04
3209,koszaliski,14.0,2.0,2021-03-04
3210,myliborski,16.0,0.0,2021-03-04
3211,policki,22.0,1.0,2021-03-04
3212,pyrzycki,13.0,0.0,2021-03-04
3213,sawieski,11.0,2.0,2021-03-04
3214,stargardzki,31.0,0.0,2021-03-04
3215,szczecinecki,40.0,0.0,2021-03-04
3216,widwiski,8.0,0.0,2021-03-04
3217,waecki,5.0,0.0,2021-03-04
3218,obeski,15.0,1.0,2021-03-04
3261,Koszalin,36.0,1.0,2021-03-04
3262,Szczecin,100.0,1.0,2021-03-04
3263,winoujcie,26.0,0.0,2021-03-04
0000,Cay kraj,14857.0,245.0,2021-03-05
0201,bolesawiecki,16.0,1.0,2021-03-05
0202,dzieroniowski,23.0,0.0,2021-03-05
