data,teryt,powiat,ludnosc,zaszczepieni,%_zaszczepieni
2021-09-05,3024,szamotulski,91745,54132,59.002670445255866
2021-09-05,3025,średzki,59149,32735,55.34328560077093
2021-09-05,3026,śremski,61492,31066,50.520392896636956
2021-09-05,3027,turecki,83599,39362,47.08429526668979
2021-09-05,3028,wągrowiecki,70096,35781,51.045708742296284
2021-09-05,3029,wolsztyński,57431,28442,49.523776357716216
2021-09-05,3030,wrzesiński,78037,42287,54.18839781129464
2021-09-05,3031,złotowski,69161,31775,45.94352308381892
2021-09-05,3061,Kalisz,99106,52019,52.488244909490845
2021-09-05,3062,Konin,72539,40097,55.27647196680407
2021-09-05,3063,Leszno,62854,34225,54.45158621567442
2021-09-05,3064,Poznań,532048,359027,67.48018975731513
2021-09-05,3201,białogardzki,47304,21176,44.76577033654659
2021-09-05,3202,choszczeński,47970,24797,51.692724619553886
2021-09-05,3203,drawski,56482,26890,47.608087532311174
2021-09-05,3204,goleniowski,82310,40884,49.6707568946665
2021-09-05,3205,gryficki,59844,30092,50.28407192032618
2021-09-05,3206,gryfiński,81289,41438,50.976146834134994
2021-09-05,3207,kamieński,46692,24100,51.614837659556244
2021-09-05,3208,kołobrzeski,79300,43500,54.85498108448928
2021-09-05,3209,koszaliński,66505,31602,47.51823171190136
2021-09-05,3210,myśliborski,65373,29671,45.38723938017225
2021-09-05,3211,policki,81584,43757,53.634291037458325
2021-09-05,3212,pyrzycki,39202,18517,47.23483495740013
2021-09-05,3213,sławieński,55777,26714,47.89429334671998
2021-09-05,3214,stargardzki,120132,60878,50.675923151200344
2021-09-05,3215,szczecinecki,77258,38253,49.51331900903466
2021-09-05,3216,świdwiński,46394,22760,49.05806785360176
2021-09-05,3217,wałecki,52707,26282,49.86434439448271
2021-09-05,3218,łobeski,36486,17266,47.322260593104204
2021-09-05,3261,Koszalin,106235,57739,54.350261213347764
2021-09-05,3262,Szczecin,398255,229535,57.63518348796626
2021-09-05,3263,Świnoujście,40948,22772,55.61199570186578
2021-09-06,0201,bolesławiecki,89762,40252,44.84302934426595
2021-09-06,0202,dzierżoniowski,99935,45058,45.0873067493871
2021-09-06,0203,głogowski,88447,45775,51.75415785724784
2021-09-06,0204,górowski,34552,15328,44.36212086131049
2021-09-06,0205,jaworski,49734,23406,47.062371818072144
2021-09-06,0206,karkonoski,63333,30206,47.69393523123806
2021-09-06,0207,kamiennogórski,42824,22123,51.66028395292359
2021-09-06,0208,kłodzki,156283,73778,47.207949681027365
2021-09-06,0209,legnicki,55110,26152,47.454182544002904
2021-09-06,0210,lubański,53852,26062,48.39560276312858
2021-09-06,0211,lubiński,105896,53252,50.28707411044798
2021-09-06,0212,lwówecki,45599,21185,46.459352178775845
2021-09-06,0213,milicki,36800,18371,49.921195652173914
2021-09-06,0214,oleśnicki,107268,53668,50.03169631204087
2021-09-06,0215,oławski,76733,40153,52.32820298958727
2021-09-06,0216,polkowicki,62997,28257,44.854516881756275
2021-09-06,0217,strzeliński,43221,21686,50.17468360287823
2021-09-06,0218,średzki,55508,27460,49.4703466167039
2021-09-06,0219,świdnicki,156015,78309,50.19325064897606
2021-09-06,0220,trzebnicki,85226,44114,51.761199633914536
2021-09-06,0221,wałbrzyski,55107,26872,48.76331500535322
2021-09-06,0222,wołowski,46623,22164,47.538768419020656
2021-09-06,0223,wrocławski,156322,88543,56.64141963383273
2021-09-06,0224,ząbkowicki,64080,29743,46.41541822721598
2021-09-06,0225,zgorzelecki,88386,40851,46.21885819021112
2021-09-06,0226,złotoryjski,43038,21312,49.51902969468841
2021-09-06,0261,Jelenia Góra,78335,42706,54.51713793323546
2021-09-06,0262,Legnica,98436,50233,51.03112682351985
2021-09-06,0264,Wrocław,641928,422315,65.78853080096209
2021-09-06,0265,Wałbrzych,109971,57268,52.07554718971365
2021-09-06,0401,aleksandrowski,54891,29347,53.46413801898308
2021-09-06,0402,brodnicki,79023,39186,49.588094605368056
2021-09-06,0403,bydgoski,120432,65265,54.19240733359905
2021-09-06,0404,chełmiński,51657,26207,50.73271773428577
2021-09-06,0405,golubsko-dobrzyński,44855,22389,49.91416787426151
2021-09-06,0406,grudziądzki,40305,19167,47.55489393375512
2021-09-06,0407,inowrocławski,158496,86281,54.43733595800525
2021-09-06,0408,lipnowski,65450,29939,45.74331550802139
2021-09-06,0409,mogileński,45482,22000,48.37078404643596
2021-09-06,0410,nakielski,86119,43408,50.404672604187226
2021-09-06,0411,radziejowski,40025,21744,54.3260462211118
2021-09-06,0412,rypiński,43390,21764,50.15902281631712
2021-09-06,0413,sępoleński,40826,20359,49.8677313476706
2021-09-06,0414,świecki,98703,48142,48.77460664822751
2021-09-06,0415,toruński,109565,55922,51.040021904805364
2021-09-06,0416,tucholski,48322,22984,47.564256446339144
2021-09-06,0417,wąbrzeski,34040,16694,49.04230317273795
2021-09-06,0418,włocławski,85646,41594,48.56502346869673
2021-09-06,0419,żniński,69886,35033,50.128781157885705
2021-09-06,0461,Bydgoszcz,344091,200616,58.30318142584374
2021-09-06,0462,Grudziądz,93564,50230,53.68517805993759
2021-09-06,0463,Toruń,198613,115752,58.28017299975329
2021-09-06,0464,Włocławek,108561,55188,50.83593555696797
2021-09-06,0601,bialski,109958,43606,39.65695993015515
2021-09-06,0602,biłgorajski,100333,36947,36.824374831810076
2021-09-06,0603,chełmski,77502,29256,37.74870325927073
2021-09-06,0604,hrubieszowski,62009,28262,45.57725491460917
2021-09-06,0605,janowski,45142,16867,37.364317043994504
2021-09-06,0606,krasnostawski,62552,27197,43.47902545082491
2021-09-06,0607,kraśnicki,94531,37224,39.377558684452715
2021-09-06,0608,lubartowski,87850,31861,36.26750142287991
2021-09-06,0609,lubelski,156493,68384,43.69780117960548
2021-09-06,0610,łęczyński,57218,21466,37.51616624139257
2021-09-06,0611,łukowski,106213,38191,35.956992081948535
2021-09-06,0612,opolski,58706,24811,42.26314175723095
2021-09-06,0613,parczewski,34372,13879,40.37879669498429
2021-09-06,0614,puławski,112384,56021,49.84784310933941
2021-09-06,0615,radzyński,58298,20808,35.692476585817694
2021-09-06,0616,rycki,55530,26265,47.29875742841707
2021-09-06,0617,świdnicki,71432,33197,46.4735692686751
2021-09-06,0618,tomaszowski,81944,34228,41.7699892609587
2021-09-06,0619,włodawski,37989,17348,45.66585064097502
2021-09-06,0620,zamojski,105354,41857,39.72986312812043
2021-09-06,0661,Biała Podlaska,56942,26445,46.44199360753047
2021-09-06,0662,Chełm,61135,29250,47.84493334423816
2021-09-06,0663,Lublin,338586,182645,53.94345897349565
2021-09-06,0664,Zamość,62785,29640,47.208728199410686
2021-09-06,0801,gorzowski,72291,35271,48.7903058472009
2021-09-06,0802,krośnieński,54598,27580,50.51467086706472
2021-09-06,0803,międzyrzecki,57100,30212,52.9106830122592
2021-09-06,0804,nowosolski,85733,42650,49.7474718019899
2021-09-06,0805,słubicki,46944,24524,52.240967961826854
2021-09-06,0806,strzelecko-drezdenecki,48621,24487,50.36301186730013
2021-09-06,0807,sulęciński,35000,17367,49.62
2021-09-06,0808,świebodziński,55520,28780,51.8371757925072
2021-09-06,0809,zielonogórski,75673,39481,52.17316612265934
2021-09-06,0810,żagański,78148,38449,49.200235450683316
2021-09-06,0811,żarski,95423,47648,49.933454198673275
2021-09-06,0812,wschowski,38613,17496,45.3111646336726
2021-09-06,0861,Gorzów Wielkopolski,122589,66920,54.588910913703515
2021-09-06,0862,Zielona Góra,140892,81033,57.51426624648667
2021-09-06,1001,bełchatowski,112443,49043,43.61587648853197
2021-09-06,1002,kutnowski,95516,51315,53.72398341639097
2021-09-06,1003,łaski,49736,23702,47.65562168248351
2021-09-06,1004,łęczycki,49286,24868,50.456519092642935
2021-09-06,1005,łowicki,77614,40688,52.423531837039704
2021-09-06,1006,łódzki wschodni,72565,37385,51.519327499483225
2021-09-06,1007,opoczyński,75524,35318,46.763942587786666
2021-09-06,1008,pabianicki,118941,63443,53.3398912065646
2021-09-06,1009,pajęczański,50952,22798,44.744072852881146
2021-09-06,1010,piotrkowski,91208,42512,46.60994649592141
2021-09-06,1011,poddębicki,40906,20384,49.8313205886667
2021-09-06,1012,radomszczański,111696,54059,48.398331184644036
2021-09-06,1013,rawski,48385,21816,45.08835382866591
2021-09-06,1014,sieradzki,116918,56156,48.030243418464224
2021-09-06,1015,skierniewicki,38173,17369,45.50074660100071
2021-09-06,1016,tomaszowski,115735,55770,48.18767010843738
2021-09-06,1017,wieluński,75736,37821,49.93794232597444
2021-09-06,1018,wieruszowski,41984,20058,47.77534298780488
2021-09-06,1019,zduńskowolski,66064,31489,47.664386049891014
2021-09-06,1020,zgierski,165850,89149,53.75278866445583
2021-09-06,1021,brzeziński,30648,14596,47.62464108587836
2021-09-06,1061,Łódź,672185,402838,59.92963246725231
2021-09-06,1062,Piotrków Trybunalski,72250,39082,54.09273356401384
2021-09-06,1063,Skierniewice,47655,27300,57.286748504878815
2021-09-06,1201,bocheński,106947,49058,45.87131943860043
2021-09-06,1202,brzeski,93035,36830,39.587252109421186
2021-09-06,1203,chrzanowski,123664,66394,53.6890283348428
2021-09-06,1204,dąbrowski,58977,19805,33.58088746460485
2021-09-06,1205,gorlicki,108487,40724,37.53813821010812
2021-09-06,1206,krakowski,281440,155984,55.42353610005685
2021-09-06,1207,limanowski,132148,46827,35.435269546266305
2021-09-06,1208,miechowski,48464,26228,54.11852096401453
2021-09-06,1209,myślenicki,127972,57445,44.88872565873785
2021-09-06,1210,nowosądecki,217071,81304,37.455026235655616
2021-09-06,1211,nowotarski,191646,63804,33.2926332926333
2021-09-06,1212,olkuski,110471,59643,53.989734862543116
2021-09-06,1213,oświęcimski,152687,83238,54.51544663265373
2021-09-06,1214,proszowicki,43057,21231,49.30905543814014
2021-09-06,1215,suski,83761,39603,47.280954143336395
2021-09-06,1216,tarnowski,201230,75171,37.355762063310635
2021-09-06,1217,tatrzański,68049,23440,34.44576702082323
2021-09-06,1218,wadowicki,159662,77085,48.28011674662725
2021-09-06,1219,wielicki,130651,67861,51.94066635540485
2021-09-06,1261,Kraków,779966,503681,64.57730208752689
2021-09-06,1262,Nowy Sącz,83558,38056,45.54441226453481
2021-09-06,1263,Tarnów,107498,52790,49.107890379355894
2021-09-06,1401,białobrzeski,33329,15592,46.78208167061718
2021-09-06,1402,ciechanowski,88891,45034,50.66204677638906
2021-09-06,1403,garwoliński,108634,49788,45.83095531785629
2021-09-06,1404,gostyniński,44581,20858,46.78674771763756
2021-09-06,1405,grodziski,97462,54056,55.463667891075495
2021-09-06,1406,grójecki,97979,49062,50.07399544800416
2021-09-06,1407,kozienicki,59592,27509,46.16223654181769
2021-09-06,1408,legionowski,119882,71124,59.328339533874974
2021-09-06,1409,lipski,33598,14252,42.41919161854872
2021-09-06,1410,łosicki,30556,11833,38.72561853645765
2021-09-06,1411,makowski,44438,21144,47.580899230388404
2021-09-06,1412,miński,154951,80024,51.64471349007106
2021-09-06,1413,mławski,72269,34545,47.800578394609026
2021-09-06,1414,nowodworski,79265,43357,54.69879518072289
2021-09-06,1415,ostrołęcki,88497,32112,36.28597579578969
2021-09-06,1416,ostrowski,71790,30567,42.57835353113247
2021-09-06,1417,otwocki,124283,70341,56.59744293266174
2021-09-06,1418,piaseczyński,190606,119199,62.53685613254567
2021-09-06,1419,płocki,110742,52736,47.62059561864514
2021-09-06,1420,płoński,86671,40761,47.02957159834316
2021-09-06,1421,pruszkowski,166679,105349,63.204722850509064
2021-09-06,1422,przasnyski,52101,23304,44.728508090055854
2021-09-06,1423,przysuski,41126,19468,47.337450761075715
2021-09-06,1424,pułtuski,51741,25184,48.673199203726256
2021-09-06,1425,radomski,152190,61313,40.28714107365793
2021-09-06,1426,siedlecki,81385,28249,34.71032745591939
2021-09-06,1427,sierpecki,51534,24052,46.67209997283347
2021-09-06,1428,sochaczewski,84804,42948,50.64383755483232
2021-09-06,1429,sokołowski,53294,24515,45.99954966788006
2021-09-06,1430,szydłowiecki,39340,15597,39.64667005592272
2021-09-06,1432,warszawski zachodni,120144,73024,60.78039685710481
2021-09-06,1433,węgrowski,65410,28972,44.29292157162513
2021-09-06,1434,wołomiński,252408,130175,51.57324648981015
2021-09-06,1435,wyszkowski,74210,34157,46.02748955666352
2021-09-06,1436,zwoleński,35875,14025,39.09407665505226
2021-09-06,1437,żuromiński,38202,18958,49.625674048479134
2021-09-06,1438,żyrardowski,75370,37630,49.927026668435715
2021-09-06,1461,Ostrołęka,51656,24770,47.951835217593306
2021-09-06,1462,Płock,118268,66530,56.253593533331085
2021-09-06,1463,Radom,209296,104710,50.029623117498666
2021-09-06,1464,Siedlce,77813,34637,44.513127626489144
2021-09-06,1465,Warszawa,1794166,1223897,68.21537137589276
2021-09-06,1601,brzeski,89282,40036,44.84218543491409
2021-09-06,1602,głubczycki,45015,20391,45.29823392202599
2021-09-06,1603,kędzierzyńsko-kozielski,93001,42242,45.42101697831206
2021-09-06,1604,kluczborski,65026,29248,44.97893150432135
2021-09-06,1605,krapkowicki,63196,26971,42.678334071776696
2021-09-06,1606,namysłowski,42543,19866,46.69628375996051
2021-09-06,1607,nyski,134864,65333,48.443617273697946
2021-09-06,1608,oleski,63788,25305,39.670470934972094
2021-09-06,1609,opolski,123532,52396,42.41492083023022
2021-09-06,1610,prudnicki,54765,22591,41.250798867890076
2021-09-06,1611,strzelecki,73923,32202,43.56154376851589
2021-09-06,1661,Opole,127839,72302,56.55707569677485
2021-09-06,1801,bieszczadzki,21489,7807,36.330215459072086
2021-09-06,1802,brzozowski,65373,21659,33.131415110213695
2021-09-06,1803,dębicki,134991,48253,35.745345986028696
2021-09-06,1804,jarosławski,119727,44811,37.42764789897016
2021-09-06,1805,jasielski,112863,40135,35.56081266668439
2021-09-06,1806,kolbuszowski,62039,16947,27.316687889875723
2021-09-06,1807,krośnieński,111905,38314,34.23796970644744
2021-09-06,1808,leżajski,68996,22879,33.1598933271494
2021-09-06,1809,lubaczowski,54711,21913,40.05227467968051
2021-09-06,1810,łańcucki,81226,31545,38.83608696722724
2021-09-06,1811,mielecki,136441,53353,39.10334870017077
2021-09-06,1812,niżański,66221,20485,30.934295767203757
2021-09-06,1813,przemyski,73919,26696,36.115207186244405
2021-09-06,1814,przeworski,77979,28823,36.962515549058075
2021-09-06,1815,ropczycko-sędziszowski,74573,22532,30.21468896249313
2021-09-06,1816,rzeszowski,170550,62274,36.51363236587511
2021-09-06,1817,sanocki,93818,34144,36.39386898036624
2021-09-06,1818,stalowowolski,105431,38681,36.68845026605078
2021-09-06,1819,strzyżowski,61161,19908,32.5501545102271
2021-09-06,1820,tarnobrzeski,52720,19245,36.50417298937785
2021-09-06,1821,leski,26375,9460,35.867298578199055
2021-09-06,1861,Krosno,45944,20054,43.648789831098725
2021-09-06,1862,Przemyśl,59779,28110,47.023202127837536
2021-09-06,1863,Rzeszów,196638,95706,48.671162237207454
2021-09-06,1864,Tarnobrzeg,46360,23629,50.96850733390854
2021-09-06,2001,augustowski,57651,22539,39.09559244419004
2021-09-06,2002,białostocki,150845,62407,41.37160661606284
2021-09-06,2003,bielski,53695,20781,38.70192755377595
2021-09-06,2004,grajewski,46792,15266,32.625235082920156
2021-09-06,2005,hajnowski,41991,16455,39.186968636136314
2021-09-06,2006,kolneński,37887,12272,32.39105761870826
2021-09-06,2007,łomżyński,50819,16626,32.71611011629509
2021-09-06,2008,moniecki,40070,13651,34.067881207886195
2021-09-06,2009,sejneński,19689,7868,39.96139976636701
2021-09-06,2010,siemiatycki,43618,15563,35.68022376083269
2021-09-06,2011,sokólski,65883,27751,42.12163987675121
2021-09-06,2012,suwalski,35577,12939,36.36900244540012
2021-09-06,2013,wysokomazowiecki,56408,22604,40.07233016593391
2021-09-06,2014,zambrowski,43191,16748,38.7765969762219
2021-09-06,2061,Białystok,296958,144944,48.80959596980045
2021-09-06,2062,Łomża,62573,26887,42.96901219375769
2021-09-06,2063,Suwałki,69639,29946,43.00176625166932
2021-09-06,2201,bytowski,79114,35174,44.45989331850242
2021-09-06,2202,chojnicki,97661,46635,47.75191734674025
2021-09-06,2203,człuchowski,55835,26992,48.342437539177936
2021-09-06,2204,gdański,120327,65724,54.62115734623152
2021-09-06,2205,kartuski,141892,63256,44.58038508161137
2021-09-06,2206,kościerski,72923,34753,47.65711778176981
2021-09-06,2207,kwidzyński,82963,36764,44.313730217084725
2021-09-06,2208,lęborski,66083,31648,47.89128822843999
2021-09-06,2209,malborski,63204,32931,52.10271501803684
2021-09-06,2210,nowodworski,35438,17455,49.255036965968735
2021-09-06,2211,pucki,87568,45901,52.41754978987758
2021-09-06,2212,słupski,98832,46421,46.969604986239275
2021-09-06,2213,starogardzki,128210,57621,44.94267217845722
2021-09-06,2214,tczewski,115220,58817,51.04756118729388
2021-09-06,2215,wejherowski,219457,106421,48.492871040796146
2021-09-06,2216,sztumski,41104,20412,49.65940054495913
2021-09-06,2261,Gdańsk,470805,301385,64.01482567092533
2021-09-06,2262,Gdynia,244969,151078,61.67229322893917
2021-09-06,2263,Słupsk,89780,49688,55.34417464914235
2021-09-06,2264,Sopot,35286,21673,61.42096015416879
2021-09-06,2401,będziński,147259,84526,57.39954773562227
2021-09-06,2402,bielski,166348,87606,52.66429413037728
2021-09-06,2403,cieszyński,177536,84406,47.54303352559481
2021-09-06,2404,częstochowski,134106,66143,49.321432299822526
2021-09-06,2405,gliwicki,115416,57966,50.223539197338326
2021-09-06,2406,kłobucki,84330,40792,48.371872406023954
2021-09-06,2407,lubliniecki,76109,33577,44.11699010629492
2021-09-06,2408,mikołowski,99202,52882,53.30739299610895
2021-09-06,2409,myszkowski,70486,34562,49.033850693754786
2021-09-06,2410,pszczyński,111814,55471,49.610066717942296
2021-09-06,2411,raciborski,107410,47088,43.83949352946653
2021-09-06,2412,rybnicki,78166,38063,48.69508481948673
2021-09-06,2413,tarnogórski,140780,74331,52.79940332433585
2021-09-06,2414,bieruńsko-lędziński,59823,30891,51.6373301238654
2021-09-06,2415,wodzisławski,156579,72819,46.50623646849195
2021-09-06,2416,zawierciański,116672,62196,53.30842018650576
2021-09-06,2417,żywiecki,152199,73798,48.48783500548624
2021-09-06,2461,Bielsko-Biała,169756,94603,55.72881076368434
2021-09-06,2462,Bytom,163255,81110,49.68301124008453
2021-09-06,2463,Chorzów,106846,56538,52.91541096531457
2021-09-06,2464,Częstochowa,217530,119469,54.92070059302166
2021-09-06,2465,Dąbrowa Górnicza,118285,67200,56.811937270152605
2021-09-06,2466,Gliwice,177049,99074,55.958519957751804
2021-09-06,2467,Jastrzębie-Zdrój,88038,42109,47.83048229173766
2021-09-06,2468,Jaworzno,90368,47145,52.170015934844194
2021-09-06,2469,Katowice,290553,174978,60.2224034857668
2021-09-06,2470,Mysłowice,74559,40014,53.667565283869145
2021-09-06,2471,Piekary Śląskie,54702,29990,54.82432086578187
2021-09-06,2472,Ruda Śląska,136423,74794,54.82506615453406
2021-09-06,2473,Rybnik,137128,68068,49.63829414853276
2021-09-06,2474,Siemianowice Śląskie,66270,36784,55.50626226044968
2021-09-06,2475,Sosnowiec,197586,114481,57.939833793892284
2021-09-06,2476,Świętochłowice,49108,23765,48.39333713447911
2021-09-06,2477,Tychy,126871,71498,56.35488015385707
2021-09-06,2478,Zabrze,170924,80643,47.1806182864899
2021-09-06,2479,Żory,62844,30817,49.03729870791165
2021-09-06,2601,buski,71125,34815,48.94903339191564
2021-09-06,2602,jędrzejowski,84908,45121,53.141046780044285
2021-09-06,2603,kazimierski,33340,15349,46.0377924415117
2021-09-06,2604,kielecki,210992,92337,43.763270645332526
2021-09-06,2605,konecki,79072,37318,47.19496155402671
2021-09-06,2606,opatowski,51525,22982,44.60359049005337
2021-09-06,2607,ostrowiecki,107711,51554,47.863263733509115
2021-09-06,2608,pińczowski,38487,19897,51.697975939927765
2021-09-06,2609,sandomierski,76346,37747,49.442013988945064
2021-09-06,2610,skarżyski,73163,36568,49.98154805024397
2021-09-06,2611,starachowicki,88549,41733,47.129837716970265
2021-09-06,2612,staszowski,71250,33769,47.395087719298246
2021-09-06,2613,włoszczowski,44743,21660,48.40980712066692
2021-09-06,2661,Kielce,193415,107612,55.63787710363726
2021-09-06,2801,bartoszycki,56562,28574,50.51801562886744
2021-09-06,2802,braniewski,40776,19639,48.163135177555425
2021-09-06,2803,działdowski,64768,33150,51.18268280632411
2021-09-06,2804,elbląski,56986,27354,48.00126346822026
2021-09-06,2805,ełcki,91395,35186,38.49882378685924
2021-09-06,2806,giżycki,56227,27874,49.57404805520479
2021-09-06,2807,iławski,92644,45143,48.727386554984676
2021-09-06,2808,kętrzyński,61772,29118,47.1378618144143
2021-09-06,2809,lidzbarski,40852,19209,47.020953686478016
2021-09-06,2810,mrągowski,49439,21772,44.03810756690063
2021-09-06,2811,nidzicki,32638,14821,45.41025798149396
2021-09-06,2812,nowomiejski,43721,20512,46.91566981542051
2021-09-06,2813,olecki,33993,14373,42.28223457770717
2021-09-06,2814,olsztyński,127544,61667,48.34958916138744
2021-09-06,2815,ostródzki,103492,49088,47.431685540911374
2021-09-06,2816,piski,55833,22924,41.05815557107804
2021-09-06,2817,szczycieński,69089,31040,44.92755720881762
2021-09-06,2818,gołdapski,26489,11881,44.85258031635773
2021-09-06,2819,węgorzewski,22444,11598,51.67528069862769
2021-09-06,2861,Elbląg,118582,63151,53.25513147020627
2021-09-06,2862,Olsztyn,171249,96866,56.564417894411065
2021-09-06,3001,chodzieski,46824,25315,54.064155134119254
2021-09-06,3002,czarnkowsko-trzcianecki,86590,44441,51.323478461716135
2021-09-06,3003,gnieźnieński,145068,76395,52.66151046405824
2021-09-06,3004,gostyński,75732,35036,46.263138435535836
2021-09-06,3005,grodziski,51929,27259,52.49282674420844
2021-09-06,3006,jarociński,71425,37384,52.340217010850544
2021-09-06,3007,kaliski,82911,35734,43.09922688183715
2021-09-06,3008,kępiński,56298,28454,50.54175992042346
2021-09-06,3009,kolski,86108,38931,45.21182700794351
2021-09-06,3010,koniński,129904,63480,48.86685552407932
2021-09-06,3011,kościański,78866,43078,54.62176349757817
2021-09-06,3012,krotoszyński,76998,36902,47.92592015377023
2021-09-06,3013,leszczyński,57911,26929,46.500664813247916
2021-09-06,3014,międzychodzki,36633,19919,54.37447110528758
2021-09-06,3015,nowotomyski,75576,39572,52.360537736847675
2021-09-06,3016,obornicki,59821,32272,53.94761037093997
2021-09-06,3017,ostrowski,161357,78244,48.4912337239785
2021-09-06,3018,ostrzeszowski,55265,24953,45.1515425676287
2021-09-06,3019,pilski,135477,70493,52.03318644493161
2021-09-06,3020,pleszewski,62763,31268,49.819160970635565
2021-09-06,3021,poznański,406590,245721,60.43459012764701
2021-09-06,3022,rawicki,60188,31436,52.22968033495049
2021-09-06,3023,słupecki,58959,30969,52.52633185773165
2021-09-06,3024,szamotulski,91745,54208,59.08550874707068
2021-09-06,3025,średzki,59149,32790,55.43627111193765
2021-09-06,3026,śremski,61492,31165,50.68138944903402
2021-09-06,3027,turecki,83599,39441,47.17879400471298
2021-09-06,3028,wągrowiecki,70096,35830,51.11561287377311
2021-09-06,3029,wolsztyński,57431,28445,49.5290000174122
2021-09-06,3030,wrzesiński,78037,42346,54.26400297294873
2021-09-06,3031,złotowski,69161,31783,45.95509029655442
2021-09-06,3061,Kalisz,99106,52035,52.50438923980385
2021-09-06,3062,Konin,72539,40127,55.317829029901155
2021-09-06,3063,Leszno,62854,34261,54.508861806726706
2021-09-06,3064,Poznań,532048,359108,67.49541394761374
2021-09-06,3201,białogardzki,47304,21187,44.789024184001356
2021-09-06,3202,choszczeński,47970,24845,51.79278715864082
2021-09-06,3203,drawski,56482,26891,47.609858007860915
2021-09-06,3204,goleniowski,82310,40906,49.6974851172397
2021-09-06,3205,gryficki,59844,30096,50.29075596551033
2021-09-06,3206,gryfiński,81289,41501,51.05364809506822
2021-09-06,3207,kamieński,46692,24127,51.67266341129101
2021-09-06,3208,kołobrzeski,79300,43502,54.85750315258512
2021-09-06,3209,koszaliński,66505,31605,47.5227426509285
2021-09-06,3210,myśliborski,65373,29685,45.40865494929099
2021-09-06,3211,policki,81584,43769,53.648999803883115
2021-09-06,3212,pyrzycki,39202,18528,47.26289475026784
2021-09-06,3213,sławieński,55777,26715,47.896086200405186
2021-09-06,3214,stargardzki,120132,60900,50.69423634002597
2021-09-06,3215,szczecinecki,77258,38257,49.51849646638536
2021-09-06,3216,świdwiński,46394,22778,49.09686597404837
2021-09-06,3217,wałecki,52707,26285,49.87003623807084
2021-09-06,3218,łobeski,36486,17267,47.32500137038864
2021-09-06,3261,Koszalin,106235,57748,54.35873299759966
2021-09-06,3262,Szczecin,398255,229570,57.64397182709571
2021-09-06,3263,Świnoujście,40948,22774,55.616879945296475
2021-09-07,0201,bolesławiecki,89762,40276,44.86976671642789
2021-09-07,0202,dzierżoniowski,99935,45109,45.13833992094862
2021-09-07,0203,głogowski,88447,45787,51.7677253044196
2021-09-07,0204,górowski,34552,15340,44.39685112294512
2021-09-07,0205,jaworski,49734,23417,47.084489484055176
2021-09-07,0206,karkonoski,63333,30239,47.74604076863562
2021-09-07,0207,kamiennogórski,42824,22137,51.692975901363724
2021-09-07,0208,kłodzki,156283,73820,47.234824005170104
2021-09-07,0209,legnicki,55110,26163,47.47414262384322
2021-09-07,0210,lubański,53852,26080,48.42902770556339
2021-09-07,0211,lubiński,105896,53267,50.30123895142404
2021-09-07,0212,lwówecki,45599,21194,46.479089453716085
2021-09-07,0213,milicki,36800,18377,49.9375
2021-09-07,0214,oleśnicki,107268,53717,50.07737629115859
2021-09-07,0215,oławski,76733,40168,52.34775129344611
2021-09-07,0216,polkowicki,62997,28266,44.86880327634649
2021-09-07,0217,strzeliński,43221,21699,50.204761574234745
2021-09-07,0218,średzki,55508,27480,49.506377459104996
2021-09-07,0219,świdnicki,156015,78372,50.233631381597924
2021-09-07,0220,trzebnicki,85226,44159,51.8140004224063
2021-09-07,0221,wałbrzyski,55107,26891,48.79779338378064
2021-09-07,0222,wołowski,46623,22201,47.618128391566394
2021-09-07,0223,wrocławski,156322,88610,56.68427988382953
2021-09-07,0224,ząbkowicki,64080,29777,46.46847690387016
2021-09-07,0225,zgorzelecki,88386,40878,46.24940601452719
2021-09-07,0226,złotoryjski,43038,21319,49.5352943910033
2021-09-07,0261,Jelenia Góra,78335,42752,54.575860088083225
2021-09-07,0262,Legnica,98436,50271,51.069730586370845
2021-09-07,0264,Wrocław,641928,422554,65.82576239079772
2021-09-07,0265,Wałbrzych,109971,57334,52.13556301206682
2021-09-07,0401,aleksandrowski,54891,29367,53.500573864567954
2021-09-07,0402,brodnicki,79023,39230,49.64377459726915
2021-09-07,0403,bydgoski,120432,65288,54.21150524777468
2021-09-07,0404,chełmiński,51657,26219,50.75594788702402
2021-09-07,0405,golubsko-dobrzyński,44855,22414,49.969903020844946
2021-09-07,0406,grudziądzki,40305,19187,47.60451556878799
2021-09-07,0407,inowrocławski,158496,86326,54.465727841712095
2021-09-07,0408,lipnowski,65450,29964,45.78151260504202
2021-09-07,0409,mogileński,45482,22054,48.489512334549936
2021-09-07,0410,nakielski,86119,43435,50.436024570652236
2021-09-07,0411,radziejowski,40025,21773,54.39850093691443
2021-09-07,0412,rypiński,43390,21773,50.17976492279327
2021-09-07,0413,sępoleński,40826,20370,49.894674962033996
2021-09-07,0414,świecki,98703,48179,48.81209284418913
2021-09-07,0415,toruński,109565,55967,51.08109341486789
2021-09-07,0416,tucholski,48322,22987,47.57046479864244
2021-09-07,0417,wąbrzeski,34040,16699,49.05699177438308
2021-09-07,0418,włocławski,85646,41634,48.611727342783084
2021-09-07,0419,żniński,69886,35057,50.16312279998856
2021-09-07,0461,Bydgoszcz,344091,200714,58.33166226376162
2021-09-07,0462,Grudziądz,93564,50299,53.758924372621955
2021-09-07,0463,Toruń,198613,115826,58.31743138666653
