teryt,municipality,%_vaccinated
3011043,gm.m-w. Krzywiń,44.862
2604043,gm.m-w. Chmielnik,44.8612
2817072,gm.w Świętajno,44.8541
3217052,gm.w Wałcz,44.8515
1609123,gm.m-w. Tułowice,44.8508
3020022,gm.w Czermin,44.843
1207011,Limanowa,44.8331
1411022,gm.w Czerwonka,44.8328
1014113,gm.m-w. Złoczew,44.8324
2201072,gm.w Parchowo,44.8204
1609103,gm.m-w. Prószków,44.8177
1016092,gm.w Tomaszów Mazowiecki,44.8138
2601052,gm.w Solec-Zdrój,44.8043
1412093,gm.m-w. Kałuszyn,44.7904
1412132,gm.w Siennica,44.7872
1435062,gm.w Zabrodzie,44.7846
0408043,gm.m-w. Dobrzyń nad Wisłą,44.7835
0609013,gm.m-w. Bełżyce,44.7786
1609022,gm.w Dąbrowa,44.7649
1205011,Gorlice,44.7559
1003032,gm.w Sędziejowice,44.7422
0408052,gm.w Kikół,44.7376
3026033,gm.m-w. Książ Wielkopolski,44.7291
1010052,gm.w Łęki Szlacheckie,44.7283
1437013,gm.m-w. Bieżuń,44.7277
0601062,gm.w Kodeń,44.7261
2206062,gm.w Lipusz,44.7243
1209013,gm.m-w. Dobczyce,44.7218
0416032,gm.w Kęsowo,44.718
2802062,gm.w Płoskinia,44.7059
1002072,gm.w Łanięta,44.701
1201052,gm.w Łapanów,44.6993
3210052,gm.w Nowogródek Pomorski,44.6929
1409042,gm.w Rzeczniów,44.6907
2215102,gm.w Wejherowo,44.6885
0216053,gm.m-w. Przemków,44.6873
0406052,gm.w Rogóźno,44.6722
1014052,gm.w Burzenin,44.6708
0613072,gm.w Sosnowica,44.6651
0416022,gm.w Gostycyn,44.6624
0402022,gm.w Bobrowo,44.6584
2604133,gm.m-w. Nowa Słupia,44.6533
1416032,gm.w Boguty-Pianki,44.6443
1211062,gm.w Krościenko nad Dunajcem,44.6437
2817032,gm.w Jedwabno,44.6414
3019093,gm.m-w. Wysoka,44.6404
1606012,gm.w Domaszowice,44.6404
2011072,gm.w Sidra,44.6397
1426022,gm.w Korczew,44.6359
3022023,gm.m-w. Jutrosin,44.6337
1017012,gm.w Biała,44.6256
3027033,gm.m-w. Dobra,44.6184
1420043,gm.m-w. Czerwińsk nad Wisłą,44.6109
2610032,gm.w Łączna,44.6048
0417052,gm.w Ryńsk,44.6
2802042,gm.w Lelkowo,44.5892
0221053,gm.m-w. Głuszyca,44.5855
3019052,gm.w Miasteczko Krajeńskie,44.5821
2201092,gm.w Trzebielino,44.5764
1207021,Mszana Dolna,44.5753
3215062,gm.w Szczecinek,44.5722
3004013,gm.m-w. Borek Wielkopolski,44.5639
2404092,gm.w Lelów,44.5348
0618123,gm.m-w. Tyszowce,44.5282
0205052,gm.w Paszowice,44.5133
0614102,gm.w Wąwolnica,44.4955
0222022,gm.w Wińsko,44.4715
1423032,gm.w Klwów,44.4411
0210053,gm.m-w. Olszyna,44.4376
1406073,gm.m-w. Mogielnica,44.4341
1407032,gm.w Gniewoszów,44.43
2404032,gm.w Janów,44.4277
0810073,gm.m-w. Szprotawa,44.4199
2816023,gm.m-w. Orzysz,44.4168
1464011,Siedlce,44.4167
2409032,gm.w Niegowa,44.4147
0416012,gm.w Cekcyn,44.4139
0418063,gm.m-w. Chodecz,44.4072
2802072,gm.w Wilczęta,44.3952
2604053,gm.m-w. Daleszyce,44.3897
0612063,gm.m-w. Poniatowa,44.3818
1017042,gm.w Mokrsko,44.374
1427072,gm.w Zawidz,44.3421
1415042,gm.w Goworowo,44.3308
0210033,gm.m-w. Leśna,44.3205
1420072,gm.w Naruszewo,44.3157
2612083,gm.m-w. Szydłów,44.3137
0205023,gm.m-w. Bolków,44.3022
3205012,gm.w Brojce,44.2959
0603052,gm.w Dubienka,44.2857
0201062,gm.w Warta Bolesławiecka,44.2826
2206072,gm.w Nowa Karczma,44.2539
2605083,gm.m-w. Stąporków,44.2489
0801073,gm.m-w. Witnica,44.2479
2804012,gm.w Elbląg,44.2381
3213042,gm.w Malechowo,44.2348
3007072,gm.w Mycielin,44.2205
2417052,gm.w Koszarawa,44.2029
2612062,gm.w Rytwiany,44.1956
1601062,gm.w Olszanka,44.1937
1402042,gm.w Gołymin-Ośrodek,44.1898
1215032,gm.w Budzów,44.1811
0402042,gm.w Brzozie,44.1745
1201082,gm.w Trzciana,44.1729
0611011,Łuków,44.1561
3009043,gm.m-w. Dąbie,44.1529
0614062,gm.w Kurów,44.1509
1814042,gm.w Jawornik Polski,44.1443
1607042,gm.w Łambinowice,44.1391
2809053,gm.m-w. Orneta,44.1266
1202023,gm.m-w. Brzesko,44.1043
1012022,gm.w Dobryszyce,44.0959
3004073,gm.m-w. Poniec,44.083
1015092,gm.w Słupia,44.0782
2213093,gm.m-w. Skarszewy,44.0767
1434052,gm.w Dąbrówka,44.0767
2011083,gm.m-w. Sokółka,44.0677
1401032,gm.w Radzanów,44.0639
2815063,gm.m-w. Miłakowo,44.0618
1607092,gm.w Skoroszyce,44.0461
2209032,gm.w Lichnowy,44.045
0609112,gm.w Niemce,44.0325
1015022,gm.w Głuchów,44.0274
1003012,gm.w Buczek,44.0236
1015082,gm.w Skierniewice,44.021
3017063,gm.m-w. Raszków,43.9694
3004052,gm.w Piaski,43.9452
1422072,gm.w Przasnysz,43.9339
2407083,gm.m-w. Woźniki,43.9277
1017082,gm.w Skomlin,43.9241
3218013,gm.m-w. Dobra,43.9237
2814033,gm.m-w. Dobre Miasto,43.9229
0609052,gm.w Głusk,43.9112
0203022,gm.w Głogów,43.9007
0619082,gm.w Wyryki,43.8909
2812022,gm.w Biskupiec,43.8888
1016102,gm.w Ujazd,43.8879
2804032,gm.w Gronowo Elbląskie,43.871
2818022,gm.w Dubeninki,43.8572
2815092,gm.w Ostróda,43.83
0417022,gm.w Dębowa Łąka,43.8174
1012132,gm.w Wielgomłyny,43.8137
1019032,gm.w Zapolice,43.8108
0609132,gm.w Wojciechów,43.7972
2002073,gm.m-w. Michałowo,43.7946
0606092,gm.w Rudnik,43.7941
3017033,gm.m-w. Odolanów,43.7781
0601011,Międzyrzec Podlaski,43.7751
1602033,gm.m-w. Głubczyce,43.7696
2611032,gm.w Mirzec,43.769
0402082,gm.w Osiek,43.7593
0609033,gm.m-w. Bychawa,43.7565
1012092,gm.w Ładzice,43.7474
2814102,gm.w Purda,43.7264
2011052,gm.w Kuźnica,43.7018
1811011,Mielec,43.6954
0208143,gm.m-w. Szczytna,43.6882
1009062,gm.w Siemkowice,43.6881
1429042,gm.w Jabłonna Lacka,43.68
0617033,gm.m-w. Piaski,43.6706
0203052,gm.w Pęcław,43.6652
2214032,gm.w Morzeszczyn,43.6558
2415062,gm.w Gorzyce,43.6547
0606072,gm.w Łopiennik Górny,43.6539
2814063,gm.m-w. Jeziorany,43.639
1606052,gm.w Wilków,43.6309
1413052,gm.w Strzegowo,43.6278
0619072,gm.w Wola Uhruska,43.6206
2811032,gm.w Kozłowo,43.6192
2206082,gm.w Stara Kiszewa,43.6127
3208052,gm.w Rymań,43.5707
0807032,gm.w Słońsk,43.5693
2215092,gm.w Szemud,43.5607
1429032,gm.w Ceranów,43.556
1434062,gm.w Jadów,43.549
0408073,gm.m-w. Skępe,43.5475
2604153,gm.m-w. Pierzchnica,43.5289
1415102,gm.w Rzekuń,43.5191
2802022,gm.w Braniewo,43.5057
3020042,gm.w Gizałki,43.4981
1861011,Krosno,43.4964
1427022,gm.w Gozdowo,43.4856
3209073,gm.m-w. Sianów,43.4811
2212053,gm.m-w. Kępice,43.4403
1016082,gm.w Rzeczyca,43.4368
1805011,Jasło,43.4312
2813032,gm.w Kowale Oleckie,43.4219
2415082,gm.w Marklowice,43.4189
0604042,gm.w Hrubieszów,43.4167
2013093,gm.m-w. Szepietowo,43.4064
2404142,gm.w Przyrów,43.4038
1015042,gm.w Kowiesy,43.4028
0210062,gm.w Platerówka,43.4009
2201082,gm.w Studzienice,43.4002
1013023,gm.m-w. Biała Rawska,43.3846
1420032,gm.w Baboszewo,43.3843
2603053,gm.m-w. Skalbmierz,43.3761
1404043,gm.m-w. Sanniki,43.3691
0612053,gm.m-w. Opole Lubelskie,43.3687
0618063,gm.m-w. Łaszczów,43.3643
2604012,gm.w Bieliny,43.3626
1416052,gm.w Małkinia Górna,43.357
0604082,gm.w Werbkowice,43.3505
1014093,gm.m-w. Warta,43.3413
1018032,gm.w Galewice,43.3399
3004042,gm.w Pępowo,43.3311
1012122,gm.w Radomsko,43.3105
2813043,gm.m-w. Olecko,43.3074
3010062,gm.w Krzymów,43.3039
1015032,gm.w Godzianów,43.3021
0612032,gm.w Karczmiska,43.2841
0211032,gm.w Rudna,43.2824
2011043,gm.m-w. Krynki,43.2725
1404022,gm.w Gostynin,43.2634
0206052,gm.w Janowice Wielkie,43.2382
1433072,gm.w Sadowne,43.2372
1601043,gm.m-w. Lewin Brzeski,43.2264
2610042,gm.w Skarżysko Kościelne,43.2196
0214053,gm.m-w. Międzybórz,43.2157
1429062,gm.w Repki,43.2135
1209082,gm.w Tokarnia,43.2054
1433053,gm.m-w. Łochów,43.2048
2063011,Suwałki,43.2042
0620072,gm.w Nielisz,43.1966
0211043,gm.m-w. Ścinawa,43.1827
2212072,gm.w Potęgowo,43.1608
0609102,gm.w Niedrzwica Duża,43.1598
3218053,gm.m-w. Węgorzyno,43.1447
1007012,gm.w Białaczów,43.1417
0226043,gm.m-w. Świerzawa,43.1187
2413082,gm.w Tworóg,43.1176
1201032,gm.w Drwinia,43.1013
1216092,gm.w Tarnów,43.0979
0402073,gm.m-w. Jabłonowo Pomorskie,43.0752
1005082,gm.w Łyszkowice,43.0553
1201022,gm.w Bochnia,43.0528
2604142,gm.w Piekoszów,43.0414
3214102,gm.w Stargard,43.034
1012082,gm.w Lgota Wielka,43.0314
0219032,gm.w Dobromierz,43.0311
0614022,gm.w Baranów,43.0287
1009032,gm.w Nowa Brzeźnica,43.0209
0414112,gm.w Warlubie,43.0074
2806062,gm.w Miłki,42.9922
2212022,gm.w Damnica,42.9605
1433042,gm.w Liw,42.9488
1407042,gm.w Grabów nad Pilicą,42.9446
2062011,Łomża,42.9434
1004042,gm.w Grabów,42.9405
1606042,gm.w Świerczów,42.9273
1007072,gm.w Sławno,42.9169
0607011,Kraśnik,42.9018
1609092,gm.w Popielów,42.8661
2405073,gm.m-w. Toszek,42.8587
1201042,gm.w Lipnica Murowana,42.8571
0210042,gm.w Lubań,42.8376
1402062,gm.w Ojrzeń,42.8371
2807032,gm.w Iława,42.8058
2001062,gm.w Płaska,42.7799
1413072,gm.w Szreńsk,42.7764
0408092,gm.w Wielgie,42.7741
3009052,gm.w Grzegorzew,42.7714
1409063,gm.m-w. Solec nad Wisłą,42.7677
3018022,gm.w Doruchów,42.7508
1416112,gm.w Zaręby Kościelne,42.746
1413092,gm.w Wieczfnia Kościelna,42.7427
1403042,gm.w Garwolin,42.6969
0601162,gm.w Terespol,42.6903
3213032,gm.w Darłowo,42.6742
1435032,gm.w Rząśnik,42.6649
1416022,gm.w Andrzejewo,42.6405
1817011,Sanok,42.6201
1816092,gm.w Krasne,42.62
1803011,Dębica,42.6144
3018033,gm.m-w. Grabów nad Prosną,42.6
1605013,gm.m-w. Gogolin,42.58
1433082,gm.w Stoczek,42.5757
1427052,gm.w Sierpc,42.5757
3008052,gm.w Perzów,42.5498
3203013,gm.m-w. Czaplinek,42.5468
2208052,gm.w Wicko,42.5423
1209042,gm.w Pcim,42.5406
0606022,gm.w Fajsławice,42.5368
1403092,gm.w Parysów,42.5296
2817022,gm.w Dźwierzuty,42.519
0617022,gm.w Mełgiew,42.5165
1018052,gm.w Łubnice,42.5156
2203032,gm.w Człuchów,42.4967
1007032,gm.w Mniszków,42.4842
0609142,gm.w Wólka,42.4761
3216062,gm.w Świdwin,42.4556
0615011,Radzyń Podlaski,42.4293
2406052,gm.w Opatów,42.41
2002032,gm.w Dobrzyniewo Duże,42.4057
2411042,gm.w Krzyżanowice,42.405
1434102,gm.w Strachówka,42.4021
1413102,gm.w Wiśniewo,42.398
3009072,gm.w Koło,42.3934
0224022,gm.w Ciepłowody,42.3735
2208032,gm.w Cewice,42.3698
3018052,gm.w Kraszewice,42.3626
2815042,gm.w Łukta,42.3545
1419142,gm.w Staroźreby,42.3539
2809022,gm.w Kiwity,42.3432
1211011,Nowy Targ,42.34
0202073,gm.m-w. Niemcza,42.3397
2213122,gm.w Starogard Gdański,42.3066
0601052,gm.w Janów Podlaski,42.3055
1016062,gm.w Lubochnia,42.2996
0619062,gm.w Włodawa,42.2879
3214082,gm.w Marianowo,42.2791
0216013,gm.m-w. Chocianów,42.2687
2002133,gm.m-w. Wasilków,42.2538
0602011,Biłgoraj,42.2532
3027062,gm.w Przykona,42.2404
1610032,gm.w Lubrza,42.2367
2411033,gm.m-w. Krzanowice,42.2304
1020052,gm.w Głowno,42.2296
0404022,gm.w Chełmno,42.2284
2612043,gm.m-w. Osiek,42.2199
0812023,gm.m-w. Szlichtyngowa,42.1996
1435012,gm.w Brańszczyk,42.1948
2207043,gm.m-w. Prabuty,42.1911
2417042,gm.w Jeleśnia,42.1877
1605053,gm.m-w. Zdzieszowice,42.1694
1420052,gm.w Dzierzążnia,42.164
3210033,gm.m-w. Dębno,42.1564
2011102,gm.w Szudziałowo,42.1408
2215052,gm.w Gniewino,42.1406
2611022,gm.w Brody,42.1375
2002052,gm.w Juchnowiec Kościelny,42.1214
0605053,gm.m-w. Janów Lubelski,42.1211
1603052,gm.w Polska Cerekiew,42.1132
2607043,gm.m-w. Ćmielów,42.106
2003021,Brańsk,42.0953
2205052,gm.w Somonino,42.0831
2605022,gm.w Gowarczów,42.0799
1808011,Leżajsk,42.0758
2001011,Augustów,42.0724
0603022,gm.w Białopole,42.0663
2205072,gm.w Sulęczyno,42.0584
0620153,gm.m-w. Zwierzyniec,42.0518
3215023,gm.m-w. Barwice,42.048
1401042,gm.w Stara Błotnica,42.0476
1609052,gm.w Łubniany,42.0205
2213042,gm.w Bobowo,42.0131
2815032,gm.w Grunwald,42.005
2606082,gm.w Wojciechowice,42.001
1412082,gm.w Jakubów,41.9949
2604162,gm.w Raków,41.9913
0224073,gm.m-w. Złoty Stok,41.9728
2808032,gm.w Kętrzyn,41.9716
1419053,gm.m-w. Drobin,41.9665
2610022,gm.w Bliżyn,41.9637
0225072,gm.w Zgorzelec,41.96
1013052,gm.w Regnów,41.9461
1607022,gm.w Kamiennik,41.9431
0209022,gm.w Chojnów,41.9355
1415112,gm.w Troszyn,41.9259
1007052,gm.w Paradyż,41.9228
0601182,gm.w Wisznice,41.9216
2804022,gm.w Godkowo,41.9214
2814122,gm.w Świątki,41.9193
3201043,gm.m-w. Tychowo,41.9172
1430053,gm.m-w. Szydłowiec,41.9022
1609032,gm.w Dobrzeń Wielki,41.8986
2807043,gm.m-w. Kisielice,41.8953
0603072,gm.w Leśniowice,41.8736
1409052,gm.w Sienno,41.8447
2011013,gm.m-w. Dąbrowa Białostocka,41.839
1013062,gm.w Sadkowice,41.829
1436022,gm.w Policzna,41.8158
2202023,gm.m-w. Brusy,41.7857
0601082,gm.w Leśna Podlaska,41.7805
1413082,gm.w Szydłowo,41.7677
2403042,gm.w Brenna,41.7656
2603012,gm.w Bejsce,41.7629
2013042,gm.w Klukowo,41.7626
0810062,gm.w Niegosławice,41.7185
3210022,gm.w Boleszkowice,41.7077
0618032,gm.w Jarczów,41.6742
2213062,gm.w Lubichowo,41.6704
0408082,gm.w Tłuchowo,41.6667
2213072,gm.w Osieczna,41.6349
1607033,gm.m-w. Korfantów,41.6252
1009082,gm.w Sulmierzyce,41.6195
2005011,Hajnówka,41.5889
0601142,gm.w Sławatycze,41.582
1604043,gm.m-w. Wołczyn,41.556
2808043,gm.m-w. Korsze,41.5514
1609083,gm.m-w. Ozimek,41.5291
2201032,gm.w Czarna Dąbrówka,41.5237
2213052,gm.w Kaliska,41.5011
0208103,gm.m-w. Międzylesie,41.4946
0619022,gm.w Hanna,41.4547
2013023,gm.m-w. Ciechanowiec,41.4528
1609112,gm.w Tarnów Opolski,41.4452
0609162,gm.w Zakrzew,41.4446
1425062,gm.w Jedlnia-Letnisko,41.3989
0804032,gm.w Kolsko,41.397
2817062,gm.w Szczytno,41.3845
1002032,gm.w Dąbrowice,41.3811
1019042,gm.w Zduńska Wola,41.3768
0208123,gm.m-w. Radków,41.347
2014011,Zambrów,41.3394
1602013,gm.m-w. Baborów,41.332
2606022,gm.w Iwaniska,41.329
1601052,gm.w Lubsza,41.3027
2809032,gm.w Lidzbark Warmiński,41.2989
0604062,gm.w Trzeszczany,41.2921
1609042,gm.w Komprachcice,41.2907
0610033,gm.m-w. Łęczna,41.2746
0620032,gm.w Komarów-Osada,41.2705
1402052,gm.w Grudusk,41.2447
1436053,gm.m-w. Zwoleń,41.2379
2607062,gm.w Waśniów,41.2356
0201052,gm.w Osiecznica,41.2184
3009082,gm.w Kościelec,41.2047
2815052,gm.w Małdyty,41.203
0620043,gm.m-w. Krasnobród,41.1991
0216022,gm.w Gaworzyce,41.1973
2009042,gm.w Puńsk,41.1935
2003011,Bielsk Podlaski,41.1875
2411062,gm.w Nędza,41.1765
1422032,gm.w Czernice Borowe,41.1733
0225052,gm.w Sulików,41.1277
1009072,gm.w Strzelce Wielkie,41.0793
3027042,gm.w Kawęczyn,41.0642
1404052,gm.w Szczawin Kościelny,41.0622
1215052,gm.w Jordanów,41.0498
2201102,gm.w Tuchomie,41.0482
3201033,gm.m-w. Karlino,41.0316
2806102,gm.w Wydminy,41.0298
1606032,gm.w Pokój,41.0187
1205092,gm.w Sękowa,41.0168
1611043,gm.m-w. Leśnica,40.9997
1216112,gm.w Wierzchosławice,40.9895
3031072,gm.w Zakrzewo,40.9836
0620142,gm.w Zamość,40.9831
0601092,gm.w Łomazy,40.9799
0212023,gm.m-w. Lubomierz,40.9746
0214042,gm.w Dziadowa Kłoda,40.9743
0606062,gm.w Kraśniczyn,40.946
1427032,gm.w Mochowo,40.9373
3204033,gm.m-w. Maszewo,40.9215
1211123,gm.m-w. Rabka-Zdrój,40.9136
2201042,gm.w Kołczygłowy,40.879
0607023,gm.m-w. Annopol,40.8346
1413062,gm.w Stupsk,40.8299
2805011,Ełk,40.8235
0408062,gm.w Lipno,40.8115
1433032,gm.w Korytnica,40.7963
0201032,gm.w Gromadka,40.7937
0201022,gm.w Bolesławiec,40.7858
2213102,gm.w Skórcz,40.7847
3212042,gm.w Przelewice,40.782
1401052,gm.w Stromiec,40.7738
1001072,gm.w Szczerców,40.7723
2205062,gm.w Stężyca,40.771
0601152,gm.w Sosnówka,40.7609
2205012,gm.w Chmielno,40.752
1403052,gm.w Górzno,40.7503
2002112,gm.w Turośń Kościelna,40.7419
1420102,gm.w Raciąż,40.7277
2215072,gm.w Luzino,40.7238
3004033,gm.m-w. Krobia,40.7184
1016042,gm.w Czerniewice,40.7171
0620022,gm.w Grabowiec,40.704
2002023,gm.m-w. Czarna Białostocka,40.6743
2604073,gm.m-w. Łagów,40.6635
0603132,gm.w Wojsławice,40.662
1201072,gm.w Rzezawa,40.6387
3027082,gm.w Turek,40.6225
0606042,gm.w Izbica,40.6079
0606112,gm.w Żółkiewka,40.5941
1425112,gm.w Wierzbica,40.5912
1435022,gm.w Długosiodło,40.5896
1611012,gm.w Izbicko,40.5875
2207032,gm.w Kwidzyn,40.5772
2817043,gm.m-w. Pasym,40.5742
1215042,gm.w Bystra-Sidzina,40.5656
1416102,gm.w Wąsewo,40.5616
0202033,gm.m-w. Pieszyce,40.5559
0602123,gm.m-w. Tarnogród,40.5532
1209092,gm.w Wiśniowa,40.5365
0618102,gm.w Telatyn,40.5034
3007062,gm.w Lisków,40.4573
1211042,gm.w Czorsztyn,40.4489
3009022,gm.w Babiak,40.4367
1216042,gm.w Pleśna,40.4023
3007042,gm.w Godziesze Wielkie,40.3969
1429082,gm.w Sokołów Podlaski,40.3677
1809053,gm.m-w. Narol,40.3634
1818011,Stalowa Wola,40.3401
3027052,gm.w Malanów,40.3391
1809023,gm.m-w. Cieszanów,40.3365
1816122,gm.w Świlcza,40.3276
1816132,gm.w Trzebownisko,40.3261
1410052,gm.w Sarnaki,40.3086
0612042,gm.w Łaziska,40.2715
1816033,gm.m-w. Boguchwała,40.2371
0601112,gm.w Piszczac,40.2185
2813062,gm.w Wieliczki,40.1939
0225063,gm.m-w. Węgliniec,40.1828
1007082,gm.w Żarnów,40.1753
2403031,Wisła,40.1744
2807052,gm.w Lubawa,40.1512
1410023,gm.m-w. Łosice,40.1434
1609012,gm.w Chrząstowice,40.1379
0202041,Piława Górna,40.132
0611112,gm.w Wola Mysłowska,40.0742
2604023,gm.m-w. Bodzentyn,40.0665
1611063,gm.m-w. Ujazd,40.0405
0616032,gm.w Nowodwór,40.0345
0602042,gm.w Biszcza,40.0323
1609062,gm.w Murów,40.0227
1426072,gm.w Przesmyki,40.0191
1804021,Radymno,40.0077
0604072,gm.w Uchanie,39.9955
1420092,gm.w Płońsk,39.9875
2415072,gm.w Lubomia,39.9848
0620012,gm.w Adamów,39.9826
0609042,gm.w Garbów,39.9757
1406042,gm.w Goszczyn,39.9728
1816011,Dynów,39.9637
1013042,gm.w Rawa Mazowiecka,39.9067
1601022,gm.w Skarbimierz,39.8827
2008022,gm.w Jasionówka,39.8746
1012142,gm.w Żytno,39.8622
1021022,gm.w Brzeziny,39.8428
1412102,gm.w Latowicz,39.8215
3009092,gm.w Olszówka,39.8121
3009102,gm.w Osiek Mały,39.8082
1016112,gm.w Żelechlinek,39.7941
0601132,gm.w Rossosz,39.781
0609122,gm.w Strzyżewice,39.7687
2010011,Siemiatycze,39.7678
1216082,gm.w Skrzyszów,39.7669
0618022,gm.w Bełżec,39.7576
2011022,gm.w Janów,39.7551
1001032,gm.w Drużbice,39.751
1415092,gm.w Olszewo-Borki,39.7442
2009022,gm.w Giby,39.7393
0605063,gm.m-w. Modliborzyce,39.7165
0617052,gm.w Trawniki,39.7147
1426053,gm.m-w. Mordy,39.7131
2205032,gm.w Przodkowo,39.6899
2417142,gm.w Ujsoły,39.6732
0613022,gm.w Jabłoń,39.6552
2001072,gm.w Sztabin,39.6517
2811012,gm.w Janowiec Kościelny,39.6492
2604082,gm.w Łopuszno,39.6459
2816033,gm.m-w. Pisz,39.6337
0613052,gm.w Podedwórze,39.6108
1209052,gm.w Raciechowice,39.6075
3214092,gm.w Stara Dąbrowa,39.6018
1423052,gm.w Potworów,39.5804
1818053,gm.m-w. Zaklików,39.5669
1001083,gm.m-w. Zelów,39.5469
1411042,gm.w Krasnosielc,39.5353
2011093,gm.m-w. Suchowola,39.527
0224042,gm.w Stoszowice,39.459
1429053,gm.m-w. Kosów Lacki,39.4576
2003082,gm.w Wyszki,39.4468
2604182,gm.w Strawczyn,39.429
0620112,gm.w Stary Zamość,39.4246
1403143,gm.m-w. Żelechów,39.4239
1202033,gm.m-w. Czchów,39.3927
0612023,gm.m-w. Józefów nad Wisłą,39.3907
3017082,gm.w Sośnie,39.3875
1009052,gm.w Rząśnia,39.3786
1429072,gm.w Sabnie,39.3677
1204042,gm.w Mędrzechów,39.3655
2809042,gm.w Lubomino,39.3438
1014072,gm.w Klonowa,39.3352
2012072,gm.w Suwałki,39.3304
1609132,gm.w Turawa,39.326
0602092,gm.w Łukowa,39.3224
2006011,Kolno,39.3178
1428032,gm.w Iłów,39.3102
1001022,gm.w Bełchatów,39.3056
0202052,gm.w Dzierżoniów,39.2988
1814053,gm.m-w. Kańczuga,39.2593
3201022,gm.w Białogard,39.2417
2604062,gm.w Górno,39.2382
0204032,gm.w Niechlów,39.221
1013032,gm.w Cielądz,39.1899
2605043,gm.m-w. Radoszyce,39.1895
1430022,gm.w Jastrząb,39.1819
1802062,gm.w Nozdrzec,39.181
1216133,gm.m-w. Wojnicz,39.1304
0608022,gm.w Abramów,39.0916
2411053,gm.m-w. Kuźnia Raciborska,39.0688
1403112,gm.w Sobolew,39.0677
1415032,gm.w Czerwin,39.0186
3007053,gm.m-w. Koźminek,39.017
2203052,gm.w Koczała,38.9841
2810032,gm.w Mrągowo,38.9754
3213062,gm.w Sławno,38.9675
0608082,gm.w Michów,38.9671
2407052,gm.w Kochanowice,38.928
1804062,gm.w Pawłosiów,38.9014
1202072,gm.w Szczurowa,38.8859
1809063,gm.m-w. Oleszyce,38.8659
0618053,gm.m-w. Lubycza Królewska,38.8561
0610062,gm.w Spiczyn,38.846
1810042,gm.w Łańcut,38.8359
1409022,gm.w Ciepielów,38.8263
1816143,gm.m-w. Tyczyn,38.8107
0201043,gm.m-w. Nowogrodziec,38.8075
3017072,gm.w Sieroszewice,38.7888
0607032,gm.w Dzierzkowice,38.7701
1437052,gm.w Siemiątkowo,38.7624
0608042,gm.w Jeziorzany,38.7583
2411082,gm.w Rudnik,38.7184
1430012,gm.w Chlewiska,38.7042
0601072,gm.w Konstantynów,38.67
0618092,gm.w Tarnawatka,38.6358
2001043,gm.m-w. Lipsk,38.6345
3012052,gm.w Rozdrażew,38.6333
2611042,gm.w Pawłów,38.6186
1419112,gm.w Słubice,38.6183
2014032,gm.w Rutki,38.6033
1210062,gm.w Korzenna,38.6017
1202012,gm.w Borzęcin,38.5872
1422062,gm.w Krzynowłoga Mała,38.5718
2002063,gm.m-w. Łapy,38.5674
1603022,gm.w Bierawa,38.556
1809032,gm.w Horyniec-Zdrój,38.549
1426102,gm.w Suchożebry,38.5426
0609062,gm.w Jabłonna,38.5346
0620062,gm.w Miączyn,38.5213
1410032,gm.w Olszanka,38.5038
0602142,gm.w Turobin,38.4887
0601192,gm.w Zalesie,38.4879
2606072,gm.w Tarłów,38.4646
1820013,gm.m-w. Baranów Sandomierski,38.4537
2215082,gm.w Łęczyce,38.4482
2012022,gm.w Filipów,38.4378
1403122,gm.w Trojanów,38.4328
1209022,gm.w Lubień,38.4226
0602073,gm.m-w. Józefów,38.4134
1409012,gm.w Chotcza,38.4055
1610023,gm.m-w. Głogówek,38.362
2813052,gm.w Świętajno,38.3513
1436042,gm.w Tczów,38.3463
0618132,gm.w Ulhówek,38.3165
1810072,gm.w Żołynia,38.3118
1416043,gm.m-w. Brok,38.2734
2002103,gm.m-w. Suraż,38.255
2411072,gm.w Pietrowice Wielkie,38.2404
1430042,gm.w Orońsko,38.2328
1425132,gm.w Zakrzew,38.2176
0606052,gm.w Krasnystaw,38.2033
0620102,gm.w Skierbieszów,38.2029
1611033,gm.m-w. Kolonowskie,38.1886
2606012,gm.w Baćkowice,38.1848
2811022,gm.w Janowo,38.1694
0614072,gm.w Markuszów,38.1583
2012062,gm.w Rutka-Tartak,38.1545
1425122,gm.w Wolanów,38.1493
1205042,gm.w Gorlice,38.1275
0620092,gm.w Sitno,38.1158
1811052,gm.w Mielec,38.1034
1205033,gm.m-w. Bobowa,38.0928
1016032,gm.w Budziszewice,38.0842
1813102,gm.w Żurawica,38.0835
0603122,gm.w Wierzbica,38.08
1216013,gm.m-w. Ciężkowice,38.0618
2605072,gm.w Smyków,38.0573
0620052,gm.w Łabunie,38.0291
2810052,gm.w Sorkwity,38.0134
3031082,gm.w Złotów,38.011
0603062,gm.w Kamień,38.0106
0620133,gm.m-w. Szczebrzeszyn,37.9951
1210022,gm.w Chełmiec,37.9847
2011062,gm.w Nowy Dwór,37.9712
0618082,gm.w Susiec,37.9605
1426042,gm.w Mokobody,37.9317
1425052,gm.w Jedlińsk,37.9266
0225043,gm.m-w. Pieńsk,37.9169
2005082,gm.w Narew,37.8987
1611073,gm.m-w. Zawadzkie,37.8815
1001042,gm.w Kleszczów,37.8778
1410012,gm.w Huszlew,37.8777
1608023,gm.m-w. Gorzów Śląski,37.8588
0603142,gm.w Żmudź,37.8557
2003042,gm.w Boćki,37.8385
0619052,gm.w Urszulin,37.8242
